pupilnolongeronrolltableid,NativeId,termlysessiondetailsoffrolltableid,termlysessiondetailsoffrollorderseqcolumn,sourceid,sessions,attendancereason
42e1c81b-046,SCH4,20ef84ab,479,ea8d7f8b,129.0,M
42e1c81b-046,SCH4,a8f4c8e0,482,ea8d7f8b,131.0,N
42e1c81b-046,SCH4,1dfba09f,478,ea8d7f8b,129.0,O
42e1c81b-046,SCH4,8d7f6c12,477,ea8d7f8b,129.0,R
46a5f26c-5f9,SCH3,1a8d2384,484,42dbefea,132.0,G
46a5f26c-5f9,SCH3,f21c3b0f,483,42dbefea,130.0,Z
476fb5bd-08b,SCH8,2985c328,485,eb2f9b4d,135.0,G
4994be27-d14,SCH1,6f964f6f,487,1c5b75fa,136.0,C
4994be27-d14,SCH1,9b70fb44,490,1c5b75fa,131.0,H
4994be27-d14,SCH1,5464f627,488,1c5b75fa,127.0,I
4994be27-d14,SCH1,5b35ab51,492,1c5b75fa,129.0,Y
4994be27-d14,SCH1,681198d8,491,1c5b75fa,130.0,Z
4b7f2450-a28,SCH1,162aa4d1,501,2ba4cd82,135.0,E
4b7f2450-a28,SCH1,32d7a605,499,2ba4cd82,134.0,G
4b7f2450-a28,SCH1,e5204ced,494,2ba4cd82,136.0,M
4b7f2450-a28,SCH1,1e8b6446,493,2ba4cd82,136.0,N
4b7f2450-a28,SCH1,2560878b,497,2ba4cd82,137.0,S
4b7f2450-a28,SCH1,78172b08,496,2ba4cd82,134.0,U
4b8d6c3e-e4e,SCH5,5f7024ff,503,ae25c980,134.0,R
4b8d6c3e-e4e,SCH5,a097ee02,502,ae25c980,128.0,X
4d275902-63d,SCH4,4041db61,511,c26c7502,125.0,C
4d275902-63d,SCH4,1a670550,512,c26c7502,129.0,E
4d275902-63d,SCH4,61b7a6d2,510,c26c7502,128.0,G
4d275902-63d,SCH4,c6103ab7,506,c26c7502,124.0,H
4d275902-63d,SCH4,48e08b1f,504,c26c7502,135.0,I
4d275902-63d,SCH4,07ff8eae,507,c26c7502,128.0,R
4d275902-63d,SCH4,c6292c0c,508,c26c7502,126.0,X
4dbc8a62-839,SCH5,55683561,523,1dfa3aca,125.0,N
4dbc8a62-839,SCH5,9623487b,522,1dfa3aca,136.0,R
4dbc8a62-839,SCH7,4d87d7fe,516,75cd9d52,129.0,E
4dbc8a62-839,SCH7,3f1daa30,521,75cd9d52,126.0,G
4dbc8a62-839,SCH7,a7240e82,518,75cd9d52,133.0,M
4dbc8a62-839,SCH7,fd03ecd2,515,75cd9d52,137.0,N
4dbc8a62-839,SCH7,abd24c36,514,75cd9d52,128.0,O
4dbc8a62-839,SCH7,772a3a68,517,75cd9d52,127.0,T
4dbc8a62-839,SCH7,516acf67,519,75cd9d52,128.0,Y
4dfb4338-908,SCH8,d047530a,524,fa303a83,126.0,E
4dfb4338-908,SCH8,79c644be,528,fa303a83,140.0,G
4dfb4338-908,SCH8,d29765bc,526,fa303a83,128.0,H
4dfb4338-908,SCH8,10e60c33,529,fa303a83,127.0,I
4dfb4338-908,SCH8,1367f6c3,525,fa303a83,140.0,O
4dfb4338-908,SCH8,870be0ef,527,fa303a83,136.0,R
4e234b4d-bd5,SCH7,d9db8cc7,536,44295c4f,124.0,C
4e234b4d-bd5,SCH7,9a6bea2d,530,44295c4f,130.0,E
4e234b4d-bd5,SCH7,f65e55e2,532,44295c4f,124.0,I
4e234b4d-bd5,SCH7,091fd201,531,44295c4f,127.0,M
4e234b4d-bd5,SCH7,069ca767,535,44295c4f,140.0,N
4e234b4d-bd5,SCH7,b57b5b75,533,44295c4f,131.0,O
4e234b4d-bd5,SCH7,cd9575b9,537,44295c4f,123.0,X
4f2de2c1-cd6,SCH6,424ca1d4,542,bb3d3a6f,125.0,C
4f2de2c1-cd6,SCH6,41c06eef,539,bb3d3a6f,136.0,G
4f2de2c1-cd6,SCH6,ee74e8cb,538,bb3d3a6f,123.0,M
4f2de2c1-cd6,SCH6,8d105775,540,bb3d3a6f,131.0,N
4f2de2c1-cd6,SCH6,0abcfea3,543,bb3d3a6f,130.0,Z
4f4dbc1f-b05,SCH4,e4787717,544,d4bf372b,127.0,I
4f4dbc1f-b05,SCH4,e27d1801,545,d4bf372b,135.0,N
504cefaa-4c2,SCH1,3fa82363,553,de4e8130,131.0,C
504cefaa-4c2,SCH1,e9c940b2,548,de4e8130,134.0,G
504cefaa-4c2,SCH1,9d465248,552,de4e8130,139.0,I
504cefaa-4c2,SCH1,55a16185,551,de4e8130,125.0,M
504cefaa-4c2,SCH1,78c65136,546,de4e8130,135.0,N
51611823-18e,SCH1,231e13ae,555,76efc407,131.0,C
51a66a4a-dba,SCH1,54af4406,556,7ac31bdd,131.0,#
51a66a4a-dba,SCH1,1c28d1e1,557,7ac31bdd,130.0,G
51a66a4a-dba,SCH1,731f177f,562,7ac31bdd,125.0,H
51a66a4a-dba,SCH1,4e181a53,560,7ac31bdd,134.0,I
51a66a4a-dba,SCH1,48b8cb66,559,7ac31bdd,125.0,M
51a66a4a-dba,SCH1,2f9f3bef,558,7ac31bdd,132.0,O
5216b3df-9b9,SCH2,2711f801,563,31a6d22b,128.0,H
5216b3df-9b9,SCH2,a524820e,564,31a6d22b,128.0,O
5216b3df-9b9,SCH2,7ba8951f,565,31a6d22b,118.0,Y
5230c3d6-80b,SCH1,7db6ceeb,569,137d7571,121.0,C
5230c3d6-80b,SCH1,f33453d4,566,137d7571,130.0,E
5230c3d6-80b,SCH1,5e42434d,570,137d7571,135.0,I
5230c3d6-80b,SCH1,d116d72a,567,137d7571,124.0,M
5230c3d6-80b,SCH1,3bd6c0bc,568,137d7571,125.0,Y
525883e7-573,SCH2,c1c73da5,572,5f600ecb,134.0,M
525883e7-573,SCH2,ba42de41,571,5f600ecb,135.0,U
52776bc2-0ae,SCH2,a4b77e2d,574,68d8d09b,134.0,C
52776bc2-0ae,SCH2,d17ed930,575,68d8d09b,132.0,E
52776bc2-0ae,SCH2,1301f03b,576,68d8d09b,127.0,G
52776bc2-0ae,SCH2,06aa2b52,578,68d8d09b,131.0,H
52776bc2-0ae,SCH2,7643fe2c,573,68d8d09b,127.0,I
55967b4a-db9,SCH1,5ad541c6,580,8406b02c,126.0,G
55967b4a-db9,SCH1,29146414,581,8406b02c,132.0,U
56e6f777-e9e,SCH2,3139765b,582,85e36d72,127.0,C
56e6f777-e9e,SCH2,4fc031be,584,85e36d72,134.0,E
56e6f777-e9e,SCH2,d5a0e8e1,583,85e36d72,133.0,N
56e6f777-e9e,SCH2,49804014,585,85e36d72,128.0,Y
577fa18b-a42,SCH6,0c28b4f5,593,42f0b6f0,127.0,C
577fa18b-a42,SCH6,cf37b723,587,42f0b6f0,141.0,G
577fa18b-a42,SCH6,f390e0b1,592,42f0b6f0,135.0,I
577fa18b-a42,SCH6,e8a5f733,586,42f0b6f0,133.0,M
577fa18b-a42,SCH6,d324f6af,589,42f0b6f0,129.0,T
577fa18b-a42,SCH6,a454b48b,588,42f0b6f0,132.0,U
592c7b63-67a,SCH5,40d40d4f,594,551a02aa,127.0,#
592c7b63-67a,SCH5,c2f13bd5,596,551a02aa,136.0,G
592c7b63-67a,SCH5,285f041a,599,551a02aa,128.0,H
592c7b63-67a,SCH5,8924e20e,601,551a02aa,125.0,I
592c7b63-67a,SCH5,f97a9e90,598,551a02aa,130.0,M
592c7b63-67a,SCH5,e15c573b,595,551a02aa,130.0,N
592c7b63-67a,SCH5,234cf4e9,597,551a02aa,128.0,T
592c7b63-67a,SCH6,2f6e7844,604,5864d146,132.0,C
592c7b63-67a,SCH6,1af63597,603,5864d146,133.0,I
592c7b63-67a,SCH6,26b404db,606,5864d146,133.0,M
592c7b63-67a,SCH6,519c855c,608,5864d146,139.0,R
592c7b63-67a,SCH6,6c259bbd,607,5864d146,131.0,S
592c7b63-67a,SCH6,15689a85,602,5864d146,131.0,Y
599b0699-6d2,SCH7,d5557d8e,609,723b0f96,136.0,N
5a69b6d3-776,SCH1,fe1ef1c6,618,5f435680,129.0,C
5a69b6d3-776,SCH1,753a8f34,614,5f435680,133.0,E
5a69b6d3-776,SCH1,0e66748b,610,5f435680,124.0,G
5a69b6d3-776,SCH1,c0f61d12,619,5f435680,132.0,I
5a69b6d3-776,SCH1,4609c3ca,613,5f435680,138.0,M
5a69b6d3-776,SCH1,46d5c7d5,616,5f435680,135.0,O
5a69b6d3-776,SCH1,7daa22ee,611,5f435680,135.0,X
5a90b96e-dc0,SCH4,bc2b13f5,626,68a62360,138.0,H
5a90b96e-dc0,SCH4,8e67c83b,623,68a62360,128.0,I
5a90b96e-dc0,SCH4,2264e931,622,68a62360,129.0,M
5a90b96e-dc0,SCH4,05249835,621,68a62360,134.0,N
5a90b96e-dc0,SCH4,8a9d061a,625,68a62360,139.0,O
5a90b96e-dc0,SCH4,d70778b0,620,68a62360,125.0,S
5a90b96e-dc0,SCH4,7666c67b,624,68a62360,135.0,T
5ab99577-d4b,SCH4,bf39138b,630,efb05069,127.0,M
5b9df564-b4b,SCH5,284ea562,633,050c0cf5,132.0,#
5b9df564-b4b,SCH5,de253b66,634,050c0cf5,128.0,C
5b9df564-b4b,SCH5,639b4983,631,050c0cf5,121.0,I
5b9df564-b4b,SCH5,c2a73394,632,050c0cf5,129.0,Y
5dd4fb52-0fe,SCH1,b7727ac3,635,b7380476,135.0,G
5dd4fb52-0fe,SCH1,5e0c18a1,636,b7380476,133.0,H
5dd4fb52-0fe,SCH1,75f900ae,639,b7380476,131.0,M
5dd4fb52-0fe,SCH1,35b026fb,637,b7380476,136.0,T
5e9b0399-7ad,SCH3,8712196b,641,9bda7ec5,128.0,C
5e9b0399-7ad,SCH3,035c7b54,640,9bda7ec5,128.0,E
5e9b0399-7ad,SCH3,a90c8623,648,9bda7ec5,129.0,H
5e9b0399-7ad,SCH3,33d06eb3,643,9bda7ec5,128.0,I
5e9b0399-7ad,SCH3,280cb6af,642,9bda7ec5,129.0,M
5e9b0399-7ad,SCH3,98e70672,644,9bda7ec5,128.0,N
5ea80c75-03d,SCH8,d272cb8b,650,e5ffd105,123.0,E
62bf83d0-86e,SCH1,1cda8654,652,d03d45bd,128.0,E
62bf83d0-86e,SCH1,c6969f29,654,d03d45bd,124.0,N
62f155a1-fe0,SCH3,2f72fe50,655,02f2b04c,130.0,#
62f155a1-fe0,SCH3,80473944,656,02f2b04c,131.0,E
62f155a1-fe0,SCH3,cc5dfb70,658,02f2b04c,133.0,I
62f155a1-fe0,SCH3,21bed84c,657,02f2b04c,137.0,Z
65727ad3-e8b,SCH1,0d1b8170,659,8cace9b4,132.0,C
65727ad3-e8b,SCH1,d0de56cc,661,8cace9b4,132.0,G
65727ad3-e8b,SCH1,516c0bba,662,8cace9b4,132.0,H
65727ad3-e8b,SCH1,12bfcca3,663,8cace9b4,129.0,M
65727ad3-e8b,SCH1,9ff38886,664,8cace9b4,119.0,N
65727ad3-e8b,SCH1,9150f4c5,660,8cace9b4,136.0,X
66961134-186,SCH8,e2d4f298,670,f935f8dc,127.0,C
66961134-186,SCH8,3fabd796,667,f935f8dc,134.0,I
66961134-186,SCH8,8c8d3db8,666,f935f8dc,127.0,M
66961134-186,SCH8,72c3c459,665,f935f8dc,129.0,R
66961134-186,SCH8,25011520,672,f935f8dc,136.0,S
66961134-186,SCH8,e2328abf,671,f935f8dc,123.0,Y
67c15cfa-be3,SCH3,9f78d357,675,aa1c2626,128.0,C
67c15cfa-be3,SCH3,be1b695c,673,aa1c2626,134.0,E
67c15cfa-be3,SCH3,b8ea0c93,674,aa1c2626,131.0,G
67c15cfa-be3,SCH3,c78a3b9c,676,aa1c2626,136.0,H
67c15cfa-be3,SCH3,95415ec8,678,aa1c2626,130.0,I
67c15cfa-be3,SCH3,1269d208,679,aa1c2626,128.0,R
685dfbbb-5da,SCH2,c6691fde,681,b6f9a300,134.0,Y
6a51eec8-517,SCH8,27d0d6f8,683,e9235d87,135.0,I
6a51eec8-517,SCH8,15e93469,682,e9235d87,143.0,N
6a51eec8-517,SCH8,77874e98,684,e9235d87,128.0,T
6b0c139a-300,SCH2,a4b29346,685,92970826,137.0,E
6b0c139a-300,SCH2,04b91fd2,687,92970826,135.0,H
6b0c139a-300,SCH2,dd988ba8,686,92970826,126.0,O
6b69d5d4-846,SCH1,db41f283,689,a2deced5,135.0,C
6b69d5d4-846,SCH1,57d81ec9,688,a2deced5,129.0,S
6c5e58b1-353,SCH3,e0f73c4e,695,20d94c35,126.0,C
6c5e58b1-353,SCH3,1418e3eb,698,20d94c35,131.0,E
6c5e58b1-353,SCH3,526fbf20,694,20d94c35,133.0,G
6c5e58b1-353,SCH3,f3512cab,690,20d94c35,137.0,H
6c5e58b1-353,SCH3,b74b77b5,693,20d94c35,123.0,N
6c5e58b1-353,SCH3,d2e2beec,691,20d94c35,124.0,S
6c5e58b1-353,SCH3,11ea637f,696,20d94c35,129.0,Y
6dcc09f7-26a,SCH2,e7d8f147,699,6454ba85,134.0,G
6dcc09f7-26a,SCH2,da57ce2c,706,6454ba85,134.0,H
6dcc09f7-26a,SCH2,4236aeaa,700,6454ba85,131.0,I
6dcc09f7-26a,SCH2,8aa12725,701,6454ba85,131.0,M
6dcc09f7-26a,SCH2,2b45deed,702,6454ba85,128.0,N
6e4a4ea0-311,SCH3,3bfcd479,710,243d3c82,131.0,C
6e4a4ea0-311,SCH3,db0450fd,713,243d3c82,137.0,I
6e4a4ea0-311,SCH3,384a434c,708,243d3c82,130.0,M
6e4a4ea0-311,SCH3,97c6236d,709,243d3c82,131.0,S
6e4a4ea0-311,SCH3,795a6348,712,243d3c82,138.0,T
6e4a4ea0-311,SCH3,45e93f51,707,243d3c82,127.0,Z
6e649435-8aa,SCH2,f6bdf188,715,2ed472d8,123.0,C
6e649435-8aa,SCH2,dc71f3b2,720,2ed472d8,125.0,E
6e649435-8aa,SCH2,f63417b9,717,2ed472d8,134.0,G
6e649435-8aa,SCH2,4d30d85a,721,2ed472d8,139.0,I
6e649435-8aa,SCH2,c512ebaa,719,2ed472d8,124.0,N
6e649435-8aa,SCH2,fe34388a,722,2ed472d8,132.0,O
6e649435-8aa,SCH2,1128ecd4,714,2ed472d8,129.0,R
6e649435-8aa,SCH2,88f6f348,716,2ed472d8,131.0,X
6ef97b15-aa5,SCH1,daf24421,725,417973d8,133.0,E
6ef97b15-aa5,SCH1,ecda60c5,723,417973d8,136.0,G
6ef97b15-aa5,SCH1,e8ccec76,727,417973d8,126.0,H
6ef97b15-aa5,SCH1,18f9d9f3,724,417973d8,132.0,M
6ef97b15-aa5,SCH1,8a3b74df,729,417973d8,119.0,R
6ef97b15-aa5,SCH1,d44ce0e6,731,417973d8,128.0,S
6f7c1e27-b85,SCH3,3d845f51,732,b942f26c,130.0,H
6f7c1e27-b85,SCH3,e8bbca55,733,b942f26c,132.0,N
6f9b3226-c22,SCH7,f6b26243,735,48f3efed,128.0,E
6f9b3226-c22,SCH7,3d97e57d,736,48f3efed,129.0,I
6f9b3226-c22,SCH7,817b01cb,734,48f3efed,137.0,X
70051bff-ddc,SCH8,241e5819,740,1265bd81,135.0,C
70051bff-ddc,SCH8,fb148845,741,1265bd81,127.0,E
70051bff-ddc,SCH8,29c4d044,742,1265bd81,128.0,M
70051bff-ddc,SCH8,c9bed762,739,1265bd81,136.0,R
70051bff-ddc,SCH8,2a07204b,737,1265bd81,132.0,X
70051bff-ddc,SCH8,9b908191,744,1265bd81,133.0,Y
70a45efa-0b7,SCH6,15068be7,746,252ae03f,132.0,C
70a45efa-0b7,SCH6,1beb20b3,751,252ae03f,128.0,H
70a45efa-0b7,SCH6,4c5d7d25,749,252ae03f,139.0,O
70a45efa-0b7,SCH6,38692c9b,747,252ae03f,124.0,T
70a45efa-0b7,SCH6,f254e785,748,252ae03f,133.0,X
70a45efa-0b7,SCH6,949863e9,750,252ae03f,131.0,Z
70ddf6c8-01b,SCH3,5daaabc6,756,1dfc9751,140.0,#
70ddf6c8-01b,SCH3,17f968f1,753,1dfc9751,130.0,I
70ddf6c8-01b,SCH3,ef6db8b7,754,1dfc9751,125.0,M
70ddf6c8-01b,SCH3,26541d52,757,1dfc9751,132.0,R
70ddf6c8-01b,SCH3,55762333,755,1dfc9751,132.0,S
70ddf6c8-01b,SCH3,b90c3c7b,758,1dfc9751,132.0,Y
71c32772-892,SCH7,118c4529,759,7a6ac3d3,133.0,C
71c32772-892,SCH7,b9ccf27e,763,7a6ac3d3,132.0,E
71c32772-892,SCH7,a233b44e,760,7a6ac3d3,124.0,X
71c32772-892,SCH7,15b0368e,764,7a6ac3d3,139.0,Y
71c32772-892,SCH7,ba92149f,761,7a6ac3d3,133.0,Z
74a91a96-af4,SCH2,0e34317f,766,cdc3a37f,136.0,G
74a91a96-af4,SCH2,95932b54,765,cdc3a37f,124.0,T
75784139-9e7,SCH2,7d10e802,767,d9ff437f,123.0,C
774a1d38-f0d,SCH4,7871b8aa,774,5c0050f9,130.0,C
774a1d38-f0d,SCH4,8ee06ee4,770,5c0050f9,131.0,E
774a1d38-f0d,SCH4,942ca154,769,5c0050f9,136.0,G
774a1d38-f0d,SCH4,427c299e,771,5c0050f9,129.0,N
774a1d38-f0d,SCH4,bfd27e1e,772,5c0050f9,137.0,S
77d50da3-99f,SCH1,a1be6dd6,777,5400fee2,125.0,H
77d50da3-99f,SCH1,1f6583ed,776,5400fee2,125.0,I
77d50da3-99f,SCH1,56d6ac2b,778,5400fee2,134.0,R
77d50da3-99f,SCH1,8ba3b574,780,5400fee2,137.0,U
77d50da3-99f,SCH5,9f678e90,783,adbc8952,119.0,E
77d50da3-99f,SCH5,2bf937b6,782,adbc8952,128.0,G
77d50da3-99f,SCH5,798661b6,781,adbc8952,133.0,H
77d50da3-99f,SCH5,3b328304,787,adbc8952,121.0,I
77d50da3-99f,SCH5,a1a40f31,786,adbc8952,128.0,S
77d50da3-99f,SCH5,7f97e277,785,adbc8952,133.0,Z
780290b1-6d3,SCH3,b205b423,791,03c20505,,C
780290b1-6d3,SCH3,5b1797b6,790,03c20505,122.0,E
780290b1-6d3,SCH3,4207f5fe,788,03c20505,134.0,G
780290b1-6d3,SCH3,f949b6e4,792,03c20505,130.0,H
780290b1-6d3,SCH3,e2471c2f,789,03c20505,129.0,S
78a4f264-d3b,SCH5,e9549dab,795,8aaa4a04,125.0,C
78a4f264-d3b,SCH5,c77bb5c5,796,8aaa4a04,130.0,G
78a4f264-d3b,SCH5,84deb03f,793,8aaa4a04,137.0,H
78a4f264-d3b,SCH5,aa2e90a0,794,8aaa4a04,131.0,I
78a4f264-d3b,SCH5,d0c85a1a,797,8aaa4a04,135.0,U
78d37276-d60,SCH3,628fdb58,804,c712aead,132.0,C
78d37276-d60,SCH3,56c76572,803,c712aead,,H
78d37276-d60,SCH3,95e9e66d,806,c712aead,127.0,M
78d37276-d60,SCH3,0d5b1113,807,c712aead,131.0,N
78d37276-d60,SCH3,dbe3e3a1,805,c712aead,132.0,R
78d37276-d60,SCH3,37f8b47d,801,c712aead,134.0,S
78d37276-d60,SCH3,b7e44a8c,802,c712aead,123.0,U
78d37276-d60,SCH3,ba0c761c,800,c712aead,129.0,X
78f37771-8d3,SCH4,f0a27ecf,810,975ded57,128.0,M
78f37771-8d3,SCH4,bc746c2c,809,975ded57,138.0,N
78f5c40e-01a,SCH3,ad74871e,814,c85e2968,136.0,C
78f5c40e-01a,SCH3,67038e8a,813,c85e2968,127.0,E
78f5c40e-01a,SCH3,e0bb9f29,811,c85e2968,126.0,G
78f5c40e-01a,SCH3,62fc7414,812,c85e2968,137.0,H
78f5c40e-01a,SCH3,3b783e46,815,c85e2968,134.0,M
79c24ef6-cf8,SCH4,e276dabd,818,f5c6c2dc,133.0,G
79c24ef6-cf8,SCH4,cada6d46,817,f5c6c2dc,128.0,X
7a32ac97-744,SCH2,944ce482,821,507af273,121.0,C
7a32ac97-744,SCH2,98db59f5,826,507af273,135.0,G
7a32ac97-744,SCH2,d2a6af7b,824,507af273,116.0,I
7a32ac97-744,SCH2,061c8c41,819,507af273,130.0,N
7a32ac97-744,SCH2,ae22a63b,823,507af273,125.0,O
7ac77376-f07,SCH7,65b8b0ec,831,ad3a9ffd,133.0,C
7ac77376-f07,SCH7,5354a330,830,ad3a9ffd,125.0,E
7ac77376-f07,SCH7,ffb325a0,832,ad3a9ffd,126.0,I
7ac77376-f07,SCH7,c2c43d6b,829,ad3a9ffd,121.0,M
7ac77376-f07,SCH7,d18584f1,834,ad3a9ffd,134.0,R
7ac77376-f07,SCH7,21a118aa,827,ad3a9ffd,126.0,U
7ac77376-f07,SCH7,7e4091e7,828,ad3a9ffd,136.0,Y
7b340756-b25,SCH7,a3eb9a46,839,8c14b3c2,127.0,C
7b340756-b25,SCH7,f09f693d,837,8c14b3c2,134.0,E
7b340756-b25,SCH7,4aad53d5,838,8c14b3c2,133.0,I
7b340756-b25,SCH7,95368502,835,8c14b3c2,135.0,M
7b340756-b25,SCH7,9200c52a,836,8c14b3c2,129.0,U
7f022de1-178,SCH3,94046e69,841,1cf91323,130.0,G
7f022de1-178,SCH3,ec24d2e2,842,1cf91323,134.0,M
7f022de1-178,SCH3,8c8d47bc,840,1cf91323,134.0,T
7f7b5a7f-a96,SCH6,b1ffe3a4,852,c479862c,126.0,C
7f7b5a7f-a96,SCH6,69aadc90,847,c479862c,134.0,G
7f7b5a7f-a96,SCH6,a4dd4968,844,c479862c,132.0,R
7f7b5a7f-a96,SCH6,56f860d9,850,c479862c,139.0,S
7f7b5a7f-a96,SCH6,8eb5fb5d,848,c479862c,130.0,T
7f7b5a7f-a96,SCH6,d71d8b06,846,c479862c,130.0,Y
858b40e6-aea,SCH1,7d5df819,855,2abdab9f,132.0,C
858b40e6-aea,SCH1,696654dd,853,2abdab9f,135.0,G
858b40e6-aea,SCH1,f0a974a0,854,2abdab9f,129.0,N
860a2bea-4e2,SCH4,17c2c677,856,a334f845,116.0,C
862db5db-ba3,SCH1,d9669d2e,865,11d63af2,123.0,G
862db5db-ba3,SCH1,244752f2,866,11d63af2,133.0,H
862db5db-ba3,SCH1,520df4cb,867,11d63af2,126.0,N
862db5db-ba3,SCH1,4a38480b,868,11d63af2,136.0,R
862db5db-ba3,SCH1,fe83fee3,864,11d63af2,131.0,Z
862db5db-ba3,SCH2,128e1776,862,74246d50,127.0,G
862db5db-ba3,SCH2,fffc42d7,859,74246d50,128.0,I
862db5db-ba3,SCH2,3f96e1bd,861,74246d50,128.0,N
862db5db-ba3,SCH2,553f0ca4,858,74246d50,129.0,O
862db5db-ba3,SCH2,e78fcfff,857,74246d50,136.0,Y
86959d0a-4eb,SCH7,acecd182,869,46a22420,138.0,C
86959d0a-4eb,SCH7,0bed79fd,872,46a22420,137.0,E
86959d0a-4eb,SCH7,533f646b,871,46a22420,131.0,G
86959d0a-4eb,SCH7,c9e8e2f5,870,46a22420,122.0,X
86a8623f-3fe,SCH2,97f49395,881,3aaeee0c,137.0,C
86a8623f-3fe,SCH2,2625107c,880,3aaeee0c,129.0,G
86a8623f-3fe,SCH2,d7573829,879,3aaeee0c,130.0,M
86a8623f-3fe,SCH2,e0c008e0,884,3aaeee0c,133.0,X
86a8623f-3fe,SCH2,54486e7f,877,3aaeee0c,127.0,Y
86a8623f-3fe,SCH5,f46d9bc1,874,01170bb8,138.0,#
86a8623f-3fe,SCH5,6e92d732,875,01170bb8,133.0,M
86e1f003-378,SCH4,de5e52e7,888,f9c1c0d1,128.0,C
86e1f003-378,SCH4,7916adbe,887,f9c1c0d1,129.0,G
86e1f003-378,SCH4,361b9078,885,f9c1c0d1,128.0,H
86e1f003-378,SCH4,bb294d88,893,f9c1c0d1,135.0,I
86e1f003-378,SCH4,84e29402,890,f9c1c0d1,126.0,M
86e1f003-378,SCH4,9c56d1e4,892,f9c1c0d1,119.0,O
86e1f003-378,SCH4,1a942f24,886,f9c1c0d1,121.0,R
87d147b6-35b,SCH1,27554573,895,965c1722,124.0,G
87d147b6-35b,SCH1,20c804f5,896,965c1722,,H
87d147b6-35b,SCH1,d79a1065,897,965c1722,125.0,R
88a6e08a-cf1,SCH3,aad62057,901,6c1500a0,124.0,C
88a6e08a-cf1,SCH3,5fd79951,900,6c1500a0,133.0,N
88a6e08a-cf1,SCH3,715e220b,907,6c1500a0,135.0,O
88a6e08a-cf1,SCH3,a0466d34,903,6c1500a0,127.0,Y
88ed5bb6-693,SCH3,29c36e5d,909,757da1a3,127.0,C
88ed5bb6-693,SCH3,c3fdbb7d,912,757da1a3,125.0,G
88ed5bb6-693,SCH3,51361d6c,913,757da1a3,135.0,I
88ed5bb6-693,SCH3,6134f45d,908,757da1a3,130.0,N
88ed5bb6-693,SCH3,0dcd9cd3,911,757da1a3,127.0,O
88ed5bb6-693,SCH3,3dd99184,914,757da1a3,137.0,T
88ed5bb6-693,SCH3,c60d5f94,910,757da1a3,134.0,Z
8916bfec-ac8,SCH3,b705100d,916,8e348a60,135.0,G
8916bfec-ac8,SCH3,d3864b86,917,8e348a60,132.0,H
8916bfec-ac8,SCH3,81c283ef,920,8e348a60,134.0,I
89b0c552-ccb,SCH1,43bfc2c3,923,50d183f6,129.0,C
89b0c552-ccb,SCH1,bed70b94,924,50d183f6,130.0,G
89b0c552-ccb,SCH1,999fc2ac,922,50d183f6,126.0,I
8b305174-485,SCH3,47d4b3aa,926,c88402b5,135.0,E
8b305174-485,SCH3,f690e094,925,c88402b5,128.0,H
8b5fda7a-682,SCH2,7fd0fbc6,931,2402dd82,129.0,E
8b5fda7a-682,SCH2,f47f75b7,927,2402dd82,132.0,O
8b5fda7a-682,SCH2,55bb14a4,929,2402dd82,132.0,Y
8c34c548-872,SCH5,ca26e814,934,71beaaea,122.0,E
8c34c548-872,SCH5,c6871183,933,71beaaea,128.0,G
8c34c548-872,SCH5,08863aba,935,71beaaea,126.0,O
8c3b504d-682,SCH4,b370f9f8,937,fe592042,126.0,C
8c3b504d-682,SCH4,9f9ba9d0,941,fe592042,126.0,E
8c3b504d-682,SCH4,c4844b5e,940,fe592042,137.0,G
8c3b504d-682,SCH4,6d90f126,939,fe592042,128.0,I
8c3b504d-682,SCH4,bffd4449,938,fe592042,131.0,M
8c3b504d-682,SCH4,7330c704,936,fe592042,118.0,N
8c555a7c-bd8,SCH6,eb05e495,954,f966d953,137.0,C
8c555a7c-bd8,SCH6,92fc0dbb,955,f966d953,133.0,G
8c555a7c-bd8,SCH6,1a67ea9b,953,f966d953,129.0,H
8c555a7c-bd8,SCH6,45790a1d,958,f966d953,126.0,N
8c555a7c-bd8,SCH6,c7367242,952,f966d953,125.0,R
8c555a7c-bd8,SCH6,b1fef9fd,956,f966d953,122.0,Z
8c555a7c-bd8,SCH7,6904bc95,948,4c4342e6,127.0,E
8c555a7c-bd8,SCH7,0171dc22,945,4c4342e6,127.0,G
8c555a7c-bd8,SCH7,1b2034ea,951,4c4342e6,133.0,I
8c555a7c-bd8,SCH7,f0d2dfde,950,4c4342e6,131.0,M
8c555a7c-bd8,SCH7,ff5d1d53,949,4c4342e6,130.0,N
8c555a7c-bd8,SCH7,ad6b1a2c,946,4c4342e6,133.0,S
8c555a7c-bd8,SCH7,c9d4a023,947,4c4342e6,126.0,Z
8ce2775b-5f4,SCH7,b994372d,961,59e86fcf,122.0,C
8ce2775b-5f4,SCH7,d13c0af6,962,59e86fcf,125.0,E
8ce2775b-5f4,SCH7,95da2f46,959,59e86fcf,129.0,H
8ce2775b-5f4,SCH7,86b83161,964,59e86fcf,118.0,I
8ce2775b-5f4,SCH7,fd10d174,960,59e86fcf,131.0,M
8ce2775b-5f4,SCH7,f9374142,963,59e86fcf,129.0,S
8d3131f3-852,SCH4,9a52e8f3,966,e910bf91,,E
8d51bc1e-548,SCH1,12e3b78e,968,0bf98dbc,128.0,I
8dfb2b6a-77c,SCH1,b211f26c,969,4615720f,125.0,C
