pupilonrolltableid,NativeId,termlyexclusionsonrolltableid,termlyexclusionsonrollorderseqcolumn,sourceid,startdate,sessions,reason1,reason2,reason3,category,senprovision
55233602-2fa,SCH1,dc921c6e,3189,d3a73bac,2024-Nov-23 00:00:00,10.0,DM,,,PERM,
55233602-2fa,SCH1,edc55b65,3190,d3a73bac,2024-Sep-15 00:00:00,10.0,SM,,,FIXD,
55233602-2fa,SCH1,eeea9ea8,3191,d3a73bac,2024-Oct-11 00:00:00,10.0,PP,,,PERM,
552fb92a-51c,SCH8,97419e03,3192,7db87b14,2024-Oct-04 00:00:00,10.0,TH,,,FIXD,A
552fb92a-51c,SCH8,cace037f,3193,7db87b14,2024-Nov-15 00:00:00,10.0,BU,,,FIXD,A
552fb92a-51c,SCH8,2be5831e,3194,7db87b14,2024-Dec-05 00:00:00,10.0,PP,,,LNCH,A
552fb92a-51c,SCH8,f9537041,3195,7db87b14,2024-Dec-03 00:00:00,10.0,DM,VP,,PERM,A
553806bd-608,SCH2,fc6d69a7,3196,3e623828,2024-Sep-25 00:00:00,10.0,VP,,,PERM,
553806bd-608,SCH2,d2355db8,3197,3e623828,2024-Nov-28 00:00:00,10.0,DA,,DM,PERM,
553806bd-608,SCH2,5e82b96e,3198,3e623828,2024-Dec-02 00:00:00,10.0,OT,,,PERM,
553806bd-608,SCH2,ec314f5a,3199,3e623828,2024-Nov-08 00:00:00,10.0,VA,,,PERM,
553806bd-608,SCH2,9ff0e908,3200,3e623828,2024-Dec-02 00:00:00,10.0,VA,,,PERM,
553806bd-608,SCH2,772ab45b,3201,3e623828,2024-Oct-25 00:00:00,10.0,VA,BU,,PERM,
553806bd-608,SCH2,2369171c,3202,3e623828,2024-Nov-09 00:00:00,10.0,PP,DA,,PERM,
553806bd-608,SCH2,7fcdca7b,3203,3e623828,2024-Nov-12 00:00:00,10.0,OT,,,PERM,
559011f8-9a7,SCH5,e3a4af23,3204,83bdbe49,2024-Dec-04 00:00:00,10.0,PA,,,LNCH,
559011f8-9a7,SCH5,ecad7a1f,3205,83bdbe49,2024-Dec-04 00:00:00,10.0,PP,,,PERM,
559011f8-9a7,SCH5,6446c294,3206,83bdbe49,2024-Sep-16 00:00:00,10.0,SM,,,PERM,
5595119a-a7e,SCH2,f245a3ab,3207,3dcd855d,2024-Oct-18 00:00:00,10.0,PA,,,FIXD,
55a5c6cb-be1,SCH7,51c4680a,3208,b10fedad,2024-Oct-01 00:00:00,10.0,RA,,,PERM,
55a5c6cb-be1,SCH7,73d49663,3209,b10fedad,2024-Nov-11 00:00:00,10.0,SM,,,FIXD,
55a5c6cb-be1,SCH7,98cc46d2,3210,b10fedad,2024-Oct-17 00:00:00,10.0,PP,,,PERM,
55a5c6cb-be1,SCH7,626ae2b4,3211,b10fedad,2024-Oct-23 00:00:00,10.0,DM,,,FIXD,
55a5c6cb-be1,SCH7,10c9a4e0,3212,b10fedad,2024-Oct-20 00:00:00,10.0,DB,,,PERM,
55a5c6cb-be1,SCH7,53f2935c,3213,b10fedad,2024-Oct-05 00:00:00,10.0,VP,,,FIXD,
55cf7cbc-151,SCH3,24088e33,3214,a4c8c3f0,2024-Sep-29 00:00:00,10.0,VA,,,PERM,S
55cf7cbc-151,SCH3,a5c88756,3215,a4c8c3f0,2024-Sep-02 00:00:00,10.0,DM,,,FIXD,S
55cf7cbc-151,SCH3,dd2fbb3d,3216,a4c8c3f0,2024-Oct-07 00:00:00,10.0,SM,,,LNCH,S
55cf7cbc-151,SCH3,657361fe,3217,a4c8c3f0,2024-Sep-28 00:00:00,10.0,SM,,,PERM,S
55cf7cbc-151,SCH3,f7df1bb4,3218,a4c8c3f0,2024-Sep-05 00:00:00,10.0,VP,,,PERM,S
55cf7cbc-151,SCH3,7d9b2ec7,3219,a4c8c3f0,2024-Sep-13 00:00:00,10.0,PP,,,FIXD,S
55cf7cbc-151,SCH3,d9ba3095,3220,a4c8c3f0,2024-Nov-21 00:00:00,10.0,DA,,,PERM,S
55dc860f-52c,SCH1,a43b345c,3221,7b13d1d4,2024-Dec-06 00:00:00,10.0,SM,,,FIXD,
55dc860f-52c,SCH1,b7f3fe2a,3222,7b13d1d4,2024-Oct-29 00:00:00,10.0,VP,,,PERM,
55dc860f-52c,SCH1,ede3058f,3223,7b13d1d4,2024-Sep-23 00:00:00,10.0,VA,RA,,FIXD,
55dc860f-52c,SCH1,45afaf28,3224,7b13d1d4,2024-Nov-03 00:00:00,10.0,PP,SM,,PERM,
55dc860f-52c,SCH1,496e4f01,3225,7b13d1d4,2024-Dec-13 00:00:00,10.0,OT,PA,,PERM,
55dc860f-52c,SCH1,f8e10488,3226,7b13d1d4,2024-Sep-01 00:00:00,10.0,PA,SM,,PERM,
560cde4b-403,SCH1,26a70b0d,3227,c65d41cb,2024-Dec-18 00:00:00,10.0,BU,,,LNCH,A
560cde4b-403,SCH1,6405597f,3228,c65d41cb,2024-Dec-14 00:00:00,10.0,DM,,,PERM,A
560cde4b-403,SCH1,743a9456,3229,c65d41cb,2024-Sep-29 00:00:00,10.0,PP,TH,VP,LNCH,A
56156d0a-b20,SCH2,8d3d6f11,3230,6ae2a59b,2024-Sep-17 00:00:00,10.0,PA,BU,,LNCH,
56156d0a-b20,SCH2,2fc492df,3231,6ae2a59b,2024-Nov-06 00:00:00,10.0,PP,PP,,PERM,
56156d0a-b20,SCH2,b97e3470,3232,6ae2a59b,2024-Oct-15 00:00:00,10.0,TH,,,FIXD,
56156d0a-b20,SCH2,6142aeaa,3233,6ae2a59b,2024-Dec-10 00:00:00,10.0,TH,,,FIXD,
56156d0a-b20,SCH2,311d80f4,3234,6ae2a59b,2024-Sep-05 00:00:00,10.0,RA,,,PERM,
56156d0a-b20,SCH2,3d505d7f,3235,6ae2a59b,2024-Dec-16 00:00:00,10.0,PP,DA,,FIXD,
56156d0a-b20,SCH2,ca25c30c,3236,6ae2a59b,2024-Nov-19 00:00:00,10.0,BU,,,PERM,
56438b8b-058,SCH4,484647b5,3237,08e23bae,2024-Oct-29 00:00:00,10.0,TH,DA,,PERM,
56438b8b-058,SCH4,6a707e50,3238,08e23bae,2024-Nov-23 00:00:00,10.0,OT,,,PERM,
56438b8b-058,SCH4,90b266af,3239,08e23bae,2024-Dec-16 00:00:00,10.0,SM,PP,PP,PERM,
56438b8b-058,SCH4,9e44fc22,3240,08e23bae,2024-Nov-02 00:00:00,10.0,VA,BU,,FIXD,
56438b8b-058,SCH4,6b791056,3241,08e23bae,2024-Nov-03 00:00:00,10.0,DM,,,PERM,
56438b8b-058,SCH4,6ea836b0,3242,08e23bae,2024-Nov-12 00:00:00,10.0,BU,,,FIXD,
56438b8b-058,SCH4,9efe5ae4,3243,08e23bae,2024-Oct-27 00:00:00,10.0,VA,,,FIXD,
56438b8b-058,SCH4,70ce7388,3244,08e23bae,2024-Oct-21 00:00:00,10.0,SM,,,FIXD,
56d630cd-6c5,SCH2,4c265805,3245,ccd579f8,2024-Nov-19 00:00:00,10.0,DA,,,LNCH,
56d630cd-6c5,SCH2,b09738aa,3246,ccd579f8,2024-Oct-10 00:00:00,10.0,PP,,,PERM,
56d630cd-6c5,SCH2,475cc57b,3247,ccd579f8,2024-Dec-14 00:00:00,10.0,BU,,,FIXD,
5717b7e6-105,SCH1,50bbbe6b,3248,ef1af242,2024-Nov-30 00:00:00,10.0,VA,,,PERM,
5744ee88-e31,SCH2,574ab169,3249,7a3b9345,2024-Sep-30 00:00:00,10.0,SM,,,LNCH,N
5744ee88-e31,SCH2,761ac674,3250,7a3b9345,2024-Nov-03 00:00:00,10.0,PA,,,PERM,N
5744ee88-e31,SCH2,e5c4abe7,3251,7a3b9345,2024-Sep-29 00:00:00,10.0,DA,,,LNCH,N
5744ee88-e31,SCH2,fa318811,3252,7a3b9345,2024-Oct-09 00:00:00,10.0,RA,,,FIXD,N
5744ee88-e31,SCH2,b3b5cf4a,3253,7a3b9345,2024-Oct-24 00:00:00,10.0,SM,SM,,PERM,N
5744ee88-e31,SCH2,ad283b13,3254,7a3b9345,2024-Sep-05 00:00:00,10.0,VA,,,FIXD,N
5744ee88-e31,SCH2,62894bce,3255,7a3b9345,2024-Oct-14 00:00:00,10.0,VP,,,PERM,N
5752a82f-f1e,SCH4,4991a4ff,3256,73620dfd,2024-Dec-08 00:00:00,10.0,VA,,,PERM,A
5752a82f-f1e,SCH4,0a975833,3257,73620dfd,2024-Nov-10 00:00:00,10.0,PP,,,PERM,A
5752a82f-f1e,SCH4,a955a501,3258,73620dfd,2024-Dec-13 00:00:00,10.0,RA,,,PERM,A
5752a82f-f1e,SCH4,0f7ca468,3259,73620dfd,2024-Sep-07 00:00:00,10.0,DB,DM,,LNCH,A
575ea50d-266,SCH2,42e171c2,3260,2b9628c7,2024-Dec-05 00:00:00,10.0,BU,OT,,FIXD,S
57b41c74-bfd,SCH5,7b8f73ec,3261,b9e74f9a,2024-Nov-15 00:00:00,10.0,SM,,,PERM,
57b41c74-bfd,SCH5,cedc5946,3262,b9e74f9a,2024-Dec-14 00:00:00,10.0,TH,,,PERM,
57f8fbde-e6f,SCH2,1ef84a72,3263,c0600768,2024-Oct-24 00:00:00,10.0,SM,TH,,FIXD,N
57f8fbde-e6f,SCH2,615e336a,3264,c0600768,2024-Nov-11 00:00:00,10.0,VP,,,PERM,N
5801a462-268,SCH2,7f75241b,3265,6b63810e,2024-Oct-01 00:00:00,10.0,PA,VP,,FIXD,
5843a753-9b5,SCH3,f5da7f56,3266,cd05c307,2024-Sep-19 00:00:00,10.0,BU,,,PERM,
5843a753-9b5,SCH3,f3cbad60,3267,cd05c307,2024-Sep-10 00:00:00,10.0,SM,,,PERM,
5843a753-9b5,SCH3,777b478a,3268,cd05c307,2024-Dec-02 00:00:00,10.0,VA,,,FIXD,
5843a753-9b5,SCH3,a8acd3c7,3269,cd05c307,2024-Oct-15 00:00:00,10.0,DB,,,LNCH,
5843a753-9b5,SCH3,c9e70403,3270,cd05c307,2024-Dec-16 00:00:00,10.0,PP,,,PERM,
5843a753-9b5,SCH3,7653b48a,3271,cd05c307,2024-Dec-01 00:00:00,10.0,BU,,,FIXD,
5843a753-9b5,SCH3,e0751553,3272,cd05c307,2024-Dec-13 00:00:00,10.0,TH,VP,,PERM,
5843a753-9b5,SCH3,36591fbf,3273,cd05c307,2024-Sep-09 00:00:00,10.0,PP,,,PERM,
5843a753-9b5,SCH3,2f397340,3274,cd05c307,2024-Dec-03 00:00:00,10.0,PA,,,LNCH,
5860219c-c60,SCH4,f73152b5,3275,35796d52,2024-Dec-10 00:00:00,10.0,VP,,,PERM,S
5860219c-c60,SCH4,603a975a,3276,35796d52,2024-Sep-08 00:00:00,10.0,DM,BU,,LNCH,S
5860219c-c60,SCH4,9820594d,3277,35796d52,2024-Oct-21 00:00:00,10.0,PA,,,FIXD,S
5860219c-c60,SCH4,be4cf809,3278,35796d52,2024-Oct-24 00:00:00,10.0,PP,DB,,FIXD,S
5860219c-c60,SCH4,bd1db6e3,3279,35796d52,2024-Sep-04 00:00:00,10.0,RA,,,LNCH,S
5860219c-c60,SCH4,0ee6e9e0,3280,35796d52,2024-Oct-17 00:00:00,10.0,BU,,,LNCH,S
5879b9a5-34f,SCH8,3cd2ad5f,3281,0f7ffc13,2024-Nov-26 00:00:00,10.0,DM,,,FIXD,
5879b9a5-34f,SCH8,4ac11989,3282,0f7ffc13,2024-Nov-25 00:00:00,10.0,DM,,,FIXD,
5879b9a5-34f,SCH8,b742cc9c,3283,0f7ffc13,2024-Oct-19 00:00:00,10.0,DA,,,FIXD,
5879b9a5-34f,SCH8,3a0aacac,3284,0f7ffc13,2024-Sep-11 00:00:00,10.0,OT,VA,,FIXD,
5879b9a5-34f,SCH8,6cccc4f4,3285,0f7ffc13,2024-Dec-12 00:00:00,10.0,DM,,,FIXD,
5879b9a5-34f,SCH8,16552b7f,3286,0f7ffc13,2024-Nov-18 00:00:00,10.0,VA,,,FIXD,
58836aaf-7e4,SCH2,a11c5557,3287,cc24608c,2024-Oct-24 00:00:00,10.0,PA,,,PERM,K
58836aaf-7e4,SCH2,4926e9a5,3288,cc24608c,2024-Nov-03 00:00:00,10.0,DM,,,FIXD,K
58836aaf-7e4,SCH2,61d3b772,3289,cc24608c,2024-Dec-17 00:00:00,10.0,VA,TH,,PERM,K
58836aaf-7e4,SCH2,2614e35f,3290,cc24608c,2024-Nov-01 00:00:00,10.0,VA,,,PERM,K
58836aaf-7e4,SCH2,c05c1908,3291,cc24608c,2024-Nov-05 00:00:00,10.0,RA,,,FIXD,K
58d23d6e-294,SCH5,5d0e5a52,3292,c7f567e7,2024-Dec-16 00:00:00,10.0,VA,,,LNCH,
58d23d6e-294,SCH5,913a20b0,3293,c7f567e7,2024-Oct-12 00:00:00,10.0,DB,,,FIXD,
58d23d6e-294,SCH5,3101c2f3,3294,c7f567e7,2024-Nov-02 00:00:00,10.0,DA,SM,,FIXD,
58d23d6e-294,SCH5,aa15d045,3295,c7f567e7,2024-Nov-13 00:00:00,10.0,PP,BU,,PERM,
58d23d6e-294,SCH5,1696eeda,3296,c7f567e7,2024-Sep-17 00:00:00,10.0,PA,,,FIXD,
58eec787-c88,SCH4,6d7ca663,3297,f0ab1ff1,2024-Dec-14 00:00:00,10.0,VA,,,LNCH,P
58eec787-c88,SCH4,7b4a4e6d,3298,f0ab1ff1,2024-Nov-13 00:00:00,10.0,RA,,,FIXD,P
58eec787-c88,SCH4,d000c995,3299,f0ab1ff1,2024-Nov-14 00:00:00,10.0,RA,,,PERM,P
59045228-503,SCH5,ac68b805,3300,a18ef906,2024-Dec-16 00:00:00,10.0,DA,,,PERM,K
59045228-503,SCH5,5daa76c6,3301,a18ef906,2024-Dec-15 00:00:00,10.0,DB,,,LNCH,K
59099fff-a6a,SCH7,bd610424,3302,95ee5425,2024-Nov-20 00:00:00,10.0,PP,,,FIXD,
59099fff-a6a,SCH7,11e3e451,3303,95ee5425,2024-Dec-16 00:00:00,10.0,VA,,,LNCH,
59099fff-a6a,SCH7,a3c44fc7,3304,95ee5425,2024-Sep-12 00:00:00,10.0,TH,,,PERM,
59099fff-a6a,SCH7,b553d462,3305,95ee5425,2024-Sep-20 00:00:00,10.0,DA,RA,,FIXD,
59099fff-a6a,SCH7,6442a3a2,3306,95ee5425,2024-Dec-11 00:00:00,10.0,TH,,,LNCH,
59099fff-a6a,SCH7,26c0971a,3307,95ee5425,2024-Nov-24 00:00:00,10.0,RA,,,PERM,
59099fff-a6a,SCH7,3aed8803,3308,95ee5425,2024-Sep-26 00:00:00,10.0,RA,,,LNCH,
59099fff-a6a,SCH7,c28dda84,3309,95ee5425,2024-Nov-23 00:00:00,10.0,VA,,,FIXD,
59099fff-a6a,SCH7,8aad7a35,3310,95ee5425,2024-Nov-30 00:00:00,10.0,DA,,,FIXD,
59224572-fdb,SCH2,252b0c6f,3311,94b6b8cc,2024-Nov-26 00:00:00,10.0,OT,,,FIXD,A
59224572-fdb,SCH2,d0901a2e,3312,94b6b8cc,2024-Sep-13 00:00:00,10.0,VA,,VP,FIXD,A
59224572-fdb,SCH2,3369b1ee,3313,94b6b8cc,2024-Dec-17 00:00:00,10.0,PP,,,FIXD,A
59224572-fdb,SCH2,c6d06ac7,3314,94b6b8cc,2024-Sep-15 00:00:00,10.0,SM,,,PERM,A
59224572-fdb,SCH2,0cfae63b,3315,94b6b8cc,2024-Nov-23 00:00:00,10.0,VA,SM,SM,PERM,A
59224572-fdb,SCH2,bb3240d6,3316,94b6b8cc,2024-Sep-11 00:00:00,10.0,PP,,,PERM,A
59224572-fdb,SCH2,504d8b5a,3317,94b6b8cc,2024-Nov-29 00:00:00,10.0,PA,,,FIXD,A
59224572-fdb,SCH2,a9e2b3df,3318,94b6b8cc,2024-Dec-17 00:00:00,10.0,PA,VP,,PERM,A
59224572-fdb,SCH2,b543ea8c,3319,94b6b8cc,2024-Nov-19 00:00:00,10.0,PA,,,PERM,A
592c7b63-67a,SCH7,5cb2242f,3320,853999c0,2024-Oct-07 00:00:00,10.0,SM,PP,,PERM,
592c7b63-67a,SCH7,871c8e8d,3321,853999c0,2024-Dec-19 00:00:00,10.0,OT,,,FIXD,
5933afe5-56a,SCH8,d807b25e,3322,506f992f,2024-Sep-29 00:00:00,10.0,VP,OT,,FIXD,
5933afe5-56a,SCH8,6cfa2cc6,3323,506f992f,2024-Oct-18 00:00:00,10.0,VA,DA,,PERM,
5933afe5-56a,SCH8,42befc8d,3324,506f992f,2024-Sep-12 00:00:00,10.0,SM,,,LNCH,
5933afe5-56a,SCH8,44caac2f,3325,506f992f,2024-Oct-12 00:00:00,10.0,RA,,,PERM,
5933afe5-56a,SCH8,d1d13ba6,3326,506f992f,2024-Sep-06 00:00:00,10.0,SM,VA,,FIXD,
5933afe5-56a,SCH8,24839880,3327,506f992f,2024-Oct-03 00:00:00,10.0,RA,RA,VP,PERM,
5933afe5-56a,SCH8,1fcf81ea,3328,506f992f,2024-Sep-09 00:00:00,10.0,SM,,,PERM,
593ef263-898,SCH6,d52bd147,3329,80fa727e,2024-Nov-13 00:00:00,10.0,VA,,,PERM,
593ef263-898,SCH6,9ffdaa09,3330,80fa727e,2024-Nov-02 00:00:00,10.0,VP,PP,,PERM,
593ef263-898,SCH6,3daa3282,3331,80fa727e,2024-Oct-13 00:00:00,10.0,BU,,,LNCH,
593ef263-898,SCH6,af97869f,3332,80fa727e,2024-Nov-14 00:00:00,10.0,BU,,,LNCH,
593ef263-898,SCH6,5a51d12a,3333,80fa727e,2024-Nov-10 00:00:00,10.0,DA,,,LNCH,
593ef263-898,SCH6,f91b2952,3334,80fa727e,2024-Nov-26 00:00:00,10.0,DB,,,LNCH,
59523243-971,SCH2,a3deb4dc,3335,e15adbd3,2024-Dec-13 00:00:00,10.0,RA,,,FIXD,E
59523243-971,SCH2,27819a1a,3336,e15adbd3,2024-Dec-09 00:00:00,10.0,VP,,,FIXD,E
59523243-971,SCH2,5785c7e8,3337,e15adbd3,2024-Oct-15 00:00:00,10.0,PP,,,FIXD,E
5962b2e1-b92,SCH8,4c0057c5,3338,eca0f079,2024-Oct-18 00:00:00,10.0,VP,,,PERM,
5977f8ae-f2b,SCH1,33362e28,3339,80aff7a1,2024-Sep-14 00:00:00,10.0,PA,,,FIXD,E
5977f8ae-f2b,SCH1,1b19423c,3340,80aff7a1,2024-Nov-06 00:00:00,10.0,OT,,,FIXD,E
598e48fa-20d,SCH7,cc43460d,3341,49e3a571,2024-Sep-27 00:00:00,10.0,DA,,,LNCH,K
598e48fa-20d,SCH7,7945cd83,3342,49e3a571,2024-Oct-21 00:00:00,10.0,SM,,,PERM,K
598e48fa-20d,SCH7,faa2bfae,3343,49e3a571,2024-Sep-14 00:00:00,10.0,PP,TH,,LNCH,K
598e48fa-20d,SCH7,7823eaaa,3344,49e3a571,2024-Dec-19 00:00:00,10.0,PA,BU,,PERM,K
598e48fa-20d,SCH7,87e2e6dc,3345,49e3a571,2024-Dec-04 00:00:00,10.0,DA,,,FIXD,K
598e48fa-20d,SCH7,46258a0c,3346,49e3a571,2024-Dec-12 00:00:00,10.0,VP,,,FIXD,K
599b0699-6d2,SCH3,1ee1d6ea,3347,047579d1,2024-Sep-13 00:00:00,10.0,TH,,,LNCH,
599b0699-6d2,SCH3,dbcb02fd,3348,047579d1,2024-Oct-14 00:00:00,10.0,RA,,,FIXD,
599b0699-6d2,SCH3,e80d77f3,3349,047579d1,2024-Nov-22 00:00:00,10.0,VP,PP,,FIXD,
599b0699-6d2,SCH3,b17b3ed7,3350,047579d1,2024-Oct-25 00:00:00,10.0,BU,,PA,PERM,
599b0699-6d2,SCH3,1bb7e52e,3351,047579d1,2024-Oct-01 00:00:00,10.0,SM,PA,,PERM,
599b0699-6d2,SCH3,9d8ec7a5,3352,047579d1,2024-Dec-17 00:00:00,10.0,PP,PA,,PERM,
599b0699-6d2,SCH3,8a9a983a,3353,047579d1,2024-Oct-25 00:00:00,10.0,RA,TH,,PERM,
599b0699-6d2,SCH3,a55c7663,3354,047579d1,2024-Nov-27 00:00:00,10.0,VP,,,PERM,
599b0699-6d2,SCH3,9bd924d1,3355,047579d1,2024-Dec-06 00:00:00,10.0,VA,PP,,FIXD,
599b0699-6d2,SCH3,dfb6275c,3356,047579d1,2024-Nov-11 00:00:00,10.0,SM,VP,,FIXD,
59a576da-3a8,SCH5,59f15f9e,3357,41a7a5ac,2024-Oct-26 00:00:00,10.0,PA,DA,,FIXD,N
59a576da-3a8,SCH5,a40ead1e,3358,41a7a5ac,2024-Nov-19 00:00:00,10.0,VA,TH,,LNCH,N
59a576da-3a8,SCH5,8608da64,3359,41a7a5ac,2024-Oct-18 00:00:00,10.0,VP,,,PERM,N
59a576da-3a8,SCH5,b6209a39,3360,41a7a5ac,2024-Nov-07 00:00:00,10.0,VP,,,FIXD,N
59a576da-3a8,SCH5,5a6f0006,3361,41a7a5ac,2024-Sep-16 00:00:00,10.0,VP,,,PERM,N
59a576da-3a8,SCH5,ec07ead2,3362,41a7a5ac,2024-Dec-02 00:00:00,10.0,DB,,,PERM,N
59c36b55-0cc,SCH5,e67aa635,3363,7d4950e1,2024-Nov-28 00:00:00,10.0,PP,,,FIXD,E
59c36b55-0cc,SCH5,f33ebd24,3364,7d4950e1,2024-Sep-25 00:00:00,10.0,DB,,,PERM,E
59c36b55-0cc,SCH5,3a65a307,3365,7d4950e1,2024-Nov-08 00:00:00,10.0,BU,,,PERM,E
59c36b55-0cc,SCH5,29536f9a,3366,7d4950e1,2024-Nov-04 00:00:00,10.0,PP,,,PERM,E
59c72c0d-9eb,SCH2,b5c2641a,3367,14139c4f,2024-Oct-31 00:00:00,10.0,SM,,,PERM,
59c72c0d-9eb,SCH2,ae0dfec7,3368,14139c4f,2024-Nov-10 00:00:00,10.0,VP,VA,,PERM,
59c72c0d-9eb,SCH2,14d268a3,3369,14139c4f,2024-Dec-19 00:00:00,10.0,DB,DM,,PERM,
59c72c0d-9eb,SCH2,fcfe5309,3370,14139c4f,2024-Nov-25 00:00:00,10.0,RA,,,LNCH,
5a1548fb-a7c,SCH2,8bf10b06,3371,0b83c49c,2024-Nov-10 00:00:00,10.0,DB,,,LNCH,
5a1548fb-a7c,SCH2,850c2b5d,3372,0b83c49c,2024-Sep-11 00:00:00,10.0,PA,,,FIXD,
5a1548fb-a7c,SCH2,9dbaa59a,3373,0b83c49c,2024-Nov-11 00:00:00,10.0,DB,DM,,LNCH,
5a1548fb-a7c,SCH2,dee31651,3374,0b83c49c,2024-Sep-30 00:00:00,10.0,SM,SM,,LNCH,
5a1548fb-a7c,SCH2,4cd1a007,3375,0b83c49c,2024-Oct-10 00:00:00,10.0,VP,SM,,FIXD,
5a1548fb-a7c,SCH2,5b34b170,3376,0b83c49c,2024-Oct-25 00:00:00,10.0,TH,,,LNCH,
5a1548fb-a7c,SCH2,12bd8f2e,3377,0b83c49c,2024-Nov-18 00:00:00,10.0,DA,,,PERM,
5a1548fb-a7c,SCH2,953eb280,3378,0b83c49c,2024-Sep-16 00:00:00,10.0,SM,,,FIXD,
5a52c0f7-96f,SCH7,8c4fe6e0,3379,efa93fa4,2024-Nov-13 00:00:00,10.0,OT,,,FIXD,
5a52c0f7-96f,SCH7,2774848a,3380,efa93fa4,2024-Sep-08 00:00:00,10.0,RA,,,FIXD,
5a52c0f7-96f,SCH7,e5640ad1,3381,efa93fa4,2024-Oct-09 00:00:00,10.0,RA,PP,,PERM,
5a52c0f7-96f,SCH7,e28de5d8,3382,efa93fa4,2024-Nov-16 00:00:00,10.0,RA,,,FIXD,
5a52c0f7-96f,SCH7,2cde9706,3383,efa93fa4,2024-Dec-07 00:00:00,10.0,PP,DM,,LNCH,
5a52c0f7-96f,SCH7,6b68cce1,3384,efa93fa4,2024-Oct-20 00:00:00,10.0,VA,,,PERM,
5a52c0f7-96f,SCH7,7ac63b74,3385,efa93fa4,2024-Sep-23 00:00:00,10.0,VA,,,FIXD,
5a64e6d8-ad4,SCH4,92a2a05e,3386,dc2e9616,2024-Nov-24 00:00:00,10.0,DM,,,FIXD,E
5a64e6d8-ad4,SCH4,f7e392db,3387,dc2e9616,2024-Oct-12 00:00:00,10.0,RA,,,PERM,E
5a64e6d8-ad4,SCH4,33bbd188,3388,dc2e9616,2024-Sep-17 00:00:00,10.0,OT,,,LNCH,E
5a64e6d8-ad4,SCH4,bed3947a,3389,dc2e9616,2024-Oct-03 00:00:00,10.0,VA,,,LNCH,E
5a64e6d8-ad4,SCH4,ecb18cee,3390,dc2e9616,2024-Sep-28 00:00:00,10.0,DM,,,FIXD,E
5a64e6d8-ad4,SCH4,63df1f94,3391,dc2e9616,2024-Oct-28 00:00:00,10.0,PP,,,PERM,E
5aedf39c-ddd,SCH8,4c3bb984,3392,d86ebeaa,2024-Nov-29 00:00:00,10.0,VA,BU,,PERM,
5aedf39c-ddd,SCH8,3a5b164e,3393,d86ebeaa,2024-Nov-15 00:00:00,10.0,PA,VP,,FIXD,
5b06190a-e32,SCH1,f245fd4f,3394,4eead81c,2024-Nov-13 00:00:00,10.0,PP,,,PERM,E
5b06190a-e32,SCH1,69bb8bcb,3395,4eead81c,2024-Nov-25 00:00:00,10.0,PP,,,PERM,E
5b06190a-e32,SCH1,454b76d0,3396,4eead81c,2024-Nov-09 00:00:00,10.0,SM,,,PERM,E
5b06190a-e32,SCH1,0bea452c,3397,4eead81c,2024-Dec-12 00:00:00,10.0,DM,,,FIXD,E
5b06190a-e32,SCH1,0f79595a,3398,4eead81c,2024-Oct-21 00:00:00,10.0,VA,PP,,FIXD,E
5b06190a-e32,SCH1,ce88dd5e,3399,4eead81c,2024-Dec-03 00:00:00,10.0,DM,RA,VP,PERM,E
5b06190a-e32,SCH1,fbc03295,3400,4eead81c,2024-Oct-24 00:00:00,10.0,PA,,DA,FIXD,E
5b06190a-e32,SCH1,5d054718,3401,4eead81c,2024-Oct-04 00:00:00,10.0,DA,,,PERM,E
5b260e7b-807,SCH8,e4439be8,3402,b3df5186,2024-Sep-05 00:00:00,10.0,SM,,,FIXD,K
5b260e7b-807,SCH8,dbcc1559,3403,b3df5186,2024-Dec-03 00:00:00,10.0,DA,,,FIXD,K
5b260e7b-807,SCH8,a1967b02,3404,b3df5186,2024-Dec-02 00:00:00,10.0,DA,,,PERM,K
5b260e7b-807,SCH8,286d708c,3405,b3df5186,2024-Oct-12 00:00:00,10.0,VA,RA,,PERM,K
5b6a7a6b-0cc,SCH6,c35d0153,3406,f5e08eba,2024-Sep-28 00:00:00,10.0,DB,,,FIXD,E
5b6a7a6b-0cc,SCH6,3fbaecb7,3407,f5e08eba,2024-Nov-17 00:00:00,10.0,SM,,,FIXD,E
5b6f014b-7a0,SCH8,260ca4e8,3408,f03adb0a,2024-Oct-04 00:00:00,10.0,VP,,,FIXD,N
5b6f014b-7a0,SCH8,1a06caae,3409,f03adb0a,2024-Nov-21 00:00:00,10.0,TH,,,PERM,N
5b6f014b-7a0,SCH8,6b791d62,3410,f03adb0a,2024-Nov-30 00:00:00,10.0,RA,,,PERM,N
5b6f014b-7a0,SCH8,72280970,3411,f03adb0a,2024-Sep-06 00:00:00,10.0,BU,,,FIXD,N
5b6f014b-7a0,SCH8,15fd7f22,3412,f03adb0a,2024-Sep-30 00:00:00,10.0,SM,,,LNCH,N
5b6f014b-7a0,SCH8,29fbcbfe,3413,f03adb0a,2024-Oct-24 00:00:00,10.0,VA,,,FIXD,N
5b937efc-b33,SCH6,89df7489,3414,8dcf2a42,2024-Nov-08 00:00:00,10.0,RA,,,PERM,
5b937efc-b33,SCH6,66f5ef15,3415,8dcf2a42,2024-Oct-07 00:00:00,10.0,VA,SM,,PERM,
5b937efc-b33,SCH6,12cf314b,3416,8dcf2a42,2024-Nov-01 00:00:00,10.0,RA,,TH,PERM,
