pupilnolongeronrolltableid,NativeId,termlysessiondetailsoffrolltableid,termlysessiondetailsoffrollorderseqcolumn,sourceid,sessions,attendancereason
254d2b56-b05,SCH5,522bf82e,488,082bbf4d,132.0,Y
255b3b5e-abb,SCH6,e71b28d4,491,ce30ffe8,136.0,E
255b3b5e-abb,SCH6,ccde02f9,492,ce30ffe8,130.0,H
255b3b5e-abb,SCH6,cdcc208a,495,ce30ffe8,134.0,O
25bb54f7-a2f,SCH2,8b96aa0f,499,de5fc4be,135.0,H
25bb54f7-a2f,SCH2,7ed1fe3c,497,de5fc4be,122.0,N
25bb54f7-a2f,SCH2,a4b9fdbf,496,de5fc4be,144.0,Y
26c7336d-7c3,SCH8,1a26b7a6,505,c20e65a0,135.0,E
26c7336d-7c3,SCH8,4d337ffe,500,c20e65a0,125.0,G
26c7336d-7c3,SCH8,8a912e0a,503,c20e65a0,135.0,H
26c7336d-7c3,SCH8,369f3915,501,c20e65a0,136.0,M
26c7336d-7c3,SCH8,4d315e62,508,c20e65a0,126.0,O
26c7336d-7c3,SCH8,3d59c019,507,c20e65a0,127.0,R
26c7336d-7c3,SCH8,82f692c3,506,c20e65a0,125.0,T
2737513d-03c,SCH8,ff87060e,511,af60bdca,131.0,E
2737513d-03c,SCH8,addec1ff,510,af60bdca,135.0,G
27518a67-74d,SCH4,dcb8c480,512,0b8ecea2,117.0,G
275aafcd-bfa,SCH5,402a9a68,515,1a16e697,124.0,C
275aafcd-bfa,SCH5,cf07d1d7,519,1a16e697,131.0,H
275aafcd-bfa,SCH5,f8d86f57,513,1a16e697,135.0,I
275aafcd-bfa,SCH5,97b92cb2,514,1a16e697,140.0,M
275aafcd-bfa,SCH5,2bbbe071,522,1a16e697,123.0,N
275aafcd-bfa,SCH5,a2825205,516,1a16e697,133.0,T
283fb12f-a07,SCH5,c28d7555,526,a00a0477,125.0,E
283fb12f-a07,SCH5,4684e725,523,a00a0477,127.0,G
283fb12f-a07,SCH5,357af986,525,a00a0477,130.0,O
283fb12f-a07,SCH5,3a8d6ba6,527,a00a0477,130.0,T
283fb12f-a07,SCH5,f14e8788,524,a00a0477,130.0,Y
28b9c2fc-f1e,SCH8,9816ea65,531,a9cd60f6,129.0,G
28b9c2fc-f1e,SCH8,87099d0a,529,a9cd60f6,138.0,I
28b9c2fc-f1e,SCH8,7cea398f,533,a9cd60f6,135.0,M
292143f6-7e3,SCH3,b914bc6b,540,11f810e8,137.0,C
292143f6-7e3,SCH3,84028c2f,537,11f810e8,136.0,E
292143f6-7e3,SCH3,c60e73df,539,11f810e8,129.0,I
292143f6-7e3,SCH3,56c05e57,535,11f810e8,,N
292143f6-7e3,SCH3,d083c1f7,534,11f810e8,128.0,R
292143f6-7e3,SCH3,9ddb5220,541,11f810e8,125.0,Y
2921e858-338,SCH6,8dc79878,542,0de69321,126.0,E
2921e858-338,SCH6,629aa453,546,0de69321,136.0,G
2921e858-338,SCH6,765aa380,543,0de69321,121.0,H
2921e858-338,SCH6,cafa55ad,547,0de69321,126.0,M
2921e858-338,SCH6,3028157f,544,0de69321,125.0,S
2921e858-338,SCH6,f399e01d,545,0de69321,127.0,T
2921e858-338,SCH6,242d3ec9,550,0de69321,128.0,Y
29a2b1e6-9e7,SCH7,b3fe764b,555,fdae8a23,129.0,C
29a2b1e6-9e7,SCH7,43b38263,557,fdae8a23,131.0,E
29a2b1e6-9e7,SCH7,6bbc3a4b,554,fdae8a23,131.0,G
29a2b1e6-9e7,SCH7,6c3ea4f6,556,fdae8a23,135.0,I
29a2b1e6-9e7,SCH7,ceda7b3e,553,fdae8a23,127.0,S
29a2b1e6-9e7,SCH7,3a097239,552,fdae8a23,130.0,U
2a1ba4b9-987,SCH4,52704a99,565,96456561,132.0,C
2a1ba4b9-987,SCH4,a1f91064,563,96456561,126.0,G
2a1ba4b9-987,SCH4,dc0a78b6,560,96456561,126.0,H
2a1ba4b9-987,SCH4,86fc9c56,568,96456561,141.0,I
2a1ba4b9-987,SCH4,0373b708,561,96456561,132.0,M
2a1ba4b9-987,SCH4,cff879f5,564,96456561,129.0,N
2a1ba4b9-987,SCH4,f7cf7aa0,567,96456561,133.0,R
2a1ba4b9-987,SCH8,22cd8bab,570,5d8ea638,,E
2a1ba4b9-987,SCH8,71f44f4f,569,5d8ea638,122.0,I
2a1ba4b9-987,SCH8,01e9ae83,574,5d8ea638,125.0,X
2aa1fb1a-1aa,SCH1,31e64b97,578,abbe333b,142.0,C
2aa1fb1a-1aa,SCH1,70e79e62,580,abbe333b,133.0,E
2aa1fb1a-1aa,SCH1,cb124a32,576,abbe333b,125.0,G
2aa1fb1a-1aa,SCH1,88c1b716,582,abbe333b,131.0,I
2aa1fb1a-1aa,SCH1,97523c88,583,abbe333b,131.0,O
2aa1fb1a-1aa,SCH1,dfed0ecc,577,abbe333b,133.0,R
2aa1fb1a-1aa,SCH1,c2fd0f7e,575,abbe333b,128.0,T
2aa1fb1a-1aa,SCH1,2fc7d4d4,579,abbe333b,134.0,X
2b38b23f-437,SCH2,eb70e4e8,585,92516663,133.0,E
2cfbbd56-cc2,SCH4,4ce52dfa,590,dbda8509,125.0,E
2cfbbd56-cc2,SCH4,170a7f04,588,dbda8509,123.0,H
2cfbbd56-cc2,SCH4,55de5dfb,586,dbda8509,130.0,I
2cfbbd56-cc2,SCH4,381d3856,587,dbda8509,129.0,X
2e6c5a45-118,SCH8,b9ca276e,591,3bd9181f,135.0,I
2e6c5a45-118,SCH8,d6284e4a,593,3bd9181f,129.0,N
2e8d1eca-d8c,SCH2,5257ce1b,596,4353bcb9,127.0,G
2e8d1eca-d8c,SCH2,59988b30,594,4353bcb9,128.0,N
2e8d1eca-d8c,SCH2,89f5d45e,595,4353bcb9,138.0,Y
2ea53ea9-c10,SCH7,7f876431,597,6b7a1fdd,134.0,Y
2ea8a592-56f,SCH4,9cf7733b,598,c8d0a04e,138.0,E
2ea8a592-56f,SCH4,bb2ebb38,601,c8d0a04e,122.0,H
2ea8a592-56f,SCH4,97031b4a,605,c8d0a04e,132.0,I
2ea8a592-56f,SCH4,0d6bb817,602,c8d0a04e,139.0,M
2ea8a592-56f,SCH4,f5a13bac,600,c8d0a04e,127.0,N
2ea8a592-56f,SCH4,fdfd193e,603,c8d0a04e,134.0,S
302c6f2a-c0d,SCH3,d602f256,608,17f53e65,132.0,C
302c6f2a-c0d,SCH3,87b2684c,607,17f53e65,129.0,E
302c6f2a-c0d,SCH3,7a64ce2b,611,17f53e65,134.0,H
302c6f2a-c0d,SCH3,c40dc591,609,17f53e65,130.0,M
302c6f2a-c0d,SCH3,47d503b6,606,17f53e65,130.0,N
302c6f2a-c0d,SCH3,d85eb615,612,17f53e65,138.0,O
309bee05-fe2,SCH3,cdc1f142,615,1837a30d,125.0,M
309bee05-fe2,SCH3,1afa94f4,614,1837a30d,129.0,N
309bee05-fe2,SCH3,64335115,613,1837a30d,136.0,O
30c7e295-8fe,SCH2,748171b8,616,cc0c1f96,129.0,G
30c7e295-8fe,SCH2,e98fa1af,618,cc0c1f96,128.0,M
30c7e295-8fe,SCH2,6cb53e85,617,cc0c1f96,143.0,O
30d61f92-360,SCH8,1684d1f5,622,274d2c3a,137.0,E
30d61f92-360,SCH8,9a5259cb,624,274d2c3a,132.0,G
30d61f92-360,SCH8,61962eeb,627,274d2c3a,124.0,I
30d61f92-360,SCH8,ac541baa,620,274d2c3a,135.0,U
3103aa3d-76e,SCH5,19005fda,629,0b6ca1d8,128.0,E
3103aa3d-76e,SCH5,e66ce152,631,0b6ca1d8,134.0,M
3103aa3d-76e,SCH5,269ef093,630,0b6ca1d8,133.0,T
3103aa3d-76e,SCH5,0e4035df,632,0b6ca1d8,127.0,X
3103aa3d-76e,SCH5,99a1398b,633,0b6ca1d8,140.0,Z
3168e844-e66,SCH3,f6f405c2,636,22dd058a,133.0,E
3168e844-e66,SCH3,96a923bb,634,22dd058a,129.0,H
3168e844-e66,SCH3,4f855b41,635,22dd058a,128.0,T
3168e844-e66,SCH5,7fa875cb,639,6f52014f,128.0,C
3168e844-e66,SCH5,73268be2,641,6f52014f,131.0,E
3168e844-e66,SCH5,55d64741,642,6f52014f,127.0,G
3168e844-e66,SCH5,69e40dc6,637,6f52014f,130.0,M
3168e844-e66,SCH5,7539c917,638,6f52014f,128.0,Z
3168e844-e66,SCH6,89a169d2,651,69f9a817,118.0,G
3168e844-e66,SCH6,adb38531,647,69f9a817,121.0,H
3168e844-e66,SCH6,edae880e,644,69f9a817,132.0,I
3168e844-e66,SCH6,e2d0c385,645,69f9a817,126.0,M
3168e844-e66,SCH6,fc413a03,646,69f9a817,125.0,O
3168e844-e66,SCH6,99903a9d,648,69f9a817,135.0,R
3168e844-e66,SCH6,a4087ba1,650,69f9a817,134.0,S
321a806e-1cb,SCH6,83555dc8,658,a5f8b2b7,130.0,G
321a806e-1cb,SCH6,a7063733,657,a5f8b2b7,123.0,H
321a806e-1cb,SCH6,774883d6,659,a5f8b2b7,136.0,I
321a806e-1cb,SCH6,2c72dd78,654,a5f8b2b7,134.0,M
321a806e-1cb,SCH6,63472e73,652,a5f8b2b7,130.0,O
321a806e-1cb,SCH6,0459947e,653,a5f8b2b7,135.0,S
321a806e-1cb,SCH6,02c509db,656,a5f8b2b7,129.0,X
321a806e-1cb,SCH6,f0d1bf76,655,a5f8b2b7,135.0,Y
32a11c09-401,SCH4,8faa07de,662,4c22b0aa,128.0,C
32a11c09-401,SCH4,0958f4e1,666,4c22b0aa,128.0,G
32a11c09-401,SCH4,207fb50c,668,4c22b0aa,126.0,H
32a11c09-401,SCH4,c485e206,663,4c22b0aa,131.0,I
32a11c09-401,SCH4,70341590,661,4c22b0aa,134.0,M
32a11c09-401,SCH4,ad273935,665,4c22b0aa,126.0,N
32a11c09-401,SCH4,f20de115,667,4c22b0aa,129.0,X
32bb8992-101,SCH6,94105270,670,75a9852e,126.0,I
3343f1d3-a25,SCH3,2780afa4,676,b3236092,126.0,C
3343f1d3-a25,SCH3,18ca4974,675,b3236092,123.0,G
3343f1d3-a25,SCH3,d583e4cc,677,b3236092,131.0,H
3343f1d3-a25,SCH3,e3a07d94,671,b3236092,125.0,M
3343f1d3-a25,SCH3,e95e7682,673,b3236092,134.0,N
3343f1d3-a25,SCH3,75ab0c8c,678,b3236092,128.0,O
3343f1d3-a25,SCH3,e1e91a84,672,b3236092,123.0,R
3343f1d3-a25,SCH3,6b2dbe56,674,b3236092,128.0,Y
33e2f884-2fb,SCH1,d1d90626,682,9d9aa014,130.0,#
33e2f884-2fb,SCH1,265e1e71,684,9d9aa014,134.0,C
33e2f884-2fb,SCH1,8b5ef9af,680,9d9aa014,137.0,E
33e2f884-2fb,SCH1,ff4dadcc,679,9d9aa014,123.0,M
33e2f884-2fb,SCH1,08f1a51a,683,9d9aa014,128.0,R
3517aa52-427,SCH7,596baf93,688,25d7eca1,131.0,E
3517aa52-427,SCH7,dc89719c,685,25d7eca1,121.0,G
3517aa52-427,SCH7,4648690f,686,25d7eca1,126.0,H
35256145-04a,SCH1,debb6a7d,700,5d6a4ca9,122.0,G
35256145-04a,SCH1,5564692c,695,5d6a4ca9,126.0,I
35256145-04a,SCH1,675414c6,694,5d6a4ca9,125.0,N
35256145-04a,SCH1,b091f261,696,5d6a4ca9,130.0,R
35256145-04a,SCH1,9c594905,698,5d6a4ca9,132.0,T
35256145-04a,SCH4,b9bceb93,690,b36debd1,130.0,C
35256145-04a,SCH4,72c6b7ee,691,b36debd1,128.0,H
35256145-04a,SCH4,c31d0da3,689,b36debd1,132.0,S
35256145-04a,SCH4,6aa8117b,693,b36debd1,127.0,T
353c9d23-58d,SCH5,6b6fd411,706,e68da19a,122.0,H
353c9d23-58d,SCH5,d6ec0d84,707,e68da19a,126.0,M
353c9d23-58d,SCH5,63702f4a,704,e68da19a,127.0,N
353c9d23-58d,SCH5,b5abc0aa,703,e68da19a,131.0,T
353c9d23-58d,SCH5,55ff7798,705,e68da19a,135.0,X
36bff8b2-d86,SCH7,f2649c9c,709,2eeaae7f,139.0,N
36d5d59b-4a2,SCH7,2d9cec11,711,f3509c5a,129.0,C
36d5d59b-4a2,SCH7,608cd814,713,f3509c5a,139.0,E
36d5d59b-4a2,SCH7,e3602580,715,f3509c5a,132.0,H
36d5d59b-4a2,SCH7,e1670580,716,f3509c5a,130.0,O
36d5d59b-4a2,SCH7,df58349f,710,f3509c5a,126.0,U
36d5d59b-4a2,SCH7,6b78d853,712,f3509c5a,138.0,Y
389f57dd-df3,SCH8,16923578,723,b6bed790,131.0,C
389f57dd-df3,SCH8,b8deae65,721,b6bed790,127.0,E
389f57dd-df3,SCH8,9eeeba00,725,b6bed790,131.0,H
389f57dd-df3,SCH8,4d7c657b,720,b6bed790,133.0,M
389f57dd-df3,SCH8,2e4bb773,718,b6bed790,130.0,N
389f57dd-df3,SCH8,a6e38d70,726,b6bed790,131.0,O
389f57dd-df3,SCH8,cafdf964,719,b6bed790,,R
389f57dd-df3,SCH8,e4f604be,717,b6bed790,139.0,X
389f57dd-df3,SCH8,55027508,722,b6bed790,132.0,Y
38c56e38-807,SCH5,1152b719,727,bc594b25,135.0,E
38c56e38-807,SCH5,c8080684,731,bc594b25,132.0,H
38c56e38-807,SCH5,5c85db0d,728,bc594b25,126.0,I
38c56e38-807,SCH5,43547920,732,bc594b25,135.0,M
38c56e38-807,SCH5,59e17279,730,bc594b25,128.0,N
38c56e38-807,SCH5,8276740e,729,bc594b25,124.0,O
394b70fa-62e,SCH3,0f848185,733,0505e931,126.0,E
3976467c-958,SCH2,4734b7f9,735,c6b0fe55,129.0,E
3976467c-958,SCH2,584a00cd,734,c6b0fe55,137.0,I
3976467c-958,SCH2,65fab9f3,736,c6b0fe55,,N
3984bc9b-0ff,SCH8,3c9020ad,738,852585fd,134.0,C
3984bc9b-0ff,SCH8,2b60219a,737,852585fd,132.0,E
3984bc9b-0ff,SCH8,a67d9140,739,852585fd,118.0,M
3984bc9b-0ff,SCH8,c73c39ce,743,852585fd,134.0,R
3984bc9b-0ff,SCH8,c2b516f4,742,852585fd,135.0,S
3984bc9b-0ff,SCH8,ba2131f1,740,852585fd,133.0,T
3a654dfd-a82,SCH3,692a4001,744,38fb1e8e,126.0,C
3a654dfd-a82,SCH3,234a0c84,749,38fb1e8e,120.0,H
3a654dfd-a82,SCH3,b7b65459,746,38fb1e8e,137.0,O
3a654dfd-a82,SCH3,f9914d26,747,38fb1e8e,133.0,U
3a9cb687-66c,SCH3,48e7dd49,753,27bb4326,137.0,H
3a9cb687-66c,SCH3,3fd03812,750,27bb4326,126.0,I
3a9cb687-66c,SCH3,ec8ec20f,754,27bb4326,130.0,N
3a9cb687-66c,SCH3,fb1cdab8,751,27bb4326,127.0,S
3ad611c9-c46,SCH2,d36aaa84,755,daa6817e,133.0,C
3ad611c9-c46,SCH2,308cceb3,759,daa6817e,130.0,G
3ad611c9-c46,SCH2,70701120,756,daa6817e,126.0,M
3ad611c9-c46,SCH2,ea7e7104,758,daa6817e,124.0,O
3ad611c9-c46,SCH2,289c88a9,762,daa6817e,120.0,S
3ad611c9-c46,SCH8,9c98981a,765,7edca6de,121.0,C
3ad611c9-c46,SCH8,ccfd990a,767,7edca6de,128.0,E
3ad611c9-c46,SCH8,510ce277,764,7edca6de,133.0,H
3ad611c9-c46,SCH8,a2524315,766,7edca6de,129.0,O
3b1f1d81-87e,SCH3,4d467061,771,0a491ae6,133.0,C
3b1f1d81-87e,SCH3,15b8a7c0,772,0a491ae6,131.0,H
3b1f1d81-87e,SCH3,512264be,773,0a491ae6,130.0,M
3b1f1d81-87e,SCH3,4c9c0aef,774,0a491ae6,136.0,R
3b1f1d81-87e,SCH3,06e93f1f,777,0a491ae6,128.0,S
3b1f1d81-87e,SCH3,ea355c52,775,0a491ae6,125.0,U
3b1f1d81-87e,SCH5,d4127f1a,782,5ed413c0,129.0,G
3b1f1d81-87e,SCH5,47b3980a,783,5ed413c0,143.0,H
3b1f1d81-87e,SCH5,aa1be6c3,785,5ed413c0,123.0,I
3b1f1d81-87e,SCH5,d8d70776,786,5ed413c0,127.0,M
3b1f1d81-87e,SCH5,8591190f,784,5ed413c0,122.0,S
3b1f1d81-87e,SCH5,ce9b59b3,781,5ed413c0,138.0,T
3b8fedc4-0d9,SCH6,cbf120a2,788,c04fd0a3,133.0,G
3b8fedc4-0d9,SCH6,5d141adc,793,c04fd0a3,131.0,I
3b8fedc4-0d9,SCH6,8652d045,790,c04fd0a3,132.0,M
3b8fedc4-0d9,SCH6,9f9e1a9b,792,c04fd0a3,128.0,N
3b8fedc4-0d9,SCH6,d2d31aa3,794,c04fd0a3,129.0,R
3b8fedc4-0d9,SCH6,47089bd4,787,c04fd0a3,128.0,Z
3c795ea5-c3f,SCH2,367d1a50,797,6ab2d140,121.0,C
3c795ea5-c3f,SCH2,242a277f,803,6ab2d140,129.0,E
3c795ea5-c3f,SCH2,4e079920,802,6ab2d140,130.0,H
3c795ea5-c3f,SCH2,a4a95e49,800,6ab2d140,129.0,I
3c795ea5-c3f,SCH2,9f3db636,801,6ab2d140,126.0,N
3c795ea5-c3f,SCH2,394bf200,804,6ab2d140,130.0,R
3c795ea5-c3f,SCH2,2d3b5a63,799,6ab2d140,124.0,S
3cb0e508-15c,SCH4,462c87c5,807,35a610b0,130.0,#
3cb0e508-15c,SCH4,3190b292,811,35a610b0,123.0,G
3cb0e508-15c,SCH4,aeb6af93,809,35a610b0,128.0,M
3cb0e508-15c,SCH4,b3c50a3f,808,35a610b0,128.0,N
3cb0e508-15c,SCH4,befdcf0d,806,35a610b0,140.0,Y
3e1efc7d-d92,SCH3,21e9428d,813,bfa8a7fe,121.0,E
3e1efc7d-d92,SCH3,55e818fc,812,bfa8a7fe,134.0,I
3e1efc7d-d92,SCH3,3a065f5a,816,bfa8a7fe,127.0,N
3e1efc7d-d92,SCH3,cb2dd502,815,bfa8a7fe,124.0,R
3e1efc7d-d92,SCH3,a0b4cd53,818,bfa8a7fe,130.0,U
3e8ec835-807,SCH6,7b583ac5,822,33c00eec,136.0,G
3e8ec835-807,SCH6,adbdb6de,824,33c00eec,133.0,H
3e8ec835-807,SCH6,eca2d87e,827,33c00eec,124.0,I
3e8ec835-807,SCH6,540e8ed8,819,33c00eec,119.0,M
3e8ec835-807,SCH6,5e9096aa,820,33c00eec,124.0,R
3e8ec835-807,SCH6,adf2e76c,825,33c00eec,129.0,T
3f0ec81d-6ee,SCH2,455fb1eb,841,25874195,135.0,#
3f0ec81d-6ee,SCH2,b82dc059,840,25874195,126.0,E
3f0ec81d-6ee,SCH2,3cca3e34,838,25874195,131.0,H
3f0ec81d-6ee,SCH2,52b3c50b,836,25874195,133.0,I
3f0ec81d-6ee,SCH2,629ce6f0,842,25874195,129.0,R
3f0ec81d-6ee,SCH2,b24ecf83,837,25874195,126.0,S
3f0ec81d-6ee,SCH2,2a9a37b3,835,25874195,132.0,T
3f0ec81d-6ee,SCH7,1747fffe,832,b655ac01,129.0,G
3f0ec81d-6ee,SCH7,e92a45a3,828,b655ac01,134.0,N
3f0ec81d-6ee,SCH7,e3d28d62,833,b655ac01,120.0,O
3f0ec81d-6ee,SCH7,18a8af77,829,b655ac01,133.0,R
3f7476ef-ee6,SCH5,8cb66904,843,445767e6,130.0,C
3f7476ef-ee6,SCH5,f3252482,844,445767e6,134.0,H
3f7476ef-ee6,SCH5,17bee392,849,445767e6,130.0,N
3f7476ef-ee6,SCH5,98c79b58,846,445767e6,133.0,S
3f7476ef-ee6,SCH5,12ef5a45,847,445767e6,134.0,U
3fc8fa74-f67,SCH5,566f6146,850,3566933a,130.0,E
40e66740-9a9,SCH6,21a01a9a,855,a39138d6,130.0,G
40e66740-9a9,SCH6,8e23e7c7,853,a39138d6,132.0,H
40e66740-9a9,SCH6,af4fdc4e,852,a39138d6,130.0,M
40e66740-9a9,SCH6,4f93fc30,854,a39138d6,130.0,N
40e66740-9a9,SCH6,d715e75b,856,a39138d6,131.0,R
40e66740-9a9,SCH6,c1699a5a,851,a39138d6,134.0,T
40fe9e66-211,SCH1,4468a417,861,ec89d6ff,136.0,E
40fe9e66-211,SCH1,79693d20,857,ec89d6ff,130.0,G
40fe9e66-211,SCH1,badaf2e9,860,ec89d6ff,131.0,I
40fe9e66-211,SCH1,5b9de2fc,858,ec89d6ff,134.0,R
40fe9e66-211,SCH1,4996d169,859,ec89d6ff,128.0,T
417e8975-501,SCH7,49124151,866,d648e49e,133.0,C
417e8975-501,SCH7,c4261103,862,d648e49e,128.0,H
417e8975-501,SCH7,97beb8a4,864,d648e49e,124.0,I
417e8975-501,SCH7,d931ca80,863,d648e49e,125.0,N
417e8975-501,SCH7,a96ff66e,865,d648e49e,130.0,R
4263c1aa-20f,SCH5,bbf2db4c,871,9baf751e,128.0,C
4263c1aa-20f,SCH5,c4089080,875,9baf751e,134.0,G
4263c1aa-20f,SCH5,01f7a707,872,9baf751e,126.0,M
4263c1aa-20f,SCH5,9700c85c,870,9baf751e,127.0,O
4263c1aa-20f,SCH5,cdb05724,869,9baf751e,130.0,S
4263c1aa-20f,SCH5,b275c20c,873,9baf751e,131.0,U
4263c1aa-20f,SCH5,c1991a5f,868,9baf751e,125.0,X
42bac0f8-dbb,SCH3,a7fbbb2a,876,e08fe8ad,129.0,I
42bac0f8-dbb,SCH3,fbca62ca,878,e08fe8ad,136.0,M
432ee404-5f2,SCH4,ac8285f6,882,ce7e3ca1,134.0,G
432ee404-5f2,SCH4,ead404bf,883,ce7e3ca1,130.0,I
432ee404-5f2,SCH4,2f02a54d,879,ce7e3ca1,138.0,N
432ee404-5f2,SCH4,511dac1c,880,ce7e3ca1,126.0,R
432ee404-5f2,SCH4,99fa094a,884,ce7e3ca1,133.0,X
4402e901-dd8,SCH1,a7ffde81,890,c9dacf04,127.0,H
4402e901-dd8,SCH1,d9171a37,888,c9dacf04,132.0,I
4402e901-dd8,SCH1,1f1db36e,885,c9dacf04,130.0,M
4402e901-dd8,SCH1,8ba8a777,887,c9dacf04,139.0,N
45003172-752,SCH1,c62c92ab,891,a268e989,128.0,C
45003172-752,SCH1,7a6db167,892,a268e989,136.0,M
45003172-752,SCH1,5b1bb70c,896,a268e989,128.0,N
45003172-752,SCH1,1c7a8c9e,894,a268e989,126.0,O
45003172-752,SCH1,d54c3dcb,893,a268e989,135.0,X
45683d67-1f6,SCH3,f262ef7c,897,db0e4813,127.0,U
45f82c4c-c1d,SCH1,d1738b5b,899,1f5ff777,131.0,G
45f82c4c-c1d,SCH1,96e4ecee,898,1f5ff777,127.0,Y
4793d645-c3e,SCH5,30a36149,900,b93d4bac,126.0,E
4793d645-c3e,SCH5,b9eee030,904,b93d4bac,124.0,H
4793d645-c3e,SCH5,533d8eee,902,b93d4bac,127.0,I
4793d645-c3e,SCH5,1d798e99,901,b93d4bac,130.0,N
4793d645-c3e,SCH5,2718fe33,903,b93d4bac,130.0,T
4793d645-c3e,SCH5,38c683cf,906,b93d4bac,127.0,X
47bc78af-4cf,SCH3,22221106,908,cba80c4a,126.0,C
47bc78af-4cf,SCH3,37fe248a,909,cba80c4a,134.0,I
47bc78af-4cf,SCH3,40dd29d2,910,cba80c4a,132.0,N
489e6f99-7bd,SCH8,60035ea0,912,541951f5,124.0,I
489e6f99-7bd,SCH8,7bf72e7b,914,541951f5,128.0,M
489e6f99-7bd,SCH8,55f09142,916,541951f5,131.0,O
489e6f99-7bd,SCH8,abda5c8e,913,541951f5,132.0,T
489e6f99-7bd,SCH8,aac7d36f,911,541951f5,131.0,Y
48c5cf37-d15,SCH2,8553f7b3,919,b0cf8afb,131.0,C
48c5cf37-d15,SCH2,fe7080bf,922,b0cf8afb,129.0,E
48c5cf37-d15,SCH2,2b644783,921,b0cf8afb,139.0,I
48c5cf37-d15,SCH2,49849003,920,b0cf8afb,136.0,M
48c5cf37-d15,SCH2,0694e162,926,b0cf8afb,128.0,O
48c5cf37-d15,SCH2,f0efa734,924,b0cf8afb,127.0,R
48c5cf37-d15,SCH2,f5a82194,923,b0cf8afb,139.0,S
48c5cf37-d15,SCH2,7dbe35d1,918,b0cf8afb,136.0,Y
48d0d644-cea,SCH3,3f4efc9b,927,faa1f7fe,131.0,E
48d0d644-cea,SCH8,2e003569,929,438fc069,134.0,C
48d0d644-cea,SCH8,0fab3657,935,438fc069,131.0,E
48d0d644-cea,SCH8,f7981883,934,438fc069,132.0,G
48d0d644-cea,SCH8,b4425ad1,931,438fc069,126.0,I
48d0d644-cea,SCH8,4d37a605,928,438fc069,137.0,M
48d0d644-cea,SCH8,b3c4862b,933,438fc069,129.0,N
48d0d644-cea,SCH8,3cd2078a,930,438fc069,133.0,O
48fc5ffc-4fe,SCH6,8fbfcd5b,939,92ad218b,135.0,C
48fc5ffc-4fe,SCH6,de83b74d,945,92ad218b,131.0,G
48fc5ffc-4fe,SCH6,c4b2c61f,940,92ad218b,129.0,H
48fc5ffc-4fe,SCH6,e46deab3,938,92ad218b,123.0,M
48fc5ffc-4fe,SCH6,a40a4fbe,937,92ad218b,131.0,O
48fc5ffc-4fe,SCH6,a1062896,941,92ad218b,121.0,Y
498b4354-cdf,SCH6,9a786111,948,929730dc,125.0,C
498b4354-cdf,SCH6,e46ff435,953,929730dc,130.0,E
498b4354-cdf,SCH6,c06a0593,951,929730dc,131.0,H
498b4354-cdf,SCH6,1e133a90,952,929730dc,125.0,M
498b4354-cdf,SCH6,16478853,947,929730dc,130.0,N
498b4354-cdf,SCH6,417191c7,949,929730dc,138.0,O
498b4354-cdf,SCH6,1d6a28ca,946,929730dc,122.0,Z
49acbb0c-8e1,SCH4,a0bc3bbe,962,25b6ec28,120.0,C
49acbb0c-8e1,SCH4,80f669d0,958,25b6ec28,130.0,E
49acbb0c-8e1,SCH4,e4e2f8d9,957,25b6ec28,126.0,G
49acbb0c-8e1,SCH4,2a89c38b,954,25b6ec28,130.0,H
49acbb0c-8e1,SCH4,18292d0f,960,25b6ec28,133.0,M
49acbb0c-8e1,SCH4,2f596239,955,25b6ec28,128.0,N
49acbb0c-8e1,SCH4,1ebb91ab,959,25b6ec28,132.0,X
4a991b3c-d46,SCH3,f8fd110b,964,17117945,139.0,C
4a991b3c-d46,SCH3,7e333ada,966,17117945,130.0,E
4a991b3c-d46,SCH3,22e742c8,963,17117945,138.0,G
4b66962a-922,SCH3,238dd553,968,67c9e101,131.0,G
4b66962a-922,SCH3,2f678719,969,67c9e101,132.0,M
4bd30d11-c8d,SCH3,7a2c4cdd,972,a48b599b,127.0,E
4bd30d11-c8d,SCH3,c684de98,974,a48b599b,131.0,I
4bd30d11-c8d,SCH3,7d3cc061,971,a48b599b,141.0,M
4bd30d11-c8d,SCH3,51233d9a,973,a48b599b,124.0,S
4bd30d11-c8d,SCH3,983f7a30,970,a48b599b,125.0,T
4bd7ae8a-314,SCH5,03a287ee,978,9fbcd421,131.0,C
4bd7ae8a-314,SCH5,b86ff834,976,9fbcd421,130.0,G
4bd7ae8a-314,SCH5,4dd135ab,977,9fbcd421,127.0,O
4c1789d5-f2f,SCH1,6ff370f7,981,2488a6d9,134.0,C
4c1789d5-f2f,SCH1,93eb512f,979,2488a6d9,126.0,H
4c1789d5-f2f,SCH1,c118aa06,980,2488a6d9,141.0,O
4c58fa2a-dbe,SCH7,258b9fc6,982,08caec18,125.0,S
4c87fe3a-7b2,SCH6,d3f5001e,983,96add2eb,127.0,C
4c87fe3a-7b2,SCH6,43c7f19c,987,96add2eb,132.0,E
4c87fe3a-7b2,SCH6,0fa6fe7b,989,96add2eb,132.0,I
4c87fe3a-7b2,SCH6,f75f51fd,984,96add2eb,130.0,M
4c87fe3a-7b2,SCH6,fd1221cb,985,96add2eb,130.0,O
4c9cf993-2b7,SCH1,1d05783b,990,8c4bcf8b,122.0,E
