pupilnolongeronrolltableid,NativeId,termlyexclusionsoffrolltableid,termlyexclusionsoffrollorderseqcolumn,sourceid,startdate,sessions,reason1,reason2,reason3,category,senprovision
5787a812-d79,SCH7,3a5e48aa,233,7abebe9a,2025-Apr-30 00:00:00,10.0,RA,,TH,PERM,K
591ffc5a-d31,SCH2,131b3852,234,64691c60,2025-Jun-12 00:00:00,10.0,MT,,,PERM,K
591ffc5a-d31,SCH2,8c9cc9c1,235,64691c60,2025-May-10 00:00:00,10.0,DA,,,LNCH,K
591ffc5a-d31,SCH2,89aba4fb,236,64691c60,2025-Jun-27 00:00:00,10.0,RA,DA,,LNCH,K
59c3f10c-361,SCH7,23683918,237,c4f12ba9,2025-Jul-04 00:00:00,10.0,PP,RA,,FIXD,A
59c3f10c-361,SCH7,ecf6daad,238,c4f12ba9,2025-May-17 00:00:00,10.0,PP,BU,,FIXD,S
59c3f10c-361,SCH7,ffa27f74,239,c4f12ba9,2025-Apr-25 00:00:00,10.0,TH,,,FIXD,N
59c3f10c-361,SCH7,7875c492,240,c4f12ba9,2025-Jun-28 00:00:00,10.0,BU,,,PERM,P
59c3f10c-361,SCH7,72920e8c,241,c4f12ba9,2025-May-14 00:00:00,10.0,DM,,,PERM,A
59c3f10c-361,SCH7,faad61bc,242,c4f12ba9,2025-May-27 00:00:00,10.0,PP,,,LNCH,E
59c3f10c-361,SCH7,309125bf,243,c4f12ba9,2025-May-20 00:00:00,10.0,PA,,,LNCH,K
59c3f10c-361,SCH7,1ff2196a,244,c4f12ba9,2025-Jun-09 00:00:00,10.0,PA,,,PERM,N
5c7979ef-38e,SCH2,7f9ea361,245,941b8738,2025-May-23 00:00:00,10.0,VA,,,PERM,
5c7979ef-38e,SCH2,5abe1ffa,246,941b8738,2025-May-21 00:00:00,10.0,RA,,,FIXD,
5c7979ef-38e,SCH2,bb3ba1b7,247,941b8738,2025-Jun-08 00:00:00,10.0,RA,BU,,FIXD,
5c7979ef-38e,SCH2,9ab9c0d9,248,941b8738,2025-May-02 00:00:00,10.0,RA,,,PERM,
5c7979ef-38e,SCH2,c7d2387c,249,941b8738,2025-Jun-22 00:00:00,10.0,VP,,,PERM,K
5c7979ef-38e,SCH2,28f376f3,250,941b8738,2025-Jul-12 00:00:00,10.0,RA,RA,,PERM,
5c7979ef-38e,SCH2,4a8b2700,251,941b8738,2025-Apr-29 00:00:00,10.0,BU,VP,,FIXD,
5c7979ef-38e,SCH2,34db232c,252,941b8738,2025-Jul-08 00:00:00,10.0,PP,,,FIXD,
5c7979ef-38e,SCH2,7c2820f2,253,941b8738,2025-May-06 00:00:00,10.0,RA,,,PERM,
60379fb8-10f,SCH5,6e12607d,254,08a1f0fd,2025-May-04 00:00:00,10.0,VA,,,FIXD,
60379fb8-10f,SCH5,e42eddda,255,08a1f0fd,2025-May-14 00:00:00,10.0,VA,,,PERM,
60379fb8-10f,SCH5,39df678d,256,08a1f0fd,2025-Jul-02 00:00:00,10.0,VP,,,FIXD,S
60379fb8-10f,SCH5,80fd691b,257,08a1f0fd,2025-Jun-20 00:00:00,10.0,RA,DM,,LNCH,E
60379fb8-10f,SCH5,8620bf71,258,08a1f0fd,2025-May-16 00:00:00,10.0,PP,DM,,LNCH,
60379fb8-10f,SCH5,666f0f0b,259,08a1f0fd,2025-Apr-21 00:00:00,10.0,RA,,,PERM,P
60379fb8-10f,SCH5,630a2956,260,08a1f0fd,2025-Jun-03 00:00:00,10.0,RA,,,PERM,
60379fb8-10f,SCH5,eb21840c,261,08a1f0fd,2025-Jun-10 00:00:00,10.0,PP,,,LNCH,N
60379fb8-10f,SCH5,60a9625c,262,08a1f0fd,2025-May-13 00:00:00,10.0,BU,PA,,LNCH,S
60379fb8-10f,SCH5,4cbfb91a,263,08a1f0fd,2025-Jun-10 00:00:00,10.0,RA,,,LNCH,
60379fb8-10f,SCH8,0fef3b89,264,f6b4c991,2025-May-04 00:00:00,10.0,PP,,,PERM,N
633f2a15-989,SCH5,98976c96,265,6f584f23,2025-Apr-23 00:00:00,10.0,VA,,,FIXD,E
633f2a15-989,SCH5,b6b68ef6,266,6f584f23,2025-Jun-12 00:00:00,10.0,VA,TH,,PERM,
633f2a15-989,SCH5,85dbc674,267,6f584f23,2025-Jun-24 00:00:00,10.0,SM,RA,,PERM,
633f2a15-989,SCH5,ebf8c021,268,6f584f23,2025-Jun-17 00:00:00,10.0,RA,,,LNCH,
633f2a15-989,SCH5,e6638831,269,6f584f23,2025-May-27 00:00:00,10.0,PA,MT,,FIXD,S
65769fb9-e8e,SCH2,c89234fc,270,30017643,2025-May-13 00:00:00,10.0,VA,,,LNCH,N
65769fb9-e8e,SCH2,a247c78d,271,30017643,2025-Jul-09 00:00:00,10.0,PP,,,PERM,N
65769fb9-e8e,SCH2,66441c56,272,30017643,2025-May-07 00:00:00,10.0,RA,,VA,PERM,P
665f5279-69e,SCH7,e4a7f67f,273,2d5f0336,2025-May-21 00:00:00,10.0,VP,,MT,PERM,E
665f5279-69e,SCH7,a162df6f,274,2d5f0336,2025-Jun-13 00:00:00,10.0,PA,,,LNCH,K
665f5279-69e,SCH7,ca4bc83e,275,2d5f0336,2025-Apr-30 00:00:00,10.0,VA,,,PERM,
665f5279-69e,SCH7,a511059a,276,2d5f0336,2025-May-17 00:00:00,10.0,BU,,,FIXD,
665f5279-69e,SCH7,103a210b,277,2d5f0336,2025-Jun-23 00:00:00,10.0,DB,,,FIXD,
665f5279-69e,SCH7,487dbd44,278,2d5f0336,2025-Apr-27 00:00:00,10.0,PP,,,FIXD,
6743810e-f4b,SCH6,9627e13e,279,033adef6,2025-Jun-08 00:00:00,10.0,DB,,,FIXD,A
6743810e-f4b,SCH6,38398fa1,280,033adef6,2025-Jun-29 00:00:00,10.0,PP,,,PERM,S
6743810e-f4b,SCH6,54fa07c3,281,033adef6,2025-May-07 00:00:00,10.0,PP,VP,,FIXD,
6743810e-f4b,SCH6,f2e2aa9e,282,033adef6,2025-Jun-25 00:00:00,10.0,BU,TH,,FIXD,
6743810e-f4b,SCH6,4491a69f,283,033adef6,2025-May-27 00:00:00,10.0,DA,PP,,LNCH,
6b92ad8c-f20,SCH3,e30b1e1e,284,adf412df,2025-May-21 00:00:00,10.0,SM,,,FIXD,
77815777-d2c,SCH7,bb238587,285,1320ebd2,2025-Apr-27 00:00:00,10.0,PA,PP,,PERM,
78920267-1af,SCH1,1179d03c,286,924ebce5,2025-Jun-14 00:00:00,10.0,PA,SM,,FIXD,N
78920267-1af,SCH1,0b161ff5,287,924ebce5,2025-Jun-09 00:00:00,10.0,SM,,,FIXD,
78920267-1af,SCH1,9ca2c34c,288,924ebce5,2025-Apr-27 00:00:00,10.0,PA,,,PERM,E
78920267-1af,SCH1,7f05823f,289,924ebce5,2025-Jun-16 00:00:00,10.0,MT,DA,,PERM,
78920267-1af,SCH1,cdcdd2b5,290,924ebce5,2025-Jun-05 00:00:00,10.0,PA,,,FIXD,
78920267-1af,SCH1,cd82934f,291,924ebce5,2025-Jun-25 00:00:00,10.0,PP,,,PERM,K
78920267-1af,SCH1,0c54ab46,292,924ebce5,2025-Jun-24 00:00:00,10.0,PP,,DB,FIXD,
78920267-1af,SCH1,30de0e3a,293,924ebce5,2025-Jul-13 00:00:00,10.0,PA,,,PERM,
7b0d0f45-b1f,SCH7,7dbf5ea7,294,27aef69f,2025-May-04 00:00:00,10.0,TH,DB,,FIXD,
7b0d0f45-b1f,SCH7,e028cc9f,295,27aef69f,2025-Apr-20 00:00:00,10.0,DM,,,PERM,
7b0d0f45-b1f,SCH7,d1c4fd0f,296,27aef69f,2025-Jul-07 00:00:00,10.0,SM,,,FIXD,
7b0d0f45-b1f,SCH7,75af9c8e,297,27aef69f,2025-May-09 00:00:00,10.0,SM,,,LNCH,P
7b0d0f45-b1f,SCH7,cf029352,298,27aef69f,2025-Jun-22 00:00:00,10.0,BU,,,FIXD,K
7c4dbad6-7ef,SCH5,db46d794,299,a6b8840e,2025-Jun-16 00:00:00,10.0,VA,,,PERM,A
7c4dbad6-7ef,SCH5,277e0dfc,300,a6b8840e,2025-Jul-05 00:00:00,10.0,VP,RA,,FIXD,
7c4dbad6-7ef,SCH5,9d24fb0a,301,a6b8840e,2025-May-08 00:00:00,10.0,RA,,,FIXD,N
7c4dbad6-7ef,SCH5,a47771f0,302,a6b8840e,2025-Jul-14 00:00:00,10.0,SM,VA,TH,PERM,
7c4dbad6-7ef,SCH5,db743365,303,a6b8840e,2025-Jul-08 00:00:00,10.0,MT,PP,,PERM,K
7d67c953-210,SCH8,8d0539cc,304,6b886cf1,2025-Jul-06 00:00:00,10.0,MT,,,FIXD,
7d67c953-210,SCH8,9929471f,305,6b886cf1,2025-Jun-29 00:00:00,10.0,PA,SM,,FIXD,
7d67c953-210,SCH8,4e10017a,306,6b886cf1,2025-Jun-02 00:00:00,10.0,BU,,,FIXD,E
7d67c953-210,SCH8,13f2e171,307,6b886cf1,2025-May-04 00:00:00,10.0,VP,,,FIXD,
7df8531d-12f,SCH3,ccdd9618,308,6a0b9f15,2025-May-31 00:00:00,10.0,RA,,DB,FIXD,K
7df8531d-12f,SCH3,9c00a7e3,309,6a0b9f15,2025-Jun-01 00:00:00,10.0,PP,,,FIXD,K
8a3e1f62-eb0,SCH4,c3b36fe6,310,e6299e21,2025-Jun-14 00:00:00,10.0,VA,,,PERM,
8a3e1f62-eb0,SCH4,7c6613c5,311,e6299e21,2025-Jun-16 00:00:00,10.0,BU,,,FIXD,
8a3e1f62-eb0,SCH4,2cb1efb3,312,e6299e21,2025-Jun-06 00:00:00,10.0,MT,,,FIXD,
8baa4eb2-415,SCH4,2aa577a2,313,4deb6952,2025-Apr-28 00:00:00,10.0,BU,VA,,FIXD,
8baa4eb2-415,SCH4,d2e75393,314,4deb6952,2025-Jun-15 00:00:00,10.0,SM,PP,,FIXD,A
8baa4eb2-415,SCH4,d0b35320,315,4deb6952,2025-Jun-25 00:00:00,10.0,BU,MT,,LNCH,
8ef00ed6-e8c,SCH7,6b60b7e1,316,bf82e4b2,2025-Jul-07 00:00:00,10.0,MT,PP,,LNCH,
8ef00ed6-e8c,SCH7,faf1a334,317,bf82e4b2,2025-Apr-29 00:00:00,10.0,RA,,,LNCH,
8ef00ed6-e8c,SCH7,871bec86,318,bf82e4b2,2025-Jun-12 00:00:00,10.0,TH,,,LNCH,S
921bde5b-1c7,SCH6,f4e6de6a,319,417eec48,2025-May-04 00:00:00,10.0,TH,,,PERM,K
921bde5b-1c7,SCH6,d56cb3c0,320,417eec48,2025-May-31 00:00:00,10.0,BU,,,PERM,P
921bde5b-1c7,SCH6,10c7ae6b,321,417eec48,2025-Jun-13 00:00:00,10.0,VA,,,FIXD,S
921bde5b-1c7,SCH6,97dbc145,322,417eec48,2025-Apr-25 00:00:00,10.0,BU,,,PERM,S
921bde5b-1c7,SCH6,71d1acb3,323,417eec48,2025-Apr-23 00:00:00,10.0,TH,,,PERM,S
9293c5be-c76,SCH2,a2c79145,324,0ee2eed8,2025-Jul-06 00:00:00,10.0,SM,,,LNCH,N
9293c5be-c76,SCH2,451dcd22,325,0ee2eed8,2025-Jul-03 00:00:00,10.0,DB,VP,,FIXD,
9293c5be-c76,SCH2,7d2ae2d8,326,0ee2eed8,2025-Jun-08 00:00:00,10.0,VA,BU,,PERM,
9293c5be-c76,SCH2,66b5b5ed,327,0ee2eed8,2025-Jun-19 00:00:00,10.0,TH,,,PERM,K
9293c5be-c76,SCH2,5b8993d8,328,0ee2eed8,2025-Apr-29 00:00:00,10.0,PP,,SM,FIXD,
93cf893c-f95,SCH2,fe643ee0,329,2875fb44,2025-Jun-16 00:00:00,10.0,VA,PP,,FIXD,S
93cf893c-f95,SCH2,02ba1acf,330,2875fb44,2025-May-09 00:00:00,10.0,BU,,,FIXD,
93cf893c-f95,SCH2,f2a23893,331,2875fb44,2025-Jul-13 00:00:00,10.0,VP,,,PERM,
93cf893c-f95,SCH2,15a248d8,332,2875fb44,2025-May-23 00:00:00,10.0,PP,,,LNCH,S
93cf893c-f95,SCH2,8f0b5b7d,333,2875fb44,2025-Jul-11 00:00:00,10.0,BU,PP,,FIXD,P
93cf893c-f95,SCH2,4a1a3242,334,2875fb44,2025-Jun-06 00:00:00,10.0,PA,VA,,FIXD,K
93cf893c-f95,SCH2,877ac697,335,2875fb44,2025-May-19 00:00:00,10.0,BU,,VP,LNCH,
93cf893c-f95,SCH2,a14fd797,336,2875fb44,2025-Jun-13 00:00:00,10.0,VA,,,PERM,E
990b5e9d-137,SCH4,6e7c7dc8,337,a1bbd772,2025-May-10 00:00:00,10.0,DA,,,PERM,N
990b5e9d-137,SCH4,818b1089,338,a1bbd772,2025-Jun-22 00:00:00,10.0,PA,SM,,LNCH,K
990b5e9d-137,SCH4,2759269c,339,a1bbd772,2025-Jul-01 00:00:00,10.0,DB,,,FIXD,S
990b5e9d-137,SCH4,5bb08653,340,a1bbd772,2025-May-02 00:00:00,10.0,MT,,,PERM,
990b5e9d-137,SCH4,1c371fa5,341,a1bbd772,2025-Jun-26 00:00:00,10.0,VA,,,PERM,
990b5e9d-137,SCH4,2fbc2112,342,a1bbd772,2025-Jun-03 00:00:00,10.0,SM,,,PERM,
990b5e9d-137,SCH4,929a3c69,343,a1bbd772,2025-Jun-26 00:00:00,10.0,PP,,,PERM,K
990b5e9d-137,SCH4,1d6426bc,344,a1bbd772,2025-May-04 00:00:00,10.0,DB,,,LNCH,
990b5e9d-137,SCH4,7f70eae3,345,a1bbd772,2025-Jun-17 00:00:00,10.0,DA,PP,,LNCH,
990b5e9d-137,SCH4,945ca52b,346,a1bbd772,2025-May-20 00:00:00,10.0,VP,VA,,FIXD,N
9f16dd73-e80,SCH4,d6a0fba1,347,229f1bfd,2025-Jun-30 00:00:00,10.0,RA,,,FIXD,
9f16dd73-e80,SCH4,0c4fa46c,348,229f1bfd,2025-Jun-13 00:00:00,10.0,PA,DM,,PERM,N
9f16dd73-e80,SCH4,ae96d879,349,229f1bfd,2025-May-18 00:00:00,10.0,PP,,,FIXD,K
9f79d832-73c,SCH1,c7b0fb49,350,e98d3666,2025-Jun-07 00:00:00,10.0,RA,,,PERM,
9f79d832-73c,SCH1,f2e9d05d,351,e98d3666,2025-Jun-23 00:00:00,10.0,PP,,,FIXD,
9f79d832-73c,SCH1,4cacc2bd,352,e98d3666,2025-May-11 00:00:00,10.0,PP,,,LNCH,S
9f79d832-73c,SCH1,bc896d67,353,e98d3666,2025-Jun-12 00:00:00,10.0,PP,,,PERM,S
a32a8a7c-59f,SCH1,f11b25db,354,675dc596,2025-May-17 00:00:00,10.0,PP,,,LNCH,E
a32a8a7c-59f,SCH1,b57405f3,355,675dc596,2025-Jun-25 00:00:00,10.0,BU,,,PERM,S
a32a8a7c-59f,SCH1,a4b34017,356,675dc596,2025-Apr-25 00:00:00,10.0,SM,,,PERM,
ac358504-5b5,SCH3,083882be,357,07bdf4b3,2025-Apr-24 00:00:00,10.0,VP,,,PERM,
ac358504-5b5,SCH3,cf55af23,358,07bdf4b3,2025-Jun-29 00:00:00,10.0,PP,DA,,PERM,
ac358504-5b5,SCH3,cc007082,359,07bdf4b3,2025-Jun-11 00:00:00,10.0,PP,,,PERM,
ac358504-5b5,SCH3,6750b288,360,07bdf4b3,2025-May-29 00:00:00,10.0,VA,RA,,FIXD,S
ac358504-5b5,SCH3,c943cd74,361,07bdf4b3,2025-Jun-04 00:00:00,10.0,RA,,,FIXD,
acacc24b-3c3,SCH4,a2ac96e5,362,a4f516df,2025-May-13 00:00:00,10.0,BU,,,LNCH,
acacc24b-3c3,SCH4,270041c8,363,a4f516df,2025-Jul-09 00:00:00,10.0,SM,,,PERM,
acacc24b-3c3,SCH4,85d80d4d,364,a4f516df,2025-May-18 00:00:00,10.0,PP,BU,,FIXD,K
acacc24b-3c3,SCH4,2b8e209f,365,a4f516df,2025-May-28 00:00:00,10.0,VA,,,PERM,
acacc24b-3c3,SCH4,b5215c09,366,a4f516df,2025-May-19 00:00:00,10.0,BU,,,PERM,K
acacc24b-3c3,SCH4,6f2f70f8,367,a4f516df,2025-Jun-01 00:00:00,10.0,VA,,,LNCH,E
acacc24b-3c3,SCH4,74dff635,368,a4f516df,2025-Jun-07 00:00:00,10.0,PP,,,PERM,
ae5378bb-59c,SCH5,d80e9741,369,adeef02d,2025-May-04 00:00:00,10.0,MT,,,FIXD,N
ae5378bb-59c,SCH5,94451193,370,adeef02d,2025-May-03 00:00:00,10.0,VA,,,LNCH,
aed87bfe-a39,SCH5,b8b23bf2,371,3e2820dd,2025-May-10 00:00:00,10.0,PP,VP,VA,LNCH,
aed87bfe-a39,SCH5,34a24b27,372,3e2820dd,2025-May-11 00:00:00,10.0,VA,,,PERM,
aed87bfe-a39,SCH5,9a5f1609,373,3e2820dd,2025-May-23 00:00:00,10.0,RA,,VP,PERM,
aed87bfe-a39,SCH5,971cf092,374,3e2820dd,2025-May-23 00:00:00,10.0,DA,,,FIXD,K
aed87bfe-a39,SCH5,b723a8b7,375,3e2820dd,2025-Jun-27 00:00:00,10.0,RA,,,FIXD,
aed87bfe-a39,SCH5,201e991d,376,3e2820dd,2025-Jul-10 00:00:00,10.0,MT,,,FIXD,N
aed87bfe-a39,SCH5,cd205dab,377,3e2820dd,2025-Jul-12 00:00:00,10.0,VP,VA,BU,PERM,K
af3311be-0da,SCH1,09a7c072,378,63005906,2025-Jun-25 00:00:00,10.0,PP,RA,,FIXD,
af3311be-0da,SCH1,31590639,379,63005906,2025-May-06 00:00:00,10.0,VP,,,PERM,S
af3311be-0da,SCH1,a3c2a0d2,380,63005906,2025-May-26 00:00:00,10.0,VP,SM,,LNCH,N
af3311be-0da,SCH1,79c3a207,381,63005906,2025-Apr-28 00:00:00,10.0,DB,,,PERM,
af3311be-0da,SCH1,1176a5c4,382,63005906,2025-May-04 00:00:00,10.0,MT,,,FIXD,
af3311be-0da,SCH1,8047f8c7,383,63005906,2025-May-08 00:00:00,10.0,RA,,,LNCH,S
af3311be-0da,SCH1,943eb9d3,384,63005906,2025-Jun-02 00:00:00,10.0,MT,,,FIXD,E
af3311be-0da,SCH1,e244f24f,385,63005906,2025-May-14 00:00:00,10.0,DB,,,PERM,K
bd4e9077-97e,SCH4,9c04a439,386,c0e346c8,2025-Jun-10 00:00:00,10.0,DB,,,PERM,P
bd4e9077-97e,SCH4,c5dc1b3e,387,c0e346c8,2025-May-23 00:00:00,10.0,PP,,,PERM,S
bd4e9077-97e,SCH4,64500eab,388,c0e346c8,2025-Jun-04 00:00:00,10.0,MT,,,PERM,
bd4e9077-97e,SCH4,6f652930,389,c0e346c8,2025-Jul-06 00:00:00,10.0,PA,,,LNCH,
bd4e9077-97e,SCH4,50fdbdbd,390,c0e346c8,2025-Jun-07 00:00:00,10.0,PP,,,PERM,
bd4e9077-97e,SCH4,317439d2,391,c0e346c8,2025-Jun-30 00:00:00,10.0,PP,PP,,PERM,N
bd4e9077-97e,SCH4,bb0da8f5,392,c0e346c8,2025-Jun-18 00:00:00,10.0,VA,,,PERM,
bd4e9077-97e,SCH4,5b8c6ae4,393,c0e346c8,2025-Jul-14 00:00:00,10.0,TH,,,LNCH,K
bd4e9077-97e,SCH4,720539b3,394,c0e346c8,2025-Apr-26 00:00:00,10.0,BU,VA,,FIXD,E
be251991-297,SCH7,1636001a,395,899bd450,2025-Jul-08 00:00:00,10.0,RA,VP,,FIXD,
be251991-297,SCH7,dca013b0,396,899bd450,2025-May-15 00:00:00,10.0,DM,VP,,LNCH,S
be251991-297,SCH7,1d25a57c,397,899bd450,2025-May-27 00:00:00,10.0,RA,,PP,PERM,
be251991-297,SCH7,a8bb19d7,398,899bd450,2025-May-23 00:00:00,10.0,SM,RA,,PERM,
be251991-297,SCH7,745a8fd9,399,899bd450,2025-Jun-01 00:00:00,10.0,SM,,,LNCH,S
be251991-297,SCH7,8efd35b1,400,899bd450,2025-Jun-04 00:00:00,10.0,RA,,,LNCH,A
bf153550-748,SCH8,4c9ffdcd,401,8ead4770,2025-May-23 00:00:00,10.0,RA,,DB,LNCH,
bf153550-748,SCH8,3265a236,402,8ead4770,2025-Jun-26 00:00:00,10.0,SM,,,FIXD,E
bf153550-748,SCH8,ebae11ef,403,8ead4770,2025-May-19 00:00:00,10.0,PA,VP,,FIXD,P
bf153550-748,SCH8,eb266e1d,404,8ead4770,2025-May-16 00:00:00,10.0,PA,RA,VP,FIXD,
bf9bca1d-e7d,SCH2,f7c32cfa,405,2c5bbe34,2025-May-15 00:00:00,10.0,PP,,,LNCH,N
bf9bca1d-e7d,SCH2,674a435f,406,2c5bbe34,2025-Apr-30 00:00:00,10.0,SM,,,PERM,N
bf9bca1d-e7d,SCH2,ab55c4bd,407,2c5bbe34,2025-Jun-16 00:00:00,10.0,SM,,,PERM,K
bf9bca1d-e7d,SCH2,4eb58f94,408,2c5bbe34,2025-May-31 00:00:00,10.0,PA,DM,,FIXD,
c16162b5-63b,SCH2,429ef364,409,a4485b57,2025-May-11 00:00:00,10.0,RA,,,FIXD,E
c16162b5-63b,SCH2,e54353fa,410,a4485b57,2025-Jun-29 00:00:00,10.0,RA,SM,,PERM,N
c16162b5-63b,SCH2,592ff7d6,411,a4485b57,2025-Jun-06 00:00:00,10.0,VA,,,FIXD,S
c16162b5-63b,SCH2,06066f18,412,a4485b57,2025-May-10 00:00:00,10.0,DM,,,PERM,E
c3121526-1b3,SCH4,2fbb470c,413,120026c5,2025-Jul-05 00:00:00,10.0,MT,,,PERM,K
c3121526-1b3,SCH4,b9eae508,414,120026c5,2025-Jul-03 00:00:00,10.0,RA,,,PERM,K
c435fb17-3e0,SCH8,faceb675,415,cb4a8622,2025-Jul-08 00:00:00,10.0,DM,DM,,LNCH,S
c435fb17-3e0,SCH8,8539c8b8,416,cb4a8622,2025-Apr-21 00:00:00,10.0,PP,,,PERM,E
c435fb17-3e0,SCH8,fbf9c0b0,417,cb4a8622,2025-May-04 00:00:00,10.0,BU,,,PERM,K
c435fb17-3e0,SCH8,af8b17dc,418,cb4a8622,2025-Jun-12 00:00:00,10.0,RA,,,FIXD,P
c435fb17-3e0,SCH8,76751e8d,419,cb4a8622,2025-Jun-28 00:00:00,10.0,BU,,,FIXD,
c435fb17-3e0,SCH8,4f9fd4cb,420,cb4a8622,2025-May-31 00:00:00,10.0,DM,MT,,FIXD,
c435fb17-3e0,SCH8,0dc80e84,421,cb4a8622,2025-Jun-02 00:00:00,10.0,DM,DM,,LNCH,
c435fb17-3e0,SCH1,d3839a24,422,453a9299,2025-May-16 00:00:00,10.0,VP,,,FIXD,N
c435fb17-3e0,SCH1,035f6de9,423,453a9299,2025-May-12 00:00:00,10.0,DB,SM,,PERM,K
c44a83c1-09a,SCH8,45f569c9,424,356fe37d,2025-May-22 00:00:00,10.0,MT,,,LNCH,
c44a83c1-09a,SCH8,295f1696,425,356fe37d,2025-Jun-30 00:00:00,10.0,VA,,,FIXD,
c44a83c1-09a,SCH8,42e67063,426,356fe37d,2025-Jun-06 00:00:00,10.0,DM,,,PERM,
c44a83c1-09a,SCH8,699800fb,427,356fe37d,2025-Apr-27 00:00:00,10.0,DM,,,FIXD,S
c494f83f-c01,SCH1,8446d07d,428,e36ec2c6,2025-Jul-14 00:00:00,10.0,PP,,,PERM,S
c494f83f-c01,SCH1,bfc7b896,429,e36ec2c6,2025-May-20 00:00:00,10.0,VA,BU,,PERM,
c494f83f-c01,SCH1,63339ffb,430,e36ec2c6,2025-Jul-14 00:00:00,10.0,VA,,RA,FIXD,
c560a455-cf5,SCH1,74f5e4d4,431,37f90ba2,2025-May-04 00:00:00,10.0,DB,,,PERM,K
c560a455-cf5,SCH1,3f7ba47d,432,37f90ba2,2025-Jul-10 00:00:00,10.0,SM,VA,,FIXD,
c560a455-cf5,SCH1,82443605,433,37f90ba2,2025-May-09 00:00:00,10.0,PP,,,FIXD,S
c560a455-cf5,SCH1,99ea6c82,434,37f90ba2,2025-May-19 00:00:00,10.0,SM,MT,,LNCH,
c560a455-cf5,SCH1,fc44356c,435,37f90ba2,2025-May-10 00:00:00,10.0,PA,,,FIXD,N
c560a455-cf5,SCH1,42293270,436,37f90ba2,2025-May-08 00:00:00,10.0,SM,,,FIXD,S
c560a455-cf5,SCH1,e180871c,437,37f90ba2,2025-Jun-07 00:00:00,10.0,VA,,,PERM,S
c560a455-cf5,SCH1,52b92262,438,37f90ba2,2025-Apr-23 00:00:00,10.0,BU,PA,,PERM,S
c5659429-9c1,SCH6,5b3d35d5,439,b7b85b80,2025-Jun-16 00:00:00,10.0,DM,,,PERM,E
c5659429-9c1,SCH6,5f1a9703,440,b7b85b80,2025-Apr-27 00:00:00,10.0,PP,,,LNCH,
c5659429-9c1,SCH6,c4f41979,441,b7b85b80,2025-May-08 00:00:00,10.0,PA,,,FIXD,
c5659429-9c1,SCH6,9034039b,442,b7b85b80,2025-Apr-28 00:00:00,10.0,PA,,DM,FIXD,K
c5659429-9c1,SCH6,24420a67,443,b7b85b80,2025-Jul-07 00:00:00,10.0,PP,DB,,FIXD,P
c5659429-9c1,SCH6,2ef71ce6,444,b7b85b80,2025-Jul-09 00:00:00,10.0,SM,,,FIXD,E
c5659429-9c1,SCH6,2c8302e2,445,b7b85b80,2025-May-17 00:00:00,10.0,DM,,,PERM,
c5659429-9c1,SCH6,6d65753b,446,b7b85b80,2025-Jul-03 00:00:00,10.0,DB,DM,,LNCH,S
cb27cca9-deb,SCH5,9ea8d652,447,4676e154,2025-Jun-24 00:00:00,10.0,RA,RA,,LNCH,
cb27cca9-deb,SCH5,053aabaa,448,4676e154,2025-May-28 00:00:00,10.0,VP,RA,,FIXD,
cb27cca9-deb,SCH5,bace4ae3,449,4676e154,2025-Jul-03 00:00:00,10.0,PA,,,PERM,E
cb27cca9-deb,SCH5,f62b0338,450,4676e154,2025-May-05 00:00:00,10.0,DB,,,PERM,
cb27cca9-deb,SCH5,38eaab75,451,4676e154,2025-Jun-08 00:00:00,10.0,TH,PP,,LNCH,
cb849965-989,SCH5,6060f69f,452,115ac655,2025-May-29 00:00:00,10.0,VA,,,LNCH,
cb849965-989,SCH5,3f5ad27e,453,115ac655,2025-Jun-13 00:00:00,10.0,DM,,,PERM,P
cb849965-989,SCH5,28237445,454,115ac655,2025-May-02 00:00:00,10.0,PP,,,FIXD,
cb849965-989,SCH5,24a78f92,455,115ac655,2025-May-25 00:00:00,10.0,PP,,,PERM,E
cb849965-989,SCH5,c9bacab6,456,115ac655,2025-Jun-30 00:00:00,10.0,VA,,,PERM,
cb849965-989,SCH5,5c393064,457,115ac655,2025-May-18 00:00:00,10.0,VP,,,PERM,S
cb849965-989,SCH5,7aa695cd,458,115ac655,2025-May-04 00:00:00,10.0,VP,,,LNCH,
cb849965-989,SCH5,c597d723,459,115ac655,2025-Jun-13 00:00:00,10.0,TH,,,FIXD,K
cb849965-989,SCH5,363b278e,460,115ac655,2025-Jun-08 00:00:00,10.0,DB,RA,,LNCH,N
cb849965-989,SCH5,db2894c1,461,115ac655,2025-May-18 00:00:00,10.0,SM,,,FIXD,
cbdd20a0-fc2,SCH4,db3d526f,462,28bb1e19,2025-Jul-08 00:00:00,10.0,BU,VA,,FIXD,
cbdd20a0-fc2,SCH4,2fe518a0,463,28bb1e19,2025-Jun-21 00:00:00,10.0,PP,,,FIXD,
cbdd20a0-fc2,SCH4,1ef5a0ab,464,28bb1e19,2025-May-28 00:00:00,10.0,RA,,,PERM,
cbdd20a0-fc2,SCH4,fb0dbc73,465,28bb1e19,2025-Jul-01 00:00:00,10.0,VA,,,PERM,P
cbdd20a0-fc2,SCH4,49b3768d,466,28bb1e19,2025-May-26 00:00:00,10.0,PA,,,FIXD,
