pupilnolongeronrolltableid,NativeId,termlyexclusionsoffrolltableid,termlyexclusionsoffrollorderseqcolumn,sourceid,startdate,sessions,reason1,reason2,reason3,category,senprovision
cf444d77-219,SCH2,63625250,230,5177cac0,2024-Dec-18 00:00:00,10.0,RA,,,PERM,
cf444d77-219,SCH2,055a8e9b,231,5177cac0,2024-Nov-29 00:00:00,10.0,PP,,DA,PERM,S
cf444d77-219,SCH2,a2dd21fe,232,5177cac0,2024-Dec-07 00:00:00,10.0,PP,,,PERM,
d1c9565c-c38,SCH4,f076c169,233,16df9b82,2024-Oct-19 00:00:00,10.0,VA,,,LNCH,
d1c9565c-c38,SCH4,acf0c736,234,16df9b82,2024-Dec-18 00:00:00,10.0,PP,,,PERM,N
d1c9565c-c38,SCH4,5a999252,235,16df9b82,2024-Oct-29 00:00:00,10.0,SM,BU,,LNCH,
d1c9565c-c38,SCH4,11c2eb8b,236,16df9b82,2024-Oct-01 00:00:00,10.0,PP,,,FIXD,
d1c9565c-c38,SCH4,d77bff21,237,16df9b82,2024-Oct-08 00:00:00,10.0,SM,,,FIXD,
d1c9565c-c38,SCH4,178e1f41,238,16df9b82,2024-Dec-10 00:00:00,10.0,VA,,,FIXD,
d1c9565c-c38,SCH4,30029d1d,239,16df9b82,2024-Oct-15 00:00:00,10.0,SM,,,PERM,A
d1c9565c-c38,SCH4,c7a2dbf7,240,16df9b82,2024-Oct-15 00:00:00,10.0,VP,,,PERM,K
d1c9565c-c38,SCH4,ca61318c,241,16df9b82,2024-Sep-01 00:00:00,10.0,SM,,,LNCH,K
d1c9565c-c38,SCH4,ed39b8ab,242,16df9b82,2024-Nov-25 00:00:00,10.0,PP,DA,,FIXD,
db7d1df4-066,SCH3,f179d9b7,243,3aa136fb,2024-Dec-02 00:00:00,10.0,RA,,DM,LNCH,
dcb2e204-424,SCH5,23687c28,244,42014bc1,2024-Sep-04 00:00:00,10.0,PP,,,PERM,N
dcb2e204-424,SCH5,1e0e3ee3,245,42014bc1,2024-Nov-19 00:00:00,10.0,VA,,,FIXD,
dcb2e204-424,SCH5,eba6c58d,246,42014bc1,2024-Dec-16 00:00:00,10.0,RA,,,PERM,N
e1588eef-12c,SCH6,9381d0d5,247,ec4dfb6f,2024-Nov-05 00:00:00,10.0,VA,,,FIXD,A
e1588eef-12c,SCH6,54a47769,248,ec4dfb6f,2024-Nov-21 00:00:00,10.0,RA,,,LNCH,
e7f25645-f6b,SCH7,88d42f78,249,1c7e080a,2024-Sep-02 00:00:00,10.0,PP,,,LNCH,
e7f25645-f6b,SCH7,44f63c43,250,1c7e080a,2024-Dec-12 00:00:00,10.0,SM,,,LNCH,
e7f25645-f6b,SCH7,754ef67c,251,1c7e080a,2024-Sep-21 00:00:00,10.0,BU,,,PERM,S
e7f25645-f6b,SCH7,3e9e503a,252,1c7e080a,2024-Sep-26 00:00:00,10.0,VA,DA,,FIXD,
e8ec5b80-016,SCH6,197d2e44,253,bc42395e,2024-Oct-25 00:00:00,10.0,PA,,,LNCH,
e8ec5b80-016,SCH6,44d16730,254,bc42395e,2024-Nov-28 00:00:00,10.0,TH,,,FIXD,A
e8ec5b80-016,SCH6,2de7d473,255,bc42395e,2024-Sep-30 00:00:00,10.0,BU,,,PERM,
e8ec5b80-016,SCH6,cdfeed78,256,bc42395e,2024-Oct-18 00:00:00,10.0,SM,,,LNCH,
e8ec5b80-016,SCH6,d2cdfca5,257,bc42395e,2024-Nov-11 00:00:00,10.0,VA,VP,PP,FIXD,N
e8ec5b80-016,SCH6,e91d4c1f,258,bc42395e,2024-Dec-03 00:00:00,10.0,VP,,,FIXD,P
e8ec5b80-016,SCH6,dfa255f9,259,bc42395e,2024-Nov-23 00:00:00,10.0,BU,,,FIXD,N
e92cde0a-bc2,SCH8,53c502cc,260,6e01b38b,2024-Sep-07 00:00:00,10.0,PP,BU,,LNCH,
e92cde0a-bc2,SCH8,334af098,261,6e01b38b,2024-Nov-13 00:00:00,10.0,BU,,,LNCH,P
e92cde0a-bc2,SCH8,04894e3e,262,6e01b38b,2024-Oct-21 00:00:00,10.0,VA,,,LNCH,A
e92cde0a-bc2,SCH8,e9cef8c4,263,6e01b38b,2024-Dec-03 00:00:00,10.0,SM,,,PERM,
e9bde712-19a,SCH8,c15be068,264,afce471a,2024-Oct-03 00:00:00,10.0,DB,,,LNCH,E
e9bde712-19a,SCH8,c11778cc,265,afce471a,2024-Sep-15 00:00:00,10.0,MT,,,PERM,
e9bde712-19a,SCH8,3e79e2f3,266,afce471a,2024-Oct-09 00:00:00,10.0,TH,,,LNCH,S
e9bde712-19a,SCH8,c5d02436,267,afce471a,2024-Nov-20 00:00:00,10.0,MT,SM,,PERM,
e9bde712-19a,SCH8,06b226aa,268,afce471a,2024-Nov-02 00:00:00,10.0,SM,,,FIXD,P
e9bde712-19a,SCH8,1fa0f421,269,afce471a,2024-Dec-07 00:00:00,10.0,RA,BU,,LNCH,P
ece65289-c87,SCH5,d8fbbaec,270,62a38a10,2024-Sep-28 00:00:00,10.0,VA,SM,,PERM,
ece65289-c87,SCH5,ce23978c,271,62a38a10,2024-Dec-12 00:00:00,10.0,VP,,,PERM,K
ece65289-c87,SCH5,a5eef1b0,272,62a38a10,2024-Sep-22 00:00:00,10.0,DA,,,LNCH,
ece65289-c87,SCH5,a1500f3d,273,62a38a10,2024-Oct-21 00:00:00,10.0,PA,PA,,FIXD,P
ece65289-c87,SCH5,d7a94a39,274,62a38a10,2024-Oct-09 00:00:00,10.0,TH,PP,,FIXD,K
ece65289-c87,SCH5,91d98949,275,62a38a10,2024-Oct-16 00:00:00,10.0,DM,,,PERM,
ece65289-c87,SCH5,8a0b9b9e,276,62a38a10,2024-Oct-18 00:00:00,10.0,VA,,,PERM,
ece65289-c87,SCH5,ef49694a,277,62a38a10,2024-Nov-06 00:00:00,10.0,DB,,,LNCH,P
ece65289-c87,SCH5,da38606b,278,62a38a10,2024-Oct-18 00:00:00,10.0,SM,,,PERM,
ece65289-c87,SCH5,30ab44d3,279,62a38a10,2024-Nov-24 00:00:00,10.0,BU,,,PERM,E
ed020016-d3f,SCH5,ff79e9c4,280,3654e72d,2024-Nov-25 00:00:00,10.0,VA,,,FIXD,N
ed020016-d3f,SCH5,fbbbddab,281,3654e72d,2024-Sep-19 00:00:00,10.0,PP,,,PERM,S
ed020016-d3f,SCH5,9493e0e3,282,3654e72d,2024-Nov-08 00:00:00,10.0,BU,,,FIXD,
ed020016-d3f,SCH5,afc4a36e,283,3654e72d,2024-Sep-01 00:00:00,10.0,VP,,,PERM,
ed020016-d3f,SCH5,01cdf0b0,284,3654e72d,2024-Sep-01 00:00:00,10.0,RA,,,FIXD,
ed020016-d3f,SCH5,def7a3a9,285,3654e72d,2024-Nov-07 00:00:00,10.0,PP,SM,,PERM,
f1963879-559,SCH2,de0bb664,286,467ab2fb,2024-Sep-13 00:00:00,10.0,PP,,,LNCH,S
f1963879-559,SCH2,5cfe9018,287,467ab2fb,2024-Sep-12 00:00:00,10.0,MT,,,FIXD,K
f1963879-559,SCH2,6b2be756,288,467ab2fb,2024-Oct-14 00:00:00,10.0,BU,,,LNCH,S
f1963879-559,SCH2,704885dc,289,467ab2fb,2024-Nov-25 00:00:00,10.0,DM,,,PERM,
f8b5f0ca-226,SCH4,ea9d7096,290,4cce0467,2024-Nov-16 00:00:00,10.0,PA,,,PERM,
f8b5f0ca-226,SCH4,22877d37,291,4cce0467,2024-Oct-10 00:00:00,10.0,DM,,,PERM,N
f8b5f0ca-226,SCH4,477cbeba,292,4cce0467,2024-Nov-06 00:00:00,10.0,VA,SM,,LNCH,E
f8b5f0ca-226,SCH4,e77dfb7e,293,4cce0467,2024-Sep-23 00:00:00,10.0,VP,,,LNCH,S
f8b5f0ca-226,SCH4,d3fa8fb9,294,4cce0467,2024-Oct-11 00:00:00,10.0,BU,PA,,FIXD,K
f8b5f0ca-226,SCH4,0ce9a82c,295,4cce0467,2024-Nov-09 00:00:00,10.0,RA,PP,,FIXD,S
f8b5f0ca-226,SCH4,df193b21,296,4cce0467,2024-Nov-01 00:00:00,10.0,PA,,,PERM,P
f8b5f0ca-226,SCH4,9383c26e,297,4cce0467,2024-Nov-01 00:00:00,10.0,PP,,,PERM,
f8b5f0ca-226,SCH4,89ee3f31,298,4cce0467,2024-Nov-09 00:00:00,10.0,BU,,,FIXD,N
fdbda661-0a5,SCH8,14d887ab,299,42ba3cae,2024-Sep-20 00:00:00,10.0,RA,,,LNCH,K
fdbda661-0a5,SCH8,379c2d32,300,42ba3cae,2024-Nov-09 00:00:00,10.0,PA,,DA,LNCH,S
fdbda661-0a5,SCH8,7528de14,301,42ba3cae,2024-Oct-12 00:00:00,10.0,BU,VP,,FIXD,
fdbda661-0a5,SCH8,185298fe,302,42ba3cae,2024-Oct-22 00:00:00,10.0,PP,TH,,PERM,A
fdbda661-0a5,SCH8,51723679,303,42ba3cae,2024-Sep-14 00:00:00,10.0,PA,PA,,LNCH,
fdbda661-0a5,SCH8,58e3f3ba,304,42ba3cae,2024-Oct-23 00:00:00,10.0,DA,,,LNCH,E
fdbda661-0a5,SCH8,d38ac20c,305,42ba3cae,2024-Sep-30 00:00:00,10.0,SM,,,LNCH,
ff7e8742-36a,SCH1,6b2f473c,306,028b2fb3,2024-Nov-01 00:00:00,10.0,PP,,,LNCH,
ff7e8742-36a,SCH1,5586cfa8,307,028b2fb3,2024-Oct-08 00:00:00,10.0,VP,,,FIXD,E
ff7e8742-36a,SCH1,5b902590,308,028b2fb3,2024-Dec-15 00:00:00,10.0,DA,PA,,FIXD,A
ff8fe436-66a,SCH3,c72a62df,309,6dff1794,2024-Nov-01 00:00:00,10.0,VP,,,PERM,
ff8fe436-66a,SCH3,97c78854,310,6dff1794,2024-Oct-19 00:00:00,10.0,BU,,,FIXD,S
ff8fe436-66a,SCH3,24a6eabf,311,6dff1794,2024-Nov-14 00:00:00,10.0,BU,VA,,PERM,A
ff8fe436-66a,SCH3,8e7e2202,312,6dff1794,2024-Sep-20 00:00:00,10.0,BU,,,PERM,P
ff8fe436-66a,SCH3,e3df6a0e,313,6dff1794,2024-Oct-05 00:00:00,10.0,VP,,,PERM,N
ff8fe436-66a,SCH3,a3ed04fd,314,6dff1794,2024-Sep-02 00:00:00,10.0,DB,,,LNCH,K
ff8fe436-66a,SCH3,5940cd12,315,6dff1794,2024-Sep-05 00:00:00,10.0,VA,,,PERM,
ff8fe436-66a,SCH3,f0d955b5,316,6dff1794,2024-Sep-08 00:00:00,10.0,SM,,,FIXD,S
ff8fe436-66a,SCH3,9c39d3a4,317,6dff1794,2024-Dec-18 00:00:00,10.0,BU,,,PERM,E
ff8fe436-66a,SCH3,25fc51f4,318,6dff1794,2024-Oct-04 00:00:00,10.0,PP,DA,,PERM,S
