pupilonrolltableid,NativeId,termlyexclusionsonrolltableid,termlyexclusionsonrollorderseqcolumn,sourceid,startdate,sessions,reason1,reason2,reason3,category,senprovision
4229f829-fc9,SCH3,a57e131f,2460,1c10de34,2025-Mar-23 00:00:00,10.0,PA,PA,,LNCH,
4229f829-fc9,SCH3,a5101b20,2461,1c10de34,2025-Feb-06 00:00:00,10.0,RA,,,PERM,
42398ea6-530,SCH6,04cae348,2462,de8d0318,2025-Mar-11 00:00:00,10.0,BU,,OT,FIXD,N
42398ea6-530,SCH6,c65725c3,2463,de8d0318,2025-Feb-12 00:00:00,10.0,VA,,,LNCH,N
42398ea6-530,SCH6,c9959c7d,2464,de8d0318,2025-Mar-13 00:00:00,10.0,TH,RA,,PERM,N
42398ea6-530,SCH6,cbacb199,2465,de8d0318,2025-Mar-26 00:00:00,10.0,VA,,,LNCH,N
42398ea6-530,SCH6,8488547c,2466,de8d0318,2025-Jan-12 00:00:00,10.0,PA,,,FIXD,N
42398ea6-530,SCH6,b75c8774,2467,de8d0318,2025-Jan-09 00:00:00,10.0,TH,,,LNCH,N
4248a8b2-024,SCH8,b51001ed,2468,1615cd49,2025-Mar-18 00:00:00,10.0,RA,,,FIXD,
4248a8b2-024,SCH8,89b14b37,2469,1615cd49,2025-Jan-23 00:00:00,10.0,PA,,,FIXD,
4248a8b2-024,SCH8,95c30758,2470,1615cd49,2025-Mar-17 00:00:00,10.0,DB,,BU,FIXD,
4248a8b2-024,SCH8,097b4cd8,2471,1615cd49,2025-Feb-27 00:00:00,10.0,PA,,,FIXD,
4248a8b2-024,SCH8,fc51b25b,2472,1615cd49,2025-Jan-21 00:00:00,10.0,VA,,,FIXD,
429a7e67-4a8,SCH5,8a7e4044,2473,d7edbae6,2025-Feb-11 00:00:00,10.0,VA,,,LNCH,E
42d6856c-da2,SCH7,f1c3d215,2474,239da70d,2025-Feb-08 00:00:00,10.0,SM,,,PERM,
42d6856c-da2,SCH7,d28a6f13,2475,239da70d,2025-Mar-19 00:00:00,10.0,RA,PA,,PERM,
42d6856c-da2,SCH7,ab219d6e,2476,239da70d,2025-Jan-22 00:00:00,10.0,PP,,,LNCH,
42d6856c-da2,SCH7,ebde2263,2477,239da70d,2025-Mar-08 00:00:00,10.0,DB,VA,,FIXD,
42d6856c-da2,SCH7,293e388f,2478,239da70d,2025-Mar-23 00:00:00,10.0,RA,,,FIXD,
42d6856c-da2,SCH7,3ab05f4b,2479,239da70d,2025-Jan-08 00:00:00,10.0,RA,,,LNCH,
42d6856c-da2,SCH7,4710dc55,2480,239da70d,2025-Mar-09 00:00:00,10.0,RA,DB,,FIXD,
431f3c2b-8ec,SCH6,836aceeb,2481,99d5396c,2025-Feb-09 00:00:00,10.0,RA,,,PERM,N
431f3c2b-8ec,SCH6,5eceabec,2482,99d5396c,2025-Apr-04 00:00:00,10.0,VP,,,LNCH,N
431f3c2b-8ec,SCH6,86fec40c,2483,99d5396c,2025-Feb-26 00:00:00,10.0,VP,,,PERM,N
431f3c2b-8ec,SCH6,96c16dd7,2484,99d5396c,2025-Mar-18 00:00:00,10.0,BU,,,PERM,N
431f3c2b-8ec,SCH6,0b70f179,2485,99d5396c,2025-Jan-19 00:00:00,10.0,PP,PP,,PERM,N
431f3c2b-8ec,SCH6,f50d5973,2486,99d5396c,2025-Feb-26 00:00:00,10.0,VP,RA,,PERM,N
431f3c2b-8ec,SCH6,3b2253db,2487,99d5396c,2025-Apr-02 00:00:00,10.0,DM,,,PERM,N
431f3c2b-8ec,SCH6,6cca86d0,2488,99d5396c,2025-Feb-28 00:00:00,10.0,RA,,,PERM,N
431f3c2b-8ec,SCH6,5a546cab,2489,99d5396c,2025-Feb-18 00:00:00,10.0,BU,,,FIXD,N
43e8b00d-86c,SCH8,44696ade,2490,fb157f7b,2025-Jan-09 00:00:00,10.0,PA,,,PERM,
43e8b00d-86c,SCH8,7617cbde,2491,fb157f7b,2025-Mar-13 00:00:00,10.0,RA,PP,,LNCH,
43e8b00d-86c,SCH8,533aefe4,2492,fb157f7b,2025-Apr-04 00:00:00,10.0,OT,,,LNCH,
43e8b00d-86c,SCH8,3d17fff7,2493,fb157f7b,2025-Apr-09 00:00:00,10.0,OT,PP,,FIXD,
43e8b00d-86c,SCH8,3f99075f,2494,fb157f7b,2025-Mar-15 00:00:00,10.0,PP,,,FIXD,
43e8b00d-86c,SCH8,4d95efab,2495,fb157f7b,2025-Jan-11 00:00:00,10.0,PA,,,PERM,
43e8b00d-86c,SCH8,18f355c3,2496,fb157f7b,2025-Apr-09 00:00:00,10.0,RA,,,LNCH,
43e8b00d-86c,SCH8,26b60908,2497,fb157f7b,2025-Mar-21 00:00:00,10.0,RA,,,PERM,
43e8b00d-86c,SCH8,1cf059aa,2498,fb157f7b,2025-Mar-23 00:00:00,10.0,DB,,,FIXD,
43e8b00d-86c,SCH8,dc25381d,2499,fb157f7b,2025-Jan-26 00:00:00,10.0,RA,DM,,PERM,
4402e901-dd8,SCH1,5c783021,2500,39bc226a,2025-Mar-13 00:00:00,10.0,PP,RA,,FIXD,
4402e901-dd8,SCH1,5de0a00d,2501,39bc226a,2025-Jan-18 00:00:00,10.0,DB,,,PERM,
4402e901-dd8,SCH1,add9d3b6,2502,39bc226a,2025-Jan-21 00:00:00,10.0,SM,VP,,PERM,
4402e901-dd8,SCH1,f047a9d3,2503,39bc226a,2025-Apr-05 00:00:00,10.0,DA,,,FIXD,
440e9672-2ef,SCH1,e409a302,2504,0333d2fb,2025-Jan-27 00:00:00,10.0,SM,SM,,LNCH,
440e9672-2ef,SCH1,6a3b4b8b,2505,0333d2fb,2025-Mar-12 00:00:00,10.0,RA,,,FIXD,
440e9672-2ef,SCH1,decfa9f4,2506,0333d2fb,2025-Mar-19 00:00:00,10.0,DB,SM,,FIXD,
440e9672-2ef,SCH1,b5ed8813,2507,0333d2fb,2025-Mar-03 00:00:00,10.0,SM,,,LNCH,
440e9672-2ef,SCH1,3b888b87,2508,0333d2fb,2025-Feb-26 00:00:00,10.0,DA,,,PERM,
44372588-6ff,SCH5,6a2a7f69,2509,7ad8eee5,2025-Mar-30 00:00:00,10.0,PA,,,PERM,E
44372588-6ff,SCH5,09ce1b15,2510,7ad8eee5,2025-Jan-16 00:00:00,10.0,RA,RA,,LNCH,E
44372588-6ff,SCH5,e00a907b,2511,7ad8eee5,2025-Jan-06 00:00:00,10.0,RA,,,FIXD,E
44372588-6ff,SCH5,13f31628,2512,7ad8eee5,2025-Jan-07 00:00:00,10.0,DB,,,LNCH,E
44372588-6ff,SCH5,56a4a3cf,2513,7ad8eee5,2025-Jan-09 00:00:00,10.0,PA,,,FIXD,E
44372588-6ff,SCH5,80098e34,2514,7ad8eee5,2025-Feb-17 00:00:00,10.0,SM,,,FIXD,E
44372588-6ff,SCH5,eb1c4da6,2515,7ad8eee5,2025-Mar-04 00:00:00,10.0,OT,DA,,FIXD,E
44372588-6ff,SCH5,ee783887,2516,7ad8eee5,2025-Jan-19 00:00:00,10.0,PA,,,PERM,E
44372588-6ff,SCH5,8acb29af,2517,7ad8eee5,2025-Feb-19 00:00:00,10.0,TH,OT,,FIXD,E
44372588-6ff,SCH5,e3303c7b,2518,7ad8eee5,2025-Feb-27 00:00:00,10.0,PP,RA,,PERM,E
44a027a7-0c3,SCH7,11a47731,2519,07ea3f5e,2025-Jan-24 00:00:00,10.0,PP,DA,,LNCH,
44a027a7-0c3,SCH7,95cc0aba,2520,07ea3f5e,2025-Mar-15 00:00:00,10.0,PA,,,FIXD,
44a027a7-0c3,SCH7,b68b6fc8,2521,07ea3f5e,2025-Mar-13 00:00:00,10.0,DM,VP,,FIXD,
44aca408-4bc,SCH7,f1829f52,2522,60eb7008,2025-Feb-07 00:00:00,10.0,DA,OT,,PERM,K
44aca408-4bc,SCH7,2ae11303,2523,60eb7008,2025-Mar-26 00:00:00,10.0,SM,,,PERM,K
44aca408-4bc,SCH7,f1928f94,2524,60eb7008,2025-Mar-06 00:00:00,10.0,VA,VA,,FIXD,K
44cbb969-075,SCH8,bbae368d,2525,18c68367,2025-Mar-28 00:00:00,10.0,TH,PA,DA,FIXD,N
44cbb969-075,SCH8,60b9ff92,2526,18c68367,2025-Feb-19 00:00:00,10.0,PP,,,PERM,N
44cbb969-075,SCH8,4e1106ec,2527,18c68367,2025-Mar-14 00:00:00,10.0,DB,,,LNCH,N
44cbb969-075,SCH8,4279f0bd,2528,18c68367,2025-Apr-09 00:00:00,10.0,OT,,,FIXD,N
44cbb969-075,SCH8,9fdea12c,2529,18c68367,2025-Apr-05 00:00:00,10.0,VP,,,PERM,N
44ddb7c1-33d,SCH5,6fb793ec,2530,d563e852,2025-Mar-16 00:00:00,10.0,VA,,,LNCH,
44ddb7c1-33d,SCH5,9eaba417,2531,d563e852,2025-Jan-17 00:00:00,10.0,VA,,,LNCH,
44ddb7c1-33d,SCH5,bdb544b5,2532,d563e852,2025-Mar-18 00:00:00,10.0,RA,,,LNCH,
44ddb7c1-33d,SCH5,d01fd6c8,2533,d563e852,2025-Mar-01 00:00:00,10.0,PP,,,PERM,
44ddb7c1-33d,SCH5,d9eb9222,2534,d563e852,2025-Mar-02 00:00:00,10.0,VA,,,LNCH,
44ddb7c1-33d,SCH5,be151f08,2535,d563e852,2025-Mar-03 00:00:00,10.0,PP,,,PERM,
44efad81-521,SCH8,f8b3191b,2536,0849949a,2025-Feb-01 00:00:00,10.0,DB,,,PERM,
44efad81-521,SCH8,c8c83e87,2537,0849949a,2025-Jan-12 00:00:00,10.0,RA,VP,,FIXD,
44efad81-521,SCH8,1ce8e06d,2538,0849949a,2025-Jan-21 00:00:00,10.0,OT,TH,,LNCH,
44efad81-521,SCH8,ce5446ee,2539,0849949a,2025-Jan-27 00:00:00,10.0,TH,,,FIXD,
44efad81-521,SCH8,4145e425,2540,0849949a,2025-Feb-26 00:00:00,10.0,PP,,,LNCH,
44efad81-521,SCH8,52952aa3,2541,0849949a,2025-Jan-29 00:00:00,10.0,DM,PP,,FIXD,
45235be6-ca0,SCH8,84b10ee4,2542,17516ba7,2025-Mar-03 00:00:00,10.0,VA,DB,,PERM,
45235be6-ca0,SCH8,68c54d9f,2543,17516ba7,2025-Feb-07 00:00:00,10.0,DA,OT,,PERM,
45235be6-ca0,SCH8,0b55676a,2544,17516ba7,2025-Jan-19 00:00:00,10.0,VA,PA,,LNCH,
45235be6-ca0,SCH8,330ddc3e,2545,17516ba7,2025-Feb-08 00:00:00,10.0,VA,,,LNCH,
45235be6-ca0,SCH8,6a0457f8,2546,17516ba7,2025-Feb-16 00:00:00,10.0,RA,,,PERM,
45235be6-ca0,SCH8,fa857fcb,2547,17516ba7,2025-Apr-07 00:00:00,10.0,DA,,,FIXD,
45235be6-ca0,SCH8,eea30289,2548,17516ba7,2025-Mar-29 00:00:00,10.0,PP,,,FIXD,
45235be6-ca0,SCH8,a87928dc,2549,17516ba7,2025-Mar-06 00:00:00,10.0,RA,,SM,FIXD,
45235be6-ca0,SCH8,0ba4715d,2550,17516ba7,2025-Mar-18 00:00:00,10.0,DM,PP,,PERM,
4527d30c-aac,SCH3,715f029c,2551,50c87f8f,2025-Mar-06 00:00:00,10.0,VA,,,FIXD,S
4527d30c-aac,SCH3,42d21786,2552,50c87f8f,2025-Jan-22 00:00:00,10.0,VP,,,FIXD,S
4527d30c-aac,SCH3,3e47080a,2553,50c87f8f,2025-Feb-26 00:00:00,10.0,VP,,,LNCH,S
4527d30c-aac,SCH3,bf86c75f,2554,50c87f8f,2025-Feb-24 00:00:00,10.0,VA,,,PERM,S
4527d30c-aac,SCH3,6aeb0f0d,2555,50c87f8f,2025-Jan-24 00:00:00,10.0,RA,,,FIXD,S
4527d30c-aac,SCH3,8ed988de,2556,50c87f8f,2025-Feb-20 00:00:00,10.0,PP,,,LNCH,S
4527d30c-aac,SCH3,ba584e98,2557,50c87f8f,2025-Mar-08 00:00:00,10.0,BU,,SM,PERM,S
4527d30c-aac,SCH3,34e2efc4,2558,50c87f8f,2025-Feb-20 00:00:00,10.0,OT,,PP,PERM,S
4527d30c-aac,SCH3,14a49cee,2559,50c87f8f,2025-Mar-08 00:00:00,10.0,RA,,,PERM,S
4527d30c-aac,SCH3,a688877e,2560,50c87f8f,2025-Mar-07 00:00:00,10.0,DA,,,PERM,S
455386a7-743,SCH7,b9335fcb,2561,e13e3370,2025-Jan-13 00:00:00,10.0,BU,,,PERM,
455386a7-743,SCH7,ca0a5344,2562,e13e3370,2025-Feb-20 00:00:00,10.0,OT,,,PERM,
455386a7-743,SCH7,ac2bcb15,2563,e13e3370,2025-Feb-28 00:00:00,10.0,DM,,,FIXD,
455386a7-743,SCH7,ef24bb23,2564,e13e3370,2025-Jan-10 00:00:00,10.0,PP,,,FIXD,
45a0e49e-82a,SCH8,b1a4f2f6,2565,9d57838b,2025-Mar-05 00:00:00,10.0,DM,PP,,FIXD,
45bad112-831,SCH6,1b2516c6,2566,3168781c,2025-Feb-06 00:00:00,10.0,PP,PA,,PERM,
45bad112-831,SCH6,c1475648,2567,3168781c,2025-Mar-29 00:00:00,10.0,VP,,,PERM,
45ca8bb1-1fc,SCH5,802a68c1,2568,5969678a,2025-Apr-06 00:00:00,10.0,PP,RA,,FIXD,K
45ca8bb1-1fc,SCH5,ef5bea97,2569,5969678a,2025-Jan-14 00:00:00,10.0,PP,,,FIXD,K
45ca8bb1-1fc,SCH5,5e628c8d,2570,5969678a,2025-Jan-11 00:00:00,10.0,RA,,,PERM,K
45ca8bb1-1fc,SCH5,58764ebc,2571,5969678a,2025-Feb-11 00:00:00,10.0,SM,,,PERM,K
45ca8bb1-1fc,SCH5,e4614f17,2572,5969678a,2025-Feb-23 00:00:00,10.0,SM,,,LNCH,K
45ca8bb1-1fc,SCH5,33545a05,2573,5969678a,2025-Feb-20 00:00:00,10.0,DM,,,FIXD,K
45ca8bb1-1fc,SCH5,ed58e2cf,2574,5969678a,2025-Apr-06 00:00:00,10.0,VP,,,FIXD,K
45ca8bb1-1fc,SCH5,976a8e78,2575,5969678a,2025-Jan-31 00:00:00,10.0,VP,TH,,FIXD,K
45ca8bb1-1fc,SCH5,bf4adc3f,2576,5969678a,2025-Apr-02 00:00:00,10.0,BU,,,LNCH,K
45ca8bb1-1fc,SCH5,134651c8,2577,5969678a,2025-Mar-21 00:00:00,10.0,PP,,,LNCH,K
45ce4242-d04,SCH3,b85334b3,2578,32fe9bf9,2025-Feb-21 00:00:00,10.0,PP,,,PERM,
45ce4242-d04,SCH3,c12dd5bd,2579,32fe9bf9,2025-Mar-20 00:00:00,10.0,SM,,,PERM,
45ce4242-d04,SCH3,3e44bb93,2580,32fe9bf9,2025-Jan-27 00:00:00,10.0,SM,,,PERM,
45ce4242-d04,SCH3,9bdc845f,2581,32fe9bf9,2025-Jan-20 00:00:00,10.0,DA,RA,,LNCH,
45ce4242-d04,SCH3,5bf22a0f,2582,32fe9bf9,2025-Feb-26 00:00:00,10.0,PA,,,LNCH,
45ce4242-d04,SCH3,3cead888,2583,32fe9bf9,2025-Mar-06 00:00:00,10.0,OT,,,FIXD,
45ce4242-d04,SCH3,352fc915,2584,32fe9bf9,2025-Mar-17 00:00:00,10.0,VA,VA,,FIXD,
45ce4242-d04,SCH3,e0c40841,2585,32fe9bf9,2025-Feb-12 00:00:00,10.0,OT,,,FIXD,
45ce4242-d04,SCH3,c8f2e43c,2586,32fe9bf9,2025-Mar-30 00:00:00,10.0,VP,,,FIXD,
45e6fd59-c3a,SCH3,b9fc2b32,2587,d5910468,2025-Jan-27 00:00:00,10.0,VA,OT,,LNCH,E
45e6fd59-c3a,SCH3,0f3657da,2588,d5910468,2025-Mar-24 00:00:00,10.0,BU,OT,,FIXD,E
45e6fd59-c3a,SCH3,6e60b08e,2589,d5910468,2025-Jan-22 00:00:00,10.0,RA,DA,,FIXD,E
45e6fd59-c3a,SCH3,7a87e0ef,2590,d5910468,2025-Feb-18 00:00:00,10.0,VP,,,FIXD,E
45e6fd59-c3a,SCH3,92a570cc,2591,d5910468,2025-Jan-15 00:00:00,10.0,DA,,,PERM,E
45ff637c-2b2,SCH3,3db52724,2592,7bfe9b3e,2025-Feb-05 00:00:00,10.0,PA,,BU,FIXD,
45ff637c-2b2,SCH3,87b5645f,2593,7bfe9b3e,2025-Feb-10 00:00:00,10.0,RA,OT,,FIXD,
45ff637c-2b2,SCH3,89c5a651,2594,7bfe9b3e,2025-Feb-10 00:00:00,10.0,RA,,,PERM,
4600ed4a-747,SCH1,c50b08b1,2595,5a294df2,2025-Feb-03 00:00:00,10.0,PP,PA,,PERM,
4600ed4a-747,SCH1,a1ccb61a,2596,5a294df2,2025-Jan-27 00:00:00,10.0,PP,,,LNCH,
4600ed4a-747,SCH1,f4bd397c,2597,5a294df2,2025-Feb-03 00:00:00,10.0,PA,,,LNCH,
4600ed4a-747,SCH1,e16e3faf,2598,5a294df2,2025-Feb-01 00:00:00,10.0,RA,DB,,PERM,
4600ed4a-747,SCH1,52ee9d0b,2599,5a294df2,2025-Feb-19 00:00:00,10.0,OT,,,FIXD,
4600ed4a-747,SCH1,68ed03ac,2600,5a294df2,2025-Jan-09 00:00:00,10.0,BU,SM,,FIXD,
4600ed4a-747,SCH1,2a19ef3e,2601,5a294df2,2025-Feb-12 00:00:00,10.0,DM,,,LNCH,
4600ed4a-747,SCH1,b06b011f,2602,5a294df2,2025-Feb-05 00:00:00,10.0,DB,,,LNCH,
462734f0-751,SCH7,40ec77a3,2603,db5899a6,2025-Jan-25 00:00:00,10.0,BU,,,PERM,E
462734f0-751,SCH7,647c420d,2604,db5899a6,2025-Mar-10 00:00:00,10.0,OT,,,FIXD,E
462734f0-751,SCH7,64d72309,2605,db5899a6,2025-Jan-08 00:00:00,10.0,DA,,,FIXD,E
462734f0-751,SCH7,920e363e,2606,db5899a6,2025-Jan-15 00:00:00,10.0,VA,RA,,FIXD,E
462734f0-751,SCH7,48626701,2607,db5899a6,2025-Feb-05 00:00:00,10.0,BU,,,PERM,E
462734f0-751,SCH7,c10ed7d2,2608,db5899a6,2025-Feb-27 00:00:00,10.0,PP,,,FIXD,E
462734f0-751,SCH7,9166a0d1,2609,db5899a6,2025-Jan-27 00:00:00,10.0,PA,,,FIXD,E
4647c140-c25,SCH5,d967ac8e,2610,4bcda41c,2025-Mar-19 00:00:00,10.0,VA,,,FIXD,
4647c140-c25,SCH5,35f26082,2611,4bcda41c,2025-Feb-09 00:00:00,10.0,VP,,,FIXD,
4647c140-c25,SCH5,095f050d,2612,4bcda41c,2025-Mar-01 00:00:00,10.0,PA,OT,,FIXD,
4647c140-c25,SCH5,5c5f4c96,2613,4bcda41c,2025-Feb-28 00:00:00,10.0,DB,,,LNCH,
464e7ebb-3a1,SCH1,70834ed7,2614,779e27f1,2025-Jan-29 00:00:00,10.0,OT,,,PERM,
464e7ebb-3a1,SCH1,2e3f2d38,2615,779e27f1,2025-Apr-06 00:00:00,10.0,PP,,,FIXD,
464e7ebb-3a1,SCH1,6aa4bb1a,2616,779e27f1,2025-Feb-24 00:00:00,10.0,VA,,,PERM,
464e7ebb-3a1,SCH1,094c5ed2,2617,779e27f1,2025-Mar-17 00:00:00,10.0,SM,,,LNCH,
464e7ebb-3a1,SCH1,f55ebb4e,2618,779e27f1,2025-Jan-27 00:00:00,10.0,VA,,,PERM,
464e7ebb-3a1,SCH1,2875b48f,2619,779e27f1,2025-Mar-14 00:00:00,10.0,SM,,,FIXD,
464e7ebb-3a1,SCH1,11ca64d2,2620,779e27f1,2025-Mar-28 00:00:00,10.0,PP,SM,,PERM,
464e7ebb-3a1,SCH1,c6846774,2621,779e27f1,2025-Feb-26 00:00:00,10.0,VA,,,FIXD,
464e7ebb-3a1,SCH1,4a8fcbe9,2622,779e27f1,2025-Mar-23 00:00:00,10.0,PP,,,PERM,
464f064a-085,SCH4,8fcaae8a,2623,05fcf219,2025-Mar-15 00:00:00,10.0,BU,,,FIXD,
464f064a-085,SCH4,e40bc999,2624,05fcf219,2025-Mar-24 00:00:00,10.0,PP,,,PERM,
464f064a-085,SCH4,f1f9ecf7,2625,05fcf219,2025-Mar-04 00:00:00,10.0,PA,,,PERM,
464f064a-085,SCH4,e46ce690,2626,05fcf219,2025-Jan-26 00:00:00,10.0,PP,,,PERM,
464f064a-085,SCH4,f9b670f2,2627,05fcf219,2025-Mar-23 00:00:00,10.0,RA,DB,,PERM,
464f064a-085,SCH4,ee986fd6,2628,05fcf219,2025-Jan-08 00:00:00,10.0,SM,,,FIXD,
464f064a-085,SCH4,78b75e76,2629,05fcf219,2025-Feb-01 00:00:00,10.0,OT,RA,,PERM,
464f064a-085,SCH4,c45577b1,2630,05fcf219,2025-Mar-01 00:00:00,10.0,RA,,,LNCH,
464f064a-085,SCH4,fb729fa2,2631,05fcf219,2025-Feb-16 00:00:00,10.0,OT,,,FIXD,
464f064a-085,SCH4,34ccbac0,2632,05fcf219,2025-Mar-05 00:00:00,10.0,PP,,,PERM,
46531416-948,SCH3,e1525bf3,2633,3a47835f,2025-Apr-03 00:00:00,10.0,PP,,,FIXD,
46531416-948,SCH3,40a83eaf,2634,3a47835f,2025-Mar-14 00:00:00,10.0,BU,,,PERM,
46531416-948,SCH3,adc64cfa,2635,3a47835f,2025-Apr-05 00:00:00,10.0,PA,,,FIXD,
46531416-948,SCH3,6016b082,2636,3a47835f,2025-Feb-03 00:00:00,10.0,DB,,,PERM,
46531416-948,SCH3,bd437f7f,2637,3a47835f,2025-Jan-13 00:00:00,10.0,DB,,,PERM,
46531416-948,SCH3,b049b3be,2638,3a47835f,2025-Feb-11 00:00:00,10.0,PA,DM,,FIXD,
46531416-948,SCH3,472bc426,2639,3a47835f,2025-Mar-19 00:00:00,10.0,TH,PP,,FIXD,
46531416-948,SCH3,44d0f873,2640,3a47835f,2025-Mar-11 00:00:00,10.0,PA,,,PERM,
46531416-948,SCH3,0d3cc8ed,2641,3a47835f,2025-Mar-20 00:00:00,10.0,RA,,,LNCH,
46531416-948,SCH3,10f0ea24,2642,3a47835f,2025-Jan-14 00:00:00,10.0,VA,,,FIXD,
46647de8-297,SCH2,5d22696e,2643,be593c32,2025-Apr-07 00:00:00,10.0,PP,BU,,FIXD,A
46647de8-297,SCH2,79305f40,2644,be593c32,2025-Mar-19 00:00:00,10.0,PP,,,PERM,A
46647de8-297,SCH2,aab5f131,2645,be593c32,2025-Feb-02 00:00:00,10.0,DB,,,LNCH,A
46647de8-297,SCH2,6b027748,2646,be593c32,2025-Mar-18 00:00:00,10.0,SM,PP,,FIXD,A
46647de8-297,SCH2,26a8e038,2647,be593c32,2025-Mar-23 00:00:00,10.0,DM,,,LNCH,A
46647de8-297,SCH2,4140ca04,2648,be593c32,2025-Feb-01 00:00:00,10.0,PP,,,PERM,A
46647de8-297,SCH2,9dc4cd61,2649,be593c32,2025-Mar-01 00:00:00,10.0,PP,,,PERM,A
46647de8-297,SCH2,e9ca15b6,2650,be593c32,2025-Apr-08 00:00:00,10.0,PP,,,PERM,A
466517e8-596,SCH3,8b5e122d,2651,beb424d0,2025-Mar-07 00:00:00,10.0,DB,,,FIXD,
466517e8-596,SCH3,e9aba7a3,2652,beb424d0,2025-Feb-07 00:00:00,10.0,PP,,,FIXD,
466517e8-596,SCH3,a0dc813e,2653,beb424d0,2025-Mar-30 00:00:00,10.0,PP,,,PERM,
466517e8-596,SCH3,00cfa688,2654,beb424d0,2025-Mar-15 00:00:00,10.0,RA,,,LNCH,
466517e8-596,SCH3,9d1c050e,2655,beb424d0,2025-Apr-05 00:00:00,10.0,PP,,,PERM,
466517e8-596,SCH3,2f2e1765,2656,beb424d0,2025-Jan-22 00:00:00,10.0,PP,,,FIXD,
466517e8-596,SCH3,1bba2a77,2657,beb424d0,2025-Mar-26 00:00:00,10.0,PP,,,PERM,
466517e8-596,SCH3,29bd1408,2658,beb424d0,2025-Mar-28 00:00:00,10.0,TH,,,LNCH,
466517e8-596,SCH3,7654497f,2659,beb424d0,2025-Apr-08 00:00:00,10.0,VA,,,PERM,
466da26c-aab,SCH7,2c2655a1,2660,2fd4ead3,2025-Apr-02 00:00:00,10.0,SM,,,LNCH,
466da26c-aab,SCH7,6dcfe2be,2661,2fd4ead3,2025-Apr-02 00:00:00,10.0,PA,PA,,PERM,
466da26c-aab,SCH7,678b38a0,2662,2fd4ead3,2025-Mar-08 00:00:00,10.0,DA,SM,,LNCH,
466da26c-aab,SCH7,6a5058c9,2663,2fd4ead3,2025-Feb-19 00:00:00,10.0,VP,,VP,FIXD,
46b2f12b-316,SCH8,383d3632,2664,5f24c4e9,2025-Feb-08 00:00:00,10.0,PP,,,PERM,E
46b2f12b-316,SCH8,6da449f7,2665,5f24c4e9,2025-Mar-20 00:00:00,10.0,VP,,,PERM,E
46b2f12b-316,SCH8,19ec9cb2,2666,5f24c4e9,2025-Feb-24 00:00:00,10.0,PP,PP,,LNCH,E
46b2f12b-316,SCH8,6168ef88,2667,5f24c4e9,2025-Feb-20 00:00:00,10.0,PP,,,LNCH,E
46b2f12b-316,SCH8,ff93dd82,2668,5f24c4e9,2025-Feb-17 00:00:00,10.0,SM,PP,,PERM,E
46b2f12b-316,SCH8,fe7643e1,2669,5f24c4e9,2025-Feb-03 00:00:00,10.0,DB,,,FIXD,E
46b2f12b-316,SCH8,850f2775,2670,5f24c4e9,2025-Jan-31 00:00:00,10.0,PP,,,FIXD,E
46b2f12b-316,SCH8,00db5bee,2671,5f24c4e9,2025-Apr-01 00:00:00,10.0,PP,,,LNCH,E
46b2f12b-316,SCH8,a5a2ca42,2672,5f24c4e9,2025-Mar-22 00:00:00,10.0,VP,BU,,LNCH,E
46b2f12b-316,SCH8,fbd83936,2673,5f24c4e9,2025-Feb-04 00:00:00,10.0,PA,,,LNCH,E
46baf8c1-ed0,SCH1,e7e09f60,2674,43fb39fc,2025-Jan-31 00:00:00,10.0,RA,,,FIXD,
46baf8c1-ed0,SCH1,0477c005,2675,43fb39fc,2025-Jan-19 00:00:00,10.0,PA,DB,,FIXD,
46becff0-215,SCH3,6ca3bda8,2676,ae587259,2025-Mar-19 00:00:00,10.0,PP,,,FIXD,
46becff0-215,SCH3,bd787302,2677,ae587259,2025-Feb-13 00:00:00,10.0,PA,,,PERM,
46becff0-215,SCH3,9ed08613,2678,ae587259,2025-Mar-11 00:00:00,10.0,VA,,,PERM,
46becff0-215,SCH3,99c336ff,2679,ae587259,2025-Jan-15 00:00:00,10.0,DM,,,PERM,
46becff0-215,SCH3,7da94750,2680,ae587259,2025-Mar-14 00:00:00,10.0,PP,,,PERM,
46becff0-215,SCH3,602fb83f,2681,ae587259,2025-Mar-05 00:00:00,10.0,VA,,,PERM,
46becff0-215,SCH3,3e85fe88,2682,ae587259,2025-Mar-21 00:00:00,10.0,OT,RA,,LNCH,
46becff0-215,SCH3,72760ae2,2683,ae587259,2025-Mar-11 00:00:00,10.0,DB,VP,,FIXD,
46becff0-215,SCH3,cfe45038,2684,ae587259,2025-Feb-27 00:00:00,10.0,OT,OT,,FIXD,
46becff0-215,SCH3,6cc06861,2685,ae587259,2025-Mar-02 00:00:00,10.0,DB,PP,,LNCH,
46c76a87-5ba,SCH6,beb7f163,2686,6b6bc06c,2025-Mar-31 00:00:00,10.0,SM,,,LNCH,
46c76a87-5ba,SCH6,8ac5616c,2687,6b6bc06c,2025-Mar-22 00:00:00,10.0,DB,OT,,PERM,
46c76a87-5ba,SCH6,06e76701,2688,6b6bc06c,2025-Mar-10 00:00:00,10.0,PP,,,FIXD,
46c76a87-5ba,SCH6,331c8a94,2689,6b6bc06c,2025-Mar-25 00:00:00,10.0,DB,PA,,FIXD,
46c76a87-5ba,SCH6,08760e9a,2690,6b6bc06c,2025-Jan-29 00:00:00,10.0,RA,,,FIXD,
