pupilonrolltableid,NativeId,senneedstableid,senneedsorderseqcolumn,sourceid,sentyperank,sentype
451dfe50-e8a,SCH8,7f4d9466,4554,b803635e,1.0,88998dae
451dfe50-e8a,SCH8,014fc7d4,4553,b803635e,1.0,ca36761c
45368f38-c77,SCH1,d74335af,4558,98591ff6,1.0,25e3bc12
45368f38-c77,SCH1,c4615c88,4560,98591ff6,3.0,325743b8
45368f38-c77,SCH1,5fb34427,4557,98591ff6,3.0,6750033c
45368f38-c77,SCH1,8b9b920c,4559,98591ff6,2.0,7091aa6c
45368f38-c77,SCH1,3134a126,4556,98591ff6,1.0,79907cb9
45368f38-c77,SCH1,692924c4,4561,98591ff6,5.0,7ca70d65
45368f38-c77,SCH1,b1b51d2e,4555,98591ff6,3.0,e4d49094
45368f38-c77,SCH1,81bc07a3,4562,98591ff6,3.0,e77d0bcf
455386a7-743,SCH7,279f6408,4565,e13e3370,2.0,0e763563
455386a7-743,SCH7,022e9a55,4563,e13e3370,2.0,1a15316b
455386a7-743,SCH7,28a3c13b,4564,e13e3370,3.0,b60674a2
45716150-c78,SCH5,eacf5cd2,4566,848c6a3b,2.0,1c125a4a
45716150-c78,SCH5,64750823,4568,848c6a3b,1.0,3154dd22
45716150-c78,SCH5,cb6c2641,4571,848c6a3b,1.0,4a1c441f
45716150-c78,SCH5,20702dba,4570,848c6a3b,3.0,5bec8233
45716150-c78,SCH5,0afdbebc,4572,848c6a3b,5.0,813e1e65
45716150-c78,SCH5,c670057c,4569,848c6a3b,1.0,af6e19e6
45716150-c78,SCH5,a00b7def,4567,848c6a3b,5.0,e02b1f1d
45716150-c78,SCH5,78bc1154,4573,848c6a3b,3.0,ff57e7c1
45a0e49e-82a,SCH8,9873988e,4578,9d57838b,1.0,024506d4
45a0e49e-82a,SCH8,77e2d38f,4579,9d57838b,3.0,13df5008
45a0e49e-82a,SCH8,8f64b919,4576,9d57838b,1.0,439c64b8
45a0e49e-82a,SCH8,d63acc78,4574,9d57838b,1.0,638dd909
45a0e49e-82a,SCH8,d366a766,4575,9d57838b,3.0,9f3b087e
45a0e49e-82a,SCH8,9c43ae6d,4577,9d57838b,2.0,c32b4082
45b39a55-d9c,SCH7,5383d22f,4583,2a6f3948,2.0,11dbf1fa
45b39a55-d9c,SCH7,292e2056,4581,2a6f3948,1.0,5b52884b
45b39a55-d9c,SCH7,1cba1505,4584,2a6f3948,3.0,799240f5
45b39a55-d9c,SCH7,dc827a65,4582,2a6f3948,2.0,7c283572
45b39a55-d9c,SCH7,b7433411,4585,2a6f3948,1.0,9264e654
45b39a55-d9c,SCH7,a94040ac,4586,2a6f3948,1.0,c22970ce
45b39a55-d9c,SCH7,41287785,4580,2a6f3948,4.0,f307297c
45b9f338-6ed,SCH5,c78ff60a,4592,89703d9f,3.0,2c870255
45b9f338-6ed,SCH5,0e413053,4590,89703d9f,2.0,68ace053
45b9f338-6ed,SCH5,5990b71a,4588,89703d9f,1.0,8a5f5967
45b9f338-6ed,SCH5,a94d6ae9,4587,89703d9f,1.0,8df57f8d
45b9f338-6ed,SCH5,5a7470ae,4591,89703d9f,2.0,b73773e6
45b9f338-6ed,SCH5,0ad40b02,4589,89703d9f,7.0,e0fbfe6f
45bcfc07-e91,SCH5,1c3733be,4594,61bec217,1.0,0c376598
45bcfc07-e91,SCH5,dd305fc9,4595,61bec217,1.0,244df003
45bcfc07-e91,SCH5,6f429913,4593,61bec217,3.0,2f027aea
45ce4242-d04,SCH3,6b0ca3de,4596,32fe9bf9,1.0,cb1e6745
45e6fd59-c3a,SCH3,095d95f8,4602,d5910468,6.0,0f548d9f
45e6fd59-c3a,SCH3,6fcd96f4,4599,d5910468,3.0,10dc5841
45e6fd59-c3a,SCH3,759bf746,4603,d5910468,1.0,2c3d9649
45e6fd59-c3a,SCH3,019c2db9,4601,d5910468,3.0,3ea8494e
45e6fd59-c3a,SCH3,f3c24594,4600,d5910468,1.0,75e90597
45e6fd59-c3a,SCH3,3e973222,4598,d5910468,1.0,b910855b
45e6fd59-c3a,SCH3,79e2312d,4597,d5910468,3.0,bbd9b8b0
4603f1e4-1bf,SCH5,6c9b4d98,4610,6cd9f55e,3.0,10023c90
4603f1e4-1bf,SCH5,63a263de,4606,6cd9f55e,2.0,2da479ee
4603f1e4-1bf,SCH5,a93f2cc8,4604,6cd9f55e,3.0,4e02a1c2
4603f1e4-1bf,SCH5,26ebe7d4,4612,6cd9f55e,1.0,65ba6e80
4603f1e4-1bf,SCH5,9e198b19,4609,6cd9f55e,4.0,82314909
4603f1e4-1bf,SCH5,5793694d,4605,6cd9f55e,1.0,a667ba09
4603f1e4-1bf,SCH5,fd0872c8,4607,6cd9f55e,2.0,d06cb3e3
4603f1e4-1bf,SCH5,883bc150,4613,6cd9f55e,3.0,d40bc1a2
4603f1e4-1bf,SCH5,c27672b9,4611,6cd9f55e,5.0,f500cf8b
4603f1e4-1bf,SCH5,a9ec8369,4608,6cd9f55e,1.0,ff4dd803
4647c140-c25,SCH5,bafdc851,4617,4bcda41c,4.0,06c7f6cf
4647c140-c25,SCH5,f041e668,4616,4bcda41c,2.0,11b1942d
4647c140-c25,SCH5,357b0709,4618,4bcda41c,1.0,36845fce
4647c140-c25,SCH5,27be4251,4615,4bcda41c,1.0,52d79f65
4647c140-c25,SCH5,24d93b6f,4619,4bcda41c,1.0,5d4a1127
4647c140-c25,SCH5,b6f469a1,4614,4bcda41c,4.0,5d6d53f2
4647c140-c25,SCH5,ca5e309f,4620,4bcda41c,7.0,622945c3
4647c140-c25,SCH5,6ed93201,4621,4bcda41c,5.0,8f983f25
464c2095-069,SCH1,ba7560b3,4624,139ef55a,2.0,03dfd8b5
464c2095-069,SCH1,2b1be8eb,4622,139ef55a,1.0,1bf71e33
464c2095-069,SCH1,6de08773,4623,139ef55a,5.0,5e9d3c48
465cb6b0-bc1,SCH1,025042bf,4631,6d335fb0,1.0,0378a73e
465cb6b0-bc1,SCH1,9ad6a084,4627,6d335fb0,1.0,05c6323c
465cb6b0-bc1,SCH1,1feaca91,4628,6d335fb0,1.0,13d623be
465cb6b0-bc1,SCH1,ad8d7208,4625,6d335fb0,1.0,29eceaee
465cb6b0-bc1,SCH1,08998a7a,4632,6d335fb0,1.0,707d4269
465cb6b0-bc1,SCH1,1bd394ad,4626,6d335fb0,1.0,7237dad8
465cb6b0-bc1,SCH1,3bb24ec7,4634,6d335fb0,1.0,9a39f6b9
465cb6b0-bc1,SCH1,f0934fff,4629,6d335fb0,2.0,9c047f62
465cb6b0-bc1,SCH1,86bf358d,4633,6d335fb0,1.0,eb226e1b
465cb6b0-bc1,SCH1,a7d89e0c,4630,6d335fb0,1.0,f7be5562
46628d9b-b2a,SCH2,312faf53,4641,5a6e3854,1.0,0fa24413
46628d9b-b2a,SCH2,dc387d8e,4636,5a6e3854,3.0,384f46e5
46628d9b-b2a,SCH2,ee45fae1,4637,5a6e3854,1.0,547f638f
46628d9b-b2a,SCH2,a830cf2e,4638,5a6e3854,3.0,56d473db
46628d9b-b2a,SCH2,9b399c65,4640,5a6e3854,1.0,58286031
46628d9b-b2a,SCH2,db59ff5b,4639,5a6e3854,6.0,8b1d14c1
46628d9b-b2a,SCH2,46f12437,4635,5a6e3854,3.0,f0a13603
46647de8-297,SCH2,0074e1cc,4642,be593c32,3.0,037d7b80
46647de8-297,SCH2,8ce3cbfd,4643,be593c32,1.0,b8690bf8
46647de8-297,SCH2,4f01e0f4,4644,be593c32,2.0,ca45bf13
4664c758-db1,SCH7,ce3afd25,4647,74b77e83,1.0,26b0e21a
4664c758-db1,SCH7,3d06ba8e,4646,74b77e83,1.0,6ee7752f
4664c758-db1,SCH7,85fc03f4,4645,74b77e83,3.0,ab797663
466da26c-aab,SCH7,62b88218,4654,2fd4ead3,3.0,016cec75
466da26c-aab,SCH7,31b29861,4656,2fd4ead3,2.0,0cf67735
466da26c-aab,SCH7,d73785e2,4652,2fd4ead3,1.0,5400f6f8
466da26c-aab,SCH7,56995d86,4653,2fd4ead3,5.0,5ff29f0d
466da26c-aab,SCH7,95ee4dbf,4649,2fd4ead3,5.0,7056a2dd
466da26c-aab,SCH7,1434eb6c,4655,2fd4ead3,1.0,75ad45aa
466da26c-aab,SCH7,d2238f68,4651,2fd4ead3,1.0,bc3691b4
466da26c-aab,SCH7,1315df42,4650,2fd4ead3,1.0,eaf5ce83
466da26c-aab,SCH7,32e93d3f,4648,2fd4ead3,3.0,ecedfcc6
466da26c-aab,SCH7,61ef9c14,4657,2fd4ead3,3.0,f031ecb2
467af3b6-82a,SCH3,b3e07532,4659,8afafc57,1.0,066fcadc
467af3b6-82a,SCH3,3baca28b,4661,8afafc57,5.0,0928f12c
467af3b6-82a,SCH3,cb923beb,4660,8afafc57,2.0,14749560
467af3b6-82a,SCH3,cb72dc66,4658,8afafc57,4.0,42f571d6
467af3b6-82a,SCH3,45f6f7c3,4663,8afafc57,2.0,4edb1041
467af3b6-82a,SCH3,b3969a21,4665,8afafc57,2.0,96590e0f
467af3b6-82a,SCH3,df628290,4664,8afafc57,3.0,a297c437
467af3b6-82a,SCH3,e6fc3f8c,4662,8afafc57,5.0,fb0d8bc1
46858050-ea7,SCH1,3131f501,4670,ebe3a67d,1.0,27dab406
46858050-ea7,SCH1,297d1246,4668,ebe3a67d,1.0,298fd82b
46858050-ea7,SCH1,de34aee5,4669,ebe3a67d,1.0,3f81c9cd
46858050-ea7,SCH1,e0946c6a,4666,ebe3a67d,6.0,4e928a3d
46858050-ea7,SCH1,679afdba,4667,ebe3a67d,1.0,7ae40c58
46afa4e5-1a5,SCH8,6cfd17ab,4672,6078fa0a,2.0,103d5819
46afa4e5-1a5,SCH8,dd31fd12,4675,6078fa0a,4.0,283d7624
46afa4e5-1a5,SCH8,dac16eb5,4676,6078fa0a,6.0,3e7660b5
46afa4e5-1a5,SCH8,cc9ad639,4674,6078fa0a,1.0,9e678e40
46afa4e5-1a5,SCH8,a76bb2b8,4671,6078fa0a,1.0,a7599127
46afa4e5-1a5,SCH8,3655c04a,4673,6078fa0a,1.0,bd756371
46afa4e5-1a5,SCH8,513654ba,4677,6078fa0a,2.0,c9087f0a
46cb25df-a87,SCH4,4ae682f9,4684,0a67c075,1.0,5bf74a80
46cb25df-a87,SCH4,7cf679af,4679,0a67c075,2.0,67a53a94
46cb25df-a87,SCH4,b442e51f,4678,0a67c075,1.0,6a0d568a
46cb25df-a87,SCH4,f8b100cb,4682,0a67c075,3.0,9c6fa362
46cb25df-a87,SCH4,ce369c46,4685,0a67c075,3.0,bed79fbd
46cb25df-a87,SCH4,eb6be3db,4686,0a67c075,1.0,cbc5b131
46cb25df-a87,SCH4,998cb9bc,4687,0a67c075,3.0,d91cfffa
46cb25df-a87,SCH4,3b580e39,4683,0a67c075,1.0,ebcb4e10
46cb25df-a87,SCH4,a1c54f51,4680,0a67c075,2.0,f4f5a25f
46cb25df-a87,SCH4,15a7a650,4681,0a67c075,3.0,f7838814
4704da57-adf,SCH2,5d3d6a14,4688,ffc90041,3.0,050fe0f0
4704da57-adf,SCH2,45483130,4689,ffc90041,1.0,1c81726f
4704da57-adf,SCH2,2592f1e2,4690,ffc90041,4.0,1eda8352
4704da57-adf,SCH2,842a0859,4692,ffc90041,1.0,373dcf16
4704da57-adf,SCH2,0afde36a,4691,ffc90041,2.0,75b52fd0
4704da57-adf,SCH2,9047c7f0,4693,ffc90041,1.0,e5d52a6b
470e79a9-412,SCH5,196e31bb,4694,9d7ae329,1.0,5272fc04
47291407-b4f,SCH6,da5d0901,4699,8eba783c,1.0,1f5fa733
47291407-b4f,SCH6,77506751,4697,8eba783c,1.0,49331fa5
47291407-b4f,SCH6,b3ad2697,4698,8eba783c,1.0,6c97979d
47291407-b4f,SCH6,6d0763bf,4696,8eba783c,1.0,ee2530a2
47291407-b4f,SCH6,947d1419,4695,8eba783c,3.0,f05abaf3
47291407-b4f,SCH6,5af90f3f,4700,8eba783c,1.0,f2625b3f
472b89b6-e7c,SCH5,d0b919fa,4701,e9648f44,2.0,b70191b0
474130b9-684,SCH8,7e5a6eca,4705,b2251737,5.0,15c86c5d
474130b9-684,SCH8,2579f887,4709,b2251737,1.0,30bdc292
474130b9-684,SCH8,efebec0d,4706,b2251737,4.0,5a5bb7ac
474130b9-684,SCH8,36c6b1d8,4707,b2251737,4.0,96f2f805
474130b9-684,SCH8,4ea84c66,4708,b2251737,1.0,9dd987d8
474130b9-684,SCH8,c975e4b1,4710,b2251737,4.0,a47ba779
474130b9-684,SCH8,487d686b,4702,b2251737,5.0,a549cd64
474130b9-684,SCH8,b0a0f67c,4703,b2251737,1.0,ab8f5919
474130b9-684,SCH8,1cfdeb78,4704,b2251737,3.0,baf7c376
4742df1a-69b,SCH5,99f2c0be,4712,4e7c9053,1.0,9a175527
4742df1a-69b,SCH5,400ed87f,4711,4e7c9053,3.0,b3807085
47592a2a-f40,SCH4,ad2af263,4715,95e1f1df,1.0,60be92fc
47592a2a-f40,SCH4,ea608cad,4714,95e1f1df,4.0,656ddafd
47592a2a-f40,SCH4,f5f77c09,4713,95e1f1df,1.0,df2f395f
475f9a37-2b7,SCH4,20df758e,4717,7461562a,2.0,5e733147
475f9a37-2b7,SCH4,e773de9b,4716,7461562a,3.0,68d7a68d
475f9a37-2b7,SCH4,2f9f4727,4718,7461562a,1.0,bddda847
4760cb81-52a,SCH1,f3dcc6a1,4719,2f62c999,1.0,37f98b95
4760cb81-52a,SCH1,2bfe7542,4720,2f62c999,3.0,74242a3f
4760cb81-52a,SCH1,e6ebda51,4721,2f62c999,2.0,dec43177
478474b4-0c0,SCH1,9e126227,4723,ff2d1979,2.0,1c126335
478474b4-0c0,SCH1,a9f7aa15,4722,ff2d1979,1.0,40af38b0
478474b4-0c0,SCH1,235dada2,4724,ff2d1979,2.0,700d8ce0
478f8f15-21b,SCH4,8f13cf32,4732,3e8ede0d,2.0,051aa923
478f8f15-21b,SCH4,8463c8c6,4731,3e8ede0d,1.0,25ea71c4
478f8f15-21b,SCH4,f214758b,4727,3e8ede0d,1.0,2ae0f35a
478f8f15-21b,SCH4,faeee343,4728,3e8ede0d,3.0,54f9ce67
478f8f15-21b,SCH4,4a3eba23,4725,3e8ede0d,2.0,5e774f9f
478f8f15-21b,SCH4,4103fa03,4726,3e8ede0d,3.0,637d14d6
478f8f15-21b,SCH4,98b7391e,4730,3e8ede0d,3.0,8b0d60ed
478f8f15-21b,SCH4,c550a479,4729,3e8ede0d,2.0,f26483da
4793d645-c3e,SCH5,3632b467,4736,818cf4b5,2.0,9499ef56
4793d645-c3e,SCH5,e8b38608,4737,818cf4b5,1.0,9884e81b
4793d645-c3e,SCH5,ab23b6c7,4733,818cf4b5,3.0,c341492e
4793d645-c3e,SCH5,ea46a985,4735,818cf4b5,3.0,c688bce1
4793d645-c3e,SCH5,29654147,4738,818cf4b5,2.0,f2f46c2c
4793d645-c3e,SCH5,282a1aca,4734,818cf4b5,1.0,f3b06208
47b87165-fe1,SCH3,76fef80a,4739,32369a7d,2.0,57262616
47ba90c5-947,SCH6,67f600bc,4742,00fdf1da,2.0,23635908
47ba90c5-947,SCH6,64a21a2b,4746,00fdf1da,3.0,2fc3efa4
47ba90c5-947,SCH6,af15fe9a,4748,00fdf1da,1.0,4375579a
47ba90c5-947,SCH6,fd98c209,4743,00fdf1da,3.0,59a8ebb4
47ba90c5-947,SCH6,b96951d3,4740,00fdf1da,3.0,a2efbffb
47ba90c5-947,SCH6,60079d68,4744,00fdf1da,5.0,b662c312
47ba90c5-947,SCH6,2caff144,4749,00fdf1da,3.0,be266017
47ba90c5-947,SCH6,69a3c146,4747,00fdf1da,4.0,e536e54b
47ba90c5-947,SCH6,db88b4b7,4741,00fdf1da,1.0,eb613cb1
47ba90c5-947,SCH6,fa854893,4745,00fdf1da,1.0,ff730a82
47ca34b3-4b6,SCH7,d7678748,4752,1d972ae5,1.0,257794ec
47ca34b3-4b6,SCH7,2eb43886,4751,1d972ae5,3.0,324ec81a
47ca34b3-4b6,SCH7,ea6168cd,4750,1d972ae5,1.0,e9695ea9
47e370c8-67b,SCH8,74c4c2e8,4758,09d0672f,1.0,2f827e07
47e370c8-67b,SCH8,6bc9ebc3,4757,09d0672f,4.0,6b6fd69e
47e370c8-67b,SCH8,9248ef01,4756,09d0672f,1.0,83a43070
47e370c8-67b,SCH8,dfe73a4a,4755,09d0672f,1.0,d0b8eade
47e370c8-67b,SCH8,04f66051,4753,09d0672f,2.0,ddff677e
47e370c8-67b,SCH8,0312cfc2,4754,09d0672f,2.0,de7a8c7c
47fe676c-096,SCH8,7cbd3697,4760,2708eaec,2.0,9e3f26e8
47fe676c-096,SCH8,2c5bb408,4759,2708eaec,1.0,ef825cc9
4827aa11-2ea,SCH7,3b81a558,4762,3a6e4da7,1.0,bc16c287
4827aa11-2ea,SCH7,a8fd0b25,4761,3a6e4da7,1.0,fd975acf
4831164b-7c7,SCH8,5b79322a,4770,2484036a,1.0,0b7e1292
4831164b-7c7,SCH8,3541cc31,4767,2484036a,1.0,150c5375
4831164b-7c7,SCH8,b8511626,4766,2484036a,1.0,18e37cb6
4831164b-7c7,SCH8,f5f99a3f,4765,2484036a,2.0,28935b50
4831164b-7c7,SCH8,cd0d56bf,4764,2484036a,3.0,4840c81a
4831164b-7c7,SCH8,7ddfdda3,4769,2484036a,2.0,83df64ae
4831164b-7c7,SCH8,4d00888d,4772,2484036a,3.0,9314bbfe
4831164b-7c7,SCH8,b4be86e4,4771,2484036a,2.0,e4ae8407
4831164b-7c7,SCH8,a8a48d6c,4768,2484036a,1.0,e4b9d53a
4831164b-7c7,SCH8,f7372ae1,4763,2484036a,1.0,ec99885a
48354085-88c,SCH8,1a99cdec,4773,2be17c61,1.0,6f7f1811
48354085-88c,SCH8,35ed561f,4776,2be17c61,2.0,91f31fb3
48354085-88c,SCH8,e753872d,4775,2be17c61,1.0,ab88f5d9
48354085-88c,SCH8,d92597d0,4777,2be17c61,1.0,af15e041
48354085-88c,SCH8,168ad767,4774,2be17c61,5.0,f70fd03e
4835f5a9-fe0,SCH5,3d5c5939,4780,31693615,1.0,18568cd9
4835f5a9-fe0,SCH5,98a29117,4779,31693615,6.0,39d23241
4835f5a9-fe0,SCH5,212eb659,4781,31693615,1.0,5fe48afa
4835f5a9-fe0,SCH5,2063c7ad,4786,31693615,7.0,7f0ff25d
4835f5a9-fe0,SCH5,7aa5b595,4783,31693615,2.0,a5a87113
4835f5a9-fe0,SCH5,5791eb50,4782,31693615,3.0,b8db19a2
4835f5a9-fe0,SCH5,f2fa614d,4785,31693615,6.0,c9b7e26c
4835f5a9-fe0,SCH5,80c5ab3c,4778,31693615,2.0,ee633b88
4835f5a9-fe0,SCH5,eaa57181,4784,31693615,1.0,ffab3c6c
48364164-1b1,SCH7,d2d1bad4,4794,059f4f1e,3.0,121701f0
48364164-1b1,SCH7,a2176c3a,4787,059f4f1e,2.0,266db28c
48364164-1b1,SCH7,0e50eaac,4789,059f4f1e,5.0,2e515466
48364164-1b1,SCH7,22a57e16,4793,059f4f1e,1.0,64c7706e
48364164-1b1,SCH7,39b35981,4792,059f4f1e,2.0,6971cae9
48364164-1b1,SCH7,cdc3abeb,4790,059f4f1e,2.0,75e2613b
48364164-1b1,SCH7,560cabac,4795,059f4f1e,3.0,9f0fa521
48364164-1b1,SCH7,8ebcaa82,4796,059f4f1e,3.0,bc9eb492
48364164-1b1,SCH7,6469a187,4788,059f4f1e,3.0,eca4d3b8
48364164-1b1,SCH7,2abefd43,4791,059f4f1e,1.0,ed752c36
484fbe06-a81,SCH1,718f6320,4797,af8fdfc8,6.0,a03e5b6c
48565d3d-bc3,SCH2,2810e514,4801,ac59ae02,3.0,05dc11af
48565d3d-bc3,SCH2,129533fc,4800,ac59ae02,1.0,2db0da03
48565d3d-bc3,SCH2,afe89c5c,4803,ac59ae02,2.0,32ca2ecc
48565d3d-bc3,SCH2,7d3ce778,4804,ac59ae02,1.0,3e29fe29
48565d3d-bc3,SCH2,1365a393,4806,ac59ae02,2.0,6b77cc4b
48565d3d-bc3,SCH2,a46769b5,4799,ac59ae02,4.0,c4d484ca
48565d3d-bc3,SCH2,7b37e9b6,4802,ac59ae02,3.0,d61564c6
48565d3d-bc3,SCH2,c25a8d9d,4805,ac59ae02,2.0,e27652c3
48565d3d-bc3,SCH2,8117b0ec,4798,ac59ae02,3.0,f5978425
4867e4ec-baf,SCH3,e6ef3d6e,4808,b861c88c,1.0,286fba4e
4867e4ec-baf,SCH3,a86cb77d,4810,b861c88c,1.0,50351846
4867e4ec-baf,SCH3,c5d97a8e,4811,b861c88c,1.0,65cd4623
4867e4ec-baf,SCH3,e7bede80,4809,b861c88c,6.0,801ba20e
4867e4ec-baf,SCH3,efc09dc6,4812,b861c88c,2.0,e2edcd8b
4867e4ec-baf,SCH3,4968a203,4807,b861c88c,1.0,ec5da7ea
487a92e0-cab,SCH5,81deb161,4813,8e6a4874,3.0,59ee1950
487a92e0-cab,SCH5,bd4a072b,4814,8e6a4874,3.0,9b5150a6
487a92e0-cab,SCH5,849c1148,4815,8e6a4874,1.0,b03a8871
487a92e0-cab,SCH5,4ec51ec1,4818,8e6a4874,3.0,b62d8e3a
487a92e0-cab,SCH5,38a0c870,4816,8e6a4874,1.0,ba1dd6ec
487a92e0-cab,SCH5,f422a755,4819,8e6a4874,1.0,d69f22ee
487a92e0-cab,SCH5,f3396e82,4817,8e6a4874,1.0,f13680d3
4882c3ac-0f0,SCH1,a5e868af,4827,1065c245,1.0,27a1ed97
4882c3ac-0f0,SCH1,ffb4d31f,4821,1065c245,5.0,3fe68260
4882c3ac-0f0,SCH1,45a257fc,4822,1065c245,1.0,67b16d22
4882c3ac-0f0,SCH1,7787e1a0,4829,1065c245,2.0,8f6b4149
4882c3ac-0f0,SCH1,810d876f,4824,1065c245,1.0,a3570164
4882c3ac-0f0,SCH1,8861afa9,4820,1065c245,1.0,a7370290
4882c3ac-0f0,SCH1,40cb01e5,4823,1065c245,1.0,abfc03f4
4882c3ac-0f0,SCH1,3bc60e04,4825,1065c245,2.0,b00dbe7e
4882c3ac-0f0,SCH1,af649f80,4828,1065c245,4.0,e87d27df
4882c3ac-0f0,SCH1,e6964416,4826,1065c245,4.0,e905a494
488a0a3e-d49,SCH1,e61c7f52,4830,a4c67a12,3.0,6934bf53
488a0a3e-d49,SCH1,2cf8ea9f,4831,a4c67a12,5.0,9962397e
488a0a3e-d49,SCH1,2657afe7,4832,a4c67a12,1.0,fcad9cb1
489dad09-e27,SCH6,8623c599,4835,c80a1be2,2.0,6c08636b
489dad09-e27,SCH6,49470b2f,4838,c80a1be2,3.0,6c3e6134
489dad09-e27,SCH6,cbe91a80,4837,c80a1be2,5.0,7b8dfc4a
489dad09-e27,SCH6,40d430b2,4834,c80a1be2,8.0,9995231b
489dad09-e27,SCH6,86eddac6,4839,c80a1be2,3.0,a41ea2fd
489dad09-e27,SCH6,059de361,4833,c80a1be2,2.0,b663e072
489dad09-e27,SCH6,8ffeb913,4840,c80a1be2,2.0,c1738aa3
489dad09-e27,SCH6,6488a64c,4836,c80a1be2,2.0,dc9087d0
48a04243-a5b,SCH4,4a3492ce,4842,68a9c469,3.0,3d50d67f
48a04243-a5b,SCH4,9ffc7e14,4841,68a9c469,1.0,90b6349e
48a2a469-7e0,SCH2,791c841f,4843,44761157,1.0,7a8f8b86
48a2a469-7e0,SCH2,d304b2c6,4844,44761157,1.0,9d11d3d7
48c88111-d50,SCH2,fb761130,4846,8e1df3ec,1.0,06927ef3
48c88111-d50,SCH2,e3f6f0d5,4848,8e1df3ec,1.0,0cc07083
48c88111-d50,SCH2,f293b463,4845,8e1df3ec,1.0,15aded85
48c88111-d50,SCH2,b073f016,4852,8e1df3ec,2.0,1df7225d
48c88111-d50,SCH2,2cc92218,4850,8e1df3ec,1.0,770e0e97
48c88111-d50,SCH2,9c94fc2b,4847,8e1df3ec,2.0,848d76e4
48c88111-d50,SCH2,5673f685,4849,8e1df3ec,1.0,884b628b
48c88111-d50,SCH2,7047feab,4851,8e1df3ec,1.0,984d415a
48d9eb18-e98,SCH7,bbe6288e,4855,6ccf9ffe,1.0,309d8b5a
48d9eb18-e98,SCH7,37d1a3f2,4857,6ccf9ffe,3.0,60d94783
48d9eb18-e98,SCH7,3520cdc8,4853,6ccf9ffe,3.0,b87655b0
48d9eb18-e98,SCH7,b3f010e2,4854,6ccf9ffe,3.0,e5412c64
48d9eb18-e98,SCH7,01251813,4856,6ccf9ffe,5.0,ea15f84e
48d9eb18-e98,SCH7,42d68ce5,4858,6ccf9ffe,1.0,f2b3e693
48dca2dd-292,SCH6,25f53c2a,4862,296f505e,1.0,203db06a
48dca2dd-292,SCH6,1655a397,4859,296f505e,1.0,2a87b2c6
48dca2dd-292,SCH6,b92d0fc1,4863,296f505e,3.0,4abebc35
48dca2dd-292,SCH6,4ba25397,4861,296f505e,4.0,6e65570a
48dca2dd-292,SCH6,586d12f7,4860,296f505e,1.0,950bdae3
48eb4903-1ce,SCH8,3a4d47ec,4864,4704f447,1.0,2dc501d5
48eb4903-1ce,SCH8,53cbd170,4865,4704f447,1.0,e9e9063e
48f83e19-39e,SCH5,25d11bd3,4869,4249b8f4,3.0,583d0112
48f83e19-39e,SCH5,3009a3b3,4866,4249b8f4,1.0,7af59650
48f83e19-39e,SCH5,6535a436,4868,4249b8f4,5.0,8af65324
48f83e19-39e,SCH5,ed984544,4867,4249b8f4,4.0,c1867583
48fc5ffc-4fe,SCH6,1e404363,4873,a1ccb7c3,2.0,02cd6d21
48fc5ffc-4fe,SCH6,cff76b84,4870,a1ccb7c3,3.0,45d572b2
48fc5ffc-4fe,SCH6,1c53b85d,4871,a1ccb7c3,4.0,588635db
48fc5ffc-4fe,SCH6,98ab0029,4872,a1ccb7c3,4.0,c486e213
49093fbc-7e9,SCH4,5bc94160,4876,9d69f02a,4.0,64c59a59
49093fbc-7e9,SCH4,5d0116fe,4875,9d69f02a,2.0,6922ca14
49093fbc-7e9,SCH4,58098156,4877,9d69f02a,1.0,8968bc30
49093fbc-7e9,SCH4,2aa4f3eb,4874,9d69f02a,3.0,f0dd8b01
49176ea5-006,SCH5,514e175f,4878,29239af8,1.0,072d7437
49176ea5-006,SCH5,a54ab5b7,4880,29239af8,1.0,0951d5d6
49176ea5-006,SCH5,5454f3ff,4879,29239af8,1.0,2d9112b4
49176ea5-006,SCH5,22344754,4881,29239af8,3.0,e6478c06
49238ac8-f72,SCH4,710845c4,4886,dcd86488,4.0,04840092
49238ac8-f72,SCH4,b4dac569,4883,dcd86488,2.0,3a20cdeb
49238ac8-f72,SCH4,4a7c433b,4884,dcd86488,2.0,72c5372c
49238ac8-f72,SCH4,5c39d135,4882,dcd86488,1.0,7361477a
49238ac8-f72,SCH4,9b8c98c6,4887,dcd86488,1.0,aeafbf8d
49238ac8-f72,SCH4,fff63235,4885,dcd86488,1.0,f800a5c3
49343973-51b,SCH3,198c6c49,4890,f7e6ec1b,1.0,08e4162a
49343973-51b,SCH3,f294dbbd,4891,f7e6ec1b,3.0,2c12d51d
49343973-51b,SCH3,3962e1ab,4888,f7e6ec1b,6.0,73d40a97
49343973-51b,SCH3,455e4fab,4893,f7e6ec1b,1.0,987ce6b6
49343973-51b,SCH3,8132e5a6,4892,f7e6ec1b,2.0,9f092ab8
49343973-51b,SCH3,8300b776,4889,f7e6ec1b,1.0,f331ecd3
4959b964-b23,SCH2,01d858b4,4895,7ac48c88,3.0,5bc8516f
4959b964-b23,SCH2,540f4033,4896,7ac48c88,1.0,603936e2
4959b964-b23,SCH2,20e6bd5b,4897,7ac48c88,3.0,b2183be1
4959b964-b23,SCH2,88e7eabf,4898,7ac48c88,5.0,c01a6186
