pupilonrolltableid,NativeId,termlysessiondetailsonrolltableid,termlysessiondetailsonrollorderseqcolumn,sourceid,sessions,attendancereason
48c35e9d-03c,SCH7,5b026dda,14850,d393d2cb,134.0,Z
48c472fc-8c7,SCH7,e467ef91,14856,bae70d48,130.0,H
48c472fc-8c7,SCH7,accd0ff0,14858,bae70d48,132.0,I
48c472fc-8c7,SCH7,195e98f0,14861,bae70d48,112.0,M
48c472fc-8c7,SCH7,8b8c0305,14857,bae70d48,133.0,O
48c472fc-8c7,SCH7,7c8fe974,14860,bae70d48,133.0,R
48c472fc-8c7,SCH7,c267dbcf,14859,bae70d48,127.0,S
48c472fc-8c7,SCH7,9b14e17d,14863,bae70d48,129.0,U
48c5cf37-d15,SCH2,971f99e2,14866,1eacfc5f,127.0,I
48c5cf37-d15,SCH2,fa447ec5,14868,1eacfc5f,136.0,M
48c5cf37-d15,SCH2,bd4910be,14865,1eacfc5f,135.0,N
48c5cf37-d15,SCH2,ad15bc38,14864,1eacfc5f,132.0,O
48c5cf37-d15,SCH2,708db475,14867,1eacfc5f,127.0,T
48c613b1-434,SCH8,761e7d5a,14875,2cd98ae6,137.0,C
48c613b1-434,SCH8,d7bdddaa,14870,2cd98ae6,125.0,G
48c613b1-434,SCH8,38df6a7f,14872,2cd98ae6,131.0,H
48c613b1-434,SCH8,307738ec,14869,2cd98ae6,124.0,M
48c613b1-434,SCH8,11736062,14873,2cd98ae6,126.0,N
48c88111-d50,SCH2,67da7556,14878,8e1df3ec,131.0,C
48c88111-d50,SCH2,902e97f2,14882,8e1df3ec,130.0,H
48c88111-d50,SCH2,fd8ef6df,14883,8e1df3ec,127.0,I
48c88111-d50,SCH2,93a95981,14879,8e1df3ec,126.0,T
48c88111-d50,SCH2,c29f9e67,14881,8e1df3ec,133.0,U
48d0d644-cea,SCH3,ad674c68,14884,afadbde8,129.0,X
48d23fa6-75e,SCH7,06b3d382,14885,4af515de,135.0,C
48d23fa6-75e,SCH7,5c939f77,14887,4af515de,124.0,I
48d23fa6-75e,SCH7,d7d3b923,14886,4af515de,130.0,T
48d23fa6-75e,SCH7,891610f6,14888,4af515de,128.0,Y
48d9eb18-e98,SCH7,1b2235a2,14889,6ccf9ffe,133.0,E
48d9eb18-e98,SCH7,2dd94ed7,14890,6ccf9ffe,131.0,G
48dca2dd-292,SCH6,86d0d780,14892,296f505e,137.0,H
48dca2dd-292,SCH6,046d37a0,14893,296f505e,128.0,S
48dca2dd-292,SCH6,97c64e7c,14891,296f505e,125.0,U
48eb4903-1ce,SCH8,e4d2fb75,14897,4704f447,132.0,H
48eb4903-1ce,SCH8,e6ff365c,14896,4704f447,135.0,I
48eb4903-1ce,SCH8,4d493af5,14899,4704f447,133.0,N
48eb4903-1ce,SCH8,71b23a77,14894,4704f447,136.0,S
48f83e19-39e,SCH5,c9cbaeb8,14900,4249b8f4,136.0,C
48fc5ffc-4fe,SCH6,fb890eed,14903,a1ccb7c3,133.0,E
48fc5ffc-4fe,SCH6,56a79038,14906,a1ccb7c3,131.0,G
48fc5ffc-4fe,SCH6,5dbf80cd,14907,a1ccb7c3,125.0,H
48fc5ffc-4fe,SCH6,263e8831,14901,a1ccb7c3,123.0,M
48fc5ffc-4fe,SCH6,933fb722,14908,a1ccb7c3,134.0,N
48fc5ffc-4fe,SCH6,41e3b9b5,14909,a1ccb7c3,125.0,O
48fc5ffc-4fe,SCH6,723fd13a,14902,a1ccb7c3,134.0,X
4908cbbe-e8f,SCH7,15ad3e8c,14911,f78e76f2,134.0,G
4908cbbe-e8f,SCH7,886c7c86,14912,f78e76f2,130.0,N
4908cbbe-e8f,SCH7,5a0bc5ca,14913,f78e76f2,127.0,Y
4908cbbe-e8f,SCH7,d02b7feb,14915,f78e76f2,127.0,Z
49093fbc-7e9,SCH4,9af87bf2,14919,9d69f02a,122.0,C
49093fbc-7e9,SCH4,fe4ccbf0,14917,9d69f02a,126.0,G
49093fbc-7e9,SCH4,5b23b1f6,14918,9d69f02a,133.0,H
49112f5b-25d,SCH1,2434e0a8,14922,77a78629,120.0,G
49112f5b-25d,SCH1,ae960b0f,14921,77a78629,130.0,Y
49176ea5-006,SCH5,f6eb7192,14926,29239af8,135.0,C
49176ea5-006,SCH5,44e10490,14923,29239af8,128.0,I
49176ea5-006,SCH5,3ebce9d1,14924,29239af8,134.0,M
49176ea5-006,SCH5,0d63a45e,14927,29239af8,139.0,N
49238ac8-f72,SCH4,d3d60eab,14932,dcd86488,132.0,C
49238ac8-f72,SCH4,9ae8db13,14931,dcd86488,124.0,E
49238ac8-f72,SCH4,bc6de5b4,14935,dcd86488,126.0,M
49238ac8-f72,SCH4,9ff864eb,14929,dcd86488,124.0,N
49238ac8-f72,SCH4,ca3361ed,14928,dcd86488,131.0,T
49238ac8-f72,SCH4,341b26ad,14930,dcd86488,132.0,Y
49343973-51b,SCH3,129346e8,14937,f7e6ec1b,129.0,C
49343973-51b,SCH3,96d2b65a,14940,f7e6ec1b,131.0,E
49343973-51b,SCH3,ce67a90e,14941,f7e6ec1b,128.0,H
49343973-51b,SCH3,17878ea1,14938,f7e6ec1b,130.0,O
49343973-51b,SCH3,006c3356,14939,f7e6ec1b,132.0,U
4938561b-4bd,SCH7,48139346,14948,08efdccb,125.0,N
4938561b-4bd,SCH7,a31ffdf3,14947,08efdccb,130.0,R
4938561b-4bd,SCH7,7669f99d,14945,08efdccb,136.0,X
4938561b-4bd,SCH7,ae4ba111,14943,08efdccb,130.0,Y
4938561b-4bd,SCH7,3a47e738,14944,08efdccb,116.0,Z
493ec1e2-0bb,SCH1,9155c8d8,14951,80490fff,,H
493ec1e2-0bb,SCH1,edb87757,14949,80490fff,125.0,M
493ec1e2-0bb,SCH1,135e45a1,14954,80490fff,125.0,O
493ec1e2-0bb,SCH1,2c7bd055,14953,80490fff,134.0,T
494b5623-01e,SCH5,8105f211,14956,2e340f6d,121.0,E
494b5623-01e,SCH5,5934532e,14955,2e340f6d,131.0,Z
4959b964-b23,SCH2,a1ce2d87,14965,7ac48c88,128.0,G
4959b964-b23,SCH2,66bfbbcd,14961,7ac48c88,135.0,I
4959b964-b23,SCH2,8f583db2,14959,7ac48c88,133.0,M
4959b964-b23,SCH2,40eecfd8,14958,7ac48c88,132.0,N
4959b964-b23,SCH2,970e6dc1,14962,7ac48c88,130.0,O
4959b964-b23,SCH2,0a1fed97,14964,7ac48c88,133.0,S
4959b964-b23,SCH2,9b9dbb87,14963,7ac48c88,131.0,X
4982ae56-2a3,SCH2,77f11ab1,14966,137643fc,130.0,E
4982ae56-2a3,SCH2,62d84498,14970,137643fc,129.0,G
4982ae56-2a3,SCH2,ba58e821,14967,137643fc,133.0,H
4982ae56-2a3,SCH2,760336c5,14974,137643fc,127.0,M
4982ae56-2a3,SCH2,bffe18e9,14972,137643fc,134.0,O
4982ae56-2a3,SCH2,11850ca9,14968,137643fc,127.0,S
4982ae56-2a3,SCH2,c576cb67,14969,137643fc,131.0,T
49879b2d-29a,SCH6,39efa699,14982,fe00b76b,132.0,C
49879b2d-29a,SCH6,a237b9ab,14976,fe00b76b,,E
49879b2d-29a,SCH6,2af02c74,14975,fe00b76b,135.0,I
49879b2d-29a,SCH6,9b3008a0,14978,fe00b76b,135.0,N
49879b2d-29a,SCH6,05d32eeb,14980,fe00b76b,130.0,O
49879b2d-29a,SCH6,109be627,14981,fe00b76b,138.0,Y
498b4354-cdf,SCH6,7cba278d,14983,41b29ed4,133.0,E
498b4354-cdf,SCH6,48862eae,14987,41b29ed4,123.0,G
498b4354-cdf,SCH6,18bb9289,14988,41b29ed4,131.0,H
498b4354-cdf,SCH6,1faacdd0,14986,41b29ed4,139.0,I
498b4354-cdf,SCH6,48e6cb6a,14984,41b29ed4,125.0,R
49902692-6e0,SCH8,2df9aa8f,14989,199d4b7e,123.0,I
49902692-6e0,SCH8,103e289e,14991,199d4b7e,135.0,U
49902692-6e0,SCH8,450731ad,14990,199d4b7e,132.0,Z
4994be27-d14,SCH7,4038c25d,14992,ac984271,132.0,H
4994be27-d14,SCH7,9501b5a4,14996,ac984271,133.0,I
4994be27-d14,SCH7,353527da,14998,ac984271,128.0,O
4994be27-d14,SCH7,a46e952e,14993,ac984271,132.0,U
4994be27-d14,SCH7,08e8894f,14999,ac984271,125.0,X
49980ef2-6f6,SCH2,b6692c10,15006,37d38780,125.0,E
49980ef2-6f6,SCH2,7357cb57,15005,37d38780,130.0,H
49980ef2-6f6,SCH2,0c8255b6,15003,37d38780,,M
49980ef2-6f6,SCH2,1d91a597,15001,37d38780,132.0,S
49980ef2-6f6,SCH2,1c720252,15000,37d38780,134.0,X
49980ef2-6f6,SCH2,47fb8675,15002,37d38780,130.0,Z
49a0b3c7-ab0,SCH3,ce220cb7,15011,ce32d39c,125.0,I
49a0b3c7-ab0,SCH3,f82a32a9,15010,ce32d39c,125.0,O
49a2f359-605,SCH3,c11fee04,15013,7b82efe3,133.0,E
49a2f359-605,SCH3,fdf6e642,15012,7b82efe3,126.0,H
49a339b3-24c,SCH2,b07012d6,15018,8f1cf4c1,124.0,G
49a339b3-24c,SCH2,ab1d76c2,15015,8f1cf4c1,127.0,H
49a339b3-24c,SCH2,6be12586,15016,8f1cf4c1,131.0,Z
49a49610-d78,SCH3,710e1ab5,15020,18a56d3a,136.0,G
49a49610-d78,SCH3,2566b3d4,15021,18a56d3a,129.0,I
49a49610-d78,SCH3,22f42a3d,15019,18a56d3a,128.0,M
49a639a3-a4e,SCH2,a7619ac0,15029,90b3cf7b,129.0,H
49a639a3-a4e,SCH2,6ece9116,15022,90b3cf7b,135.0,I
49a639a3-a4e,SCH2,acc5f948,15025,90b3cf7b,130.0,O
49a639a3-a4e,SCH2,323072af,15026,90b3cf7b,127.0,R
49a639a3-a4e,SCH2,4c903098,15023,90b3cf7b,131.0,X
49acbb0c-8e1,SCH4,3b2d8068,15033,36396585,126.0,G
49acbb0c-8e1,SCH4,f232b426,15031,36396585,124.0,I
49acbb0c-8e1,SCH4,90b84f5f,15032,36396585,130.0,T
49acbb0c-8e1,SCH4,78277347,15034,36396585,124.0,Y
49b4c972-ba1,SCH8,61555e63,15038,4d1e7dbe,131.0,G
49b4c972-ba1,SCH8,07ba7d2a,15036,4d1e7dbe,132.0,H
49b4c972-ba1,SCH8,bf517ec8,15035,4d1e7dbe,126.0,I
49b4c972-ba1,SCH8,ce38e046,15037,4d1e7dbe,125.0,N
49c72e7c-031,SCH8,bc8cf516,15040,8be83772,128.0,M
49c72e7c-031,SCH8,79ef5775,15039,8be83772,129.0,O
49c858a8-7d0,SCH5,acc1d0ec,15045,b8d1611f,131.0,G
49c858a8-7d0,SCH5,f2150fb4,15047,b8d1611f,136.0,M
49c858a8-7d0,SCH5,be54870d,15044,b8d1611f,132.0,N
49c858a8-7d0,SCH5,c3ca0987,15041,b8d1611f,136.0,O
49c858a8-7d0,SCH5,75a4ea43,15046,b8d1611f,137.0,T
49c858a8-7d0,SCH5,50708279,15042,b8d1611f,135.0,X
49ca628e-d2e,SCH5,22566dd1,15048,35f309b6,131.0,C
49ca628e-d2e,SCH5,b1d1ec67,15050,35f309b6,122.0,E
49ca628e-d2e,SCH5,0aa83b8e,15055,35f309b6,125.0,G
49ca628e-d2e,SCH5,16631d0a,15053,35f309b6,137.0,M
49ca628e-d2e,SCH5,1e824e4f,15054,35f309b6,126.0,N
49ca628e-d2e,SCH5,109a7a5d,15049,35f309b6,141.0,R
49ccb7c4-e05,SCH3,ec12ce74,15057,6a757ae5,130.0,#
49ccb7c4-e05,SCH3,26d0ac7d,15056,6a757ae5,129.0,E
49ccb7c4-e05,SCH3,7a1527f1,15058,6a757ae5,125.0,H
49ccb7c4-e05,SCH3,a0473b8a,15059,6a757ae5,131.0,R
49cdb8a4-427,SCH7,9466bcdf,15062,2070affb,138.0,C
49cdb8a4-427,SCH7,57d63ee1,15067,2070affb,127.0,I
49cdb8a4-427,SCH7,2ff87c74,15060,2070affb,138.0,M
49ce2a3c-480,SCH8,05ca3844,15072,6cfacba1,135.0,G
49ce2a3c-480,SCH8,daf29490,15071,6cfacba1,134.0,I
49ce2a3c-480,SCH8,5888fe3c,15069,6cfacba1,128.0,N
49ce2a3c-480,SCH8,2ad0209a,15073,6cfacba1,133.0,R
49ce2a3c-480,SCH8,f2c37c53,15068,6cfacba1,128.0,T
49ce2a3c-480,SCH8,ea09f0b5,15070,6cfacba1,125.0,Y
49d7c5b7-b74,SCH3,6312a89b,15079,46d40f00,128.0,C
49d7c5b7-b74,SCH3,4bbd08ca,15074,46d40f00,130.0,E
49d7c5b7-b74,SCH3,741022cc,15076,46d40f00,131.0,G
49d7c5b7-b74,SCH3,875ada23,15075,46d40f00,132.0,I
49d7c5b7-b74,SCH3,e111959f,15077,46d40f00,125.0,O
49d7c5b7-b74,SCH3,5234caee,15078,46d40f00,130.0,U
49ee145c-264,SCH3,f15a2586,15083,8f8ce6f7,130.0,C
49ee145c-264,SCH3,512c34ea,15081,8f8ce6f7,126.0,H
49ee145c-264,SCH3,439a0fac,15084,8f8ce6f7,130.0,T
49fb5583-eb4,SCH8,f9ae1e3a,15085,446f124a,134.0,E
49fb5583-eb4,SCH8,ee29be3b,15087,446f124a,130.0,G
49fb5583-eb4,SCH8,f0308ae4,15086,446f124a,129.0,I
49fb5583-eb4,SCH8,d80e41a0,15088,446f124a,126.0,S
49fb5583-eb4,SCH8,15060464,15089,446f124a,128.0,U
49fc0822-d81,SCH7,221abdd0,15092,dc9f6423,124.0,C
49fc0822-d81,SCH7,2982e407,15093,dc9f6423,138.0,H
49fc0822-d81,SCH7,0759b45b,15091,dc9f6423,130.0,I
4a04206b-9c8,SCH1,2491390a,15094,4a324d41,130.0,R
4a0548e2-099,SCH4,b4543eef,15097,20ef33a1,134.0,I
4a0548e2-099,SCH4,c27f0e0a,15098,20ef33a1,128.0,M
4a0548e2-099,SCH4,22f7c7bf,15095,20ef33a1,127.0,N
4a0548e2-099,SCH4,7f3c4984,15096,20ef33a1,129.0,S
4a0548e2-099,SCH4,eafda0bc,15099,20ef33a1,133.0,T
4a0e70c4-c0d,SCH6,9fda3b54,15102,667d303c,129.0,I
4a0e70c4-c0d,SCH6,b2099f16,15101,667d303c,124.0,U
4a150972-7a4,SCH7,e2942cf2,15106,4de8d817,136.0,E
4a150972-7a4,SCH7,3bae78cf,15105,4de8d817,134.0,H
4a150972-7a4,SCH7,e0d1bc9c,15104,4de8d817,133.0,O
4a150972-7a4,SCH7,739a4d0d,15103,4de8d817,132.0,S
4a1fb064-835,SCH4,15514162,15113,d1124e8d,130.0,C
4a1fb064-835,SCH4,f4c11d70,15115,d1124e8d,121.0,G
4a1fb064-835,SCH4,d7d98d3c,15114,d1124e8d,124.0,H
4a1fb064-835,SCH4,0441fd0b,15111,d1124e8d,137.0,O
4a1fb064-835,SCH4,a31dc443,15112,d1124e8d,131.0,R
4a1fb064-835,SCH4,5906fe70,15109,d1124e8d,125.0,S
4a1fb064-835,SCH4,068986cd,15108,d1124e8d,132.0,Y
4a259d84-50a,SCH5,1039f795,15124,8de4934e,125.0,C
4a259d84-50a,SCH5,12c0884c,15120,8de4934e,126.0,E
4a259d84-50a,SCH5,e803bcc2,15121,8de4934e,126.0,G
4a259d84-50a,SCH5,529950a1,15117,8de4934e,136.0,M
4a259d84-50a,SCH5,99d5d1a1,15122,8de4934e,129.0,N
4a259d84-50a,SCH5,8c41d576,15119,8de4934e,136.0,S
4a3191cb-29e,SCH6,a3cd12b9,15125,1903ffc1,122.0,E
4a338f69-dca,SCH1,69ca09b3,15127,f61b53aa,133.0,G
4a338f69-dca,SCH1,903ea0dc,15128,f61b53aa,123.0,M
4a338f69-dca,SCH1,a6525a0c,15126,f61b53aa,123.0,S
4a3594ed-ed7,SCH4,1be171cf,15133,17764d21,126.0,C
4a3594ed-ed7,SCH4,e35665f3,15129,17764d21,129.0,G
4a3594ed-ed7,SCH4,13ae2af0,15130,17764d21,126.0,N
4a3594ed-ed7,SCH4,ad5c228c,15131,17764d21,131.0,T
4a3594ed-ed7,SCH4,fb52fe14,15132,17764d21,135.0,Y
4a3b814a-00e,SCH6,af2066a6,15135,70cc4f32,127.0,G
4a3b814a-00e,SCH6,be0e131d,15137,70cc4f32,129.0,I
4a3b814a-00e,SCH6,6082999d,15134,70cc4f32,142.0,S
4a4894b7-63d,SCH3,66957401,15139,e8ac1dc7,125.0,C
4a4894b7-63d,SCH3,b84068af,15140,e8ac1dc7,133.0,E
4a4894b7-63d,SCH3,580c065c,15138,e8ac1dc7,128.0,O
4a4f1267-156,SCH7,f84f4915,15141,bd6f725b,129.0,E
4a4f1267-156,SCH7,0741704e,15142,bd6f725b,131.0,G
4a4f1267-156,SCH7,96457609,15143,bd6f725b,131.0,O
4a4f1267-156,SCH7,176bdc5b,15144,bd6f725b,141.0,U
4a5cb488-dc9,SCH3,2559412e,15151,87005bf0,136.0,#
4a5cb488-dc9,SCH3,9bf4901e,15150,87005bf0,132.0,G
4a5cb488-dc9,SCH3,531711d5,15148,87005bf0,133.0,H
4a5cb488-dc9,SCH3,feb8ef7d,15147,87005bf0,130.0,I
4a5cb488-dc9,SCH3,1d06ddb5,15146,87005bf0,135.0,N
4a5cb488-dc9,SCH3,d51efd45,15145,87005bf0,133.0,R
4a5f4da9-dc9,SCH2,90deee8c,15152,17a62612,127.0,H
4a5f4da9-dc9,SCH2,53c7fab2,15155,17a62612,133.0,I
4a5f4da9-dc9,SCH2,800c6201,15153,17a62612,134.0,M
4a67cfa3-c05,SCH7,62187d69,15156,dd344f04,124.0,C
4a67cfa3-c05,SCH7,5f2e1c65,15158,dd344f04,128.0,E
4a67cfa3-c05,SCH7,0bad2a49,15157,dd344f04,134.0,I
4a6ab1a6-254,SCH7,9f79fcd5,15160,b3d1d37f,137.0,C
4a6ab1a6-254,SCH7,62847eb7,15161,b3d1d37f,133.0,N
4a6ab1a6-254,SCH7,cc904d4a,15162,b3d1d37f,138.0,U
4a775cfb-03a,SCH5,786e1c33,15163,a2587c8d,122.0,M
4a853bde-d8c,SCH8,347a6360,15164,0f16af90,134.0,O
4a853bde-d8c,SCH8,dff46555,15165,0f16af90,128.0,X
4a91c734-3d0,SCH7,b0822555,15167,6fd0b30b,123.0,G
4a91c734-3d0,SCH7,0df51e9e,15166,6fd0b30b,129.0,H
4a91c734-3d0,SCH7,96e4a6b4,15172,6fd0b30b,124.0,M
4a91c734-3d0,SCH7,d363201a,15171,6fd0b30b,135.0,N
4a91c734-3d0,SCH7,15c8c4bc,15170,6fd0b30b,126.0,X
4a947b91-178,SCH7,15cdef68,15178,a07d9599,129.0,C
4a947b91-178,SCH7,e188cdc4,15176,a07d9599,124.0,E
4a947b91-178,SCH7,532c08a0,15174,a07d9599,126.0,H
4a947b91-178,SCH7,3522bbf9,15179,a07d9599,130.0,M
4a947b91-178,SCH7,5c301905,15175,a07d9599,131.0,N
4a947b91-178,SCH7,f11d1a4b,15177,a07d9599,137.0,T
4a95f90a-0b9,SCH2,594174b5,15184,a8bac347,124.0,C
4a95f90a-0b9,SCH2,d07cbf70,15181,a8bac347,139.0,G
4a95f90a-0b9,SCH2,96550e7b,15187,a8bac347,130.0,H
4a95f90a-0b9,SCH2,25f1d9c4,15182,a8bac347,124.0,I
4a95f90a-0b9,SCH2,024d3961,15186,a8bac347,131.0,M
4a95f90a-0b9,SCH2,b71d78e3,15180,a8bac347,125.0,T
4a991b3c-d46,SCH3,9069be6f,15190,e7099497,119.0,C
4a991b3c-d46,SCH3,00bc47fb,15192,e7099497,128.0,R
4a991b3c-d46,SCH3,972ae96c,15191,e7099497,132.0,Y
4a9cd6e0-6f2,SCH5,4b9a07aa,15196,4b5b38ae,137.0,H
4a9cd6e0-6f2,SCH5,ac8ab75a,15197,4b5b38ae,131.0,N
4a9cd6e0-6f2,SCH5,9f639dd5,15195,4b5b38ae,129.0,O
4aa118d5-03d,SCH1,ab88ad01,15202,b4dfb367,134.0,C
4aa118d5-03d,SCH1,f4821462,15199,b4dfb367,129.0,M
4aa118d5-03d,SCH1,d83914c3,15200,b4dfb367,129.0,N
4aa118d5-03d,SCH1,fc30246d,15203,b4dfb367,132.0,O
4aa118d5-03d,SCH1,0a37df6f,15201,b4dfb367,129.0,R
4aa118d5-03d,SCH1,9537ecea,15204,b4dfb367,133.0,T
4aa118d5-03d,SCH1,d46524cd,15198,b4dfb367,138.0,Y
4aaa53a0-01f,SCH4,dcbfb086,15209,f24aca28,128.0,C
4aaa53a0-01f,SCH4,56a46b8d,15210,f24aca28,130.0,G
4aaa53a0-01f,SCH4,b69edbd2,15208,f24aca28,129.0,N
4aaa53a0-01f,SCH4,332b5ce8,15207,f24aca28,128.0,S
4ab09b07-16d,SCH7,5532f0fe,15214,045987c8,122.0,#
4ab09b07-16d,SCH7,049e27e3,15218,045987c8,130.0,C
4ab09b07-16d,SCH7,35d8aa28,15211,045987c8,125.0,I
4ab09b07-16d,SCH7,d1986082,15212,045987c8,132.0,M
4ab09b07-16d,SCH7,386523ce,15217,045987c8,129.0,N
4ab09b07-16d,SCH7,3a6c34ab,15216,045987c8,132.0,R
4ab09b07-16d,SCH7,0a295654,15213,045987c8,130.0,S
4ab140b7-173,SCH7,457410b0,15221,0bad8f8c,134.0,N
4ab140b7-173,SCH7,f89218d0,15223,0bad8f8c,134.0,S
4ac0eadc-d91,SCH4,c1b55cde,15225,c96492b7,131.0,N
4ac0eadc-d91,SCH4,758c452a,15224,c96492b7,134.0,T
4acad2ea-f4a,SCH8,8b22a402,15230,84148f1c,126.0,C
4acad2ea-f4a,SCH8,d13790cd,15227,84148f1c,132.0,E
4acad2ea-f4a,SCH8,0650f1ff,15228,84148f1c,125.0,N
4acad2ea-f4a,SCH8,8fd61790,15231,84148f1c,132.0,S
4acad2ea-f4a,SCH8,09b613b6,15229,84148f1c,129.0,U
4acad2ea-f4a,SCH8,b5b6df47,15233,84148f1c,125.0,Y
4acb3ccd-ac6,SCH3,9f35cef2,15235,99f44952,139.0,G
4ad27b7d-d8e,SCH3,d490edbd,15237,5795d5bb,125.0,E
4ad27b7d-d8e,SCH3,d222226b,15236,5795d5bb,132.0,M
4ad27b7d-d8e,SCH3,a94373ac,15238,5795d5bb,132.0,N
4adc0fd1-082,SCH7,379fb759,15240,da6859bf,125.0,E
4adc0fd1-082,SCH7,3f8bcedc,15239,da6859bf,133.0,S
4adf8c1a-b06,SCH1,31fad4c2,15241,86509da6,125.0,#
4adf8c1a-b06,SCH1,dd14db6e,15242,86509da6,127.0,G
4adf8c1a-b06,SCH1,c21c5bcd,15249,86509da6,131.0,I
4adf8c1a-b06,SCH1,0aecc766,15244,86509da6,125.0,M
4adf8c1a-b06,SCH1,8179ccfd,15246,86509da6,134.0,R
4adf8c1a-b06,SCH1,e4affab2,15243,86509da6,134.0,S
4adf8c1a-b06,SCH1,065d301f,15247,86509da6,137.0,X
4ae0909f-674,SCH2,9a29a535,15251,f2d23d01,129.0,C
4ae0909f-674,SCH2,71f66099,15252,f2d23d01,128.0,G
4ae114d9-dc0,SCH2,5c050555,15256,037e94a1,133.0,H
4ae114d9-dc0,SCH2,80b07af0,15254,037e94a1,128.0,M
4ae114d9-dc0,SCH2,c819dcb4,15255,037e94a1,127.0,N
4af23318-c11,SCH5,ef73a9dd,15258,0813fe15,134.0,G
4af23318-c11,SCH5,b5eead04,15259,0813fe15,128.0,O
4afa073a-d25,SCH1,2eec1cdc,15263,59d08fc3,134.0,G
4afa073a-d25,SCH1,c0893e69,15262,59d08fc3,135.0,H
4afa073a-d25,SCH1,afc9ce18,15260,59d08fc3,131.0,I
4afa073a-d25,SCH1,2efe575e,15267,59d08fc3,140.0,O
4afa073a-d25,SCH1,868aad83,15264,59d08fc3,132.0,R
4afa073a-d25,SCH1,5adada21,15261,59d08fc3,126.0,Y
4b16a74b-818,SCH7,89ccc46a,15271,6e8dc15b,125.0,C
4b16a74b-818,SCH7,487d522b,15268,6e8dc15b,127.0,E
4b16a74b-818,SCH7,32f5fa79,15275,6e8dc15b,129.0,G
4b16a74b-818,SCH7,65241846,15272,6e8dc15b,131.0,I
4b16a74b-818,SCH7,f9875f93,15269,6e8dc15b,131.0,M
4b16a74b-818,SCH7,84888638,15276,6e8dc15b,128.0,N
4b16a74b-818,SCH7,8a019f5d,15273,6e8dc15b,132.0,R
4b170ea9-19a,SCH4,4be58a24,15278,982145fd,121.0,G
4b22307c-b9c,SCH6,e2f9fea1,15286,ce70cec1,142.0,C
4b22307c-b9c,SCH6,3c1b2073,15281,ce70cec1,133.0,E
4b22307c-b9c,SCH6,c0a79740,15284,ce70cec1,136.0,H
4b22307c-b9c,SCH6,b31d96dc,15290,ce70cec1,129.0,M
4b22307c-b9c,SCH6,56f8cce3,15289,ce70cec1,126.0,N
4b22307c-b9c,SCH6,13aff249,15283,ce70cec1,132.0,O
4b22307c-b9c,SCH6,19c8a8ba,15288,ce70cec1,136.0,U
4b27c4ac-2e3,SCH6,6e4905c6,15294,e5ab6b16,142.0,G
4b27c4ac-2e3,SCH6,2a4b0b2d,15292,e5ab6b16,134.0,I
4b27c4ac-2e3,SCH6,9e54b8c6,15297,e5ab6b16,128.0,M
4b27c4ac-2e3,SCH6,9a1fd580,15291,e5ab6b16,129.0,N
4b27c4ac-2e3,SCH6,da8888a6,15293,e5ab6b16,134.0,O
4b27c4ac-2e3,SCH6,8d3ce059,15298,e5ab6b16,131.0,R
4b27c4ac-2e3,SCH6,066610d6,15296,e5ab6b16,132.0,X
4b297d50-c13,SCH1,6f9d82e4,15299,a646ac3e,125.0,C
4b297d50-c13,SCH1,cbdbbcde,15301,a646ac3e,121.0,H
4b297d50-c13,SCH1,fb5f2e77,15300,a646ac3e,127.0,X
4b3226f3-c81,SCH6,7d092b76,15303,2d074170,135.0,C
4b3226f3-c81,SCH6,789ea808,15304,2d074170,132.0,H
4b3226f3-c81,SCH6,c793749f,15302,2d074170,126.0,N
4b32e294-2b9,SCH1,66df0476,15305,026cef29,121.0,C
4b3d09dd-9a9,SCH1,a01d2732,15306,cda21dab,129.0,S
4b3fc2a3-1a1,SCH1,c03da4a4,15309,c8161177,130.0,E
4b3fc2a3-1a1,SCH1,695eddb2,15307,c8161177,127.0,G
4b3fc2a3-1a1,SCH1,10235a52,15310,c8161177,133.0,M
4b3fc2a3-1a1,SCH1,05631e03,15311,c8161177,126.0,Y
4b4d17d0-b6b,SCH4,84e9f0bd,15317,48c9c7be,135.0,#
4b4d17d0-b6b,SCH4,b33951b6,15316,48c9c7be,126.0,C
4b4d17d0-b6b,SCH4,00e5c9ec,15314,48c9c7be,126.0,E
4b4d17d0-b6b,SCH4,9bfb65c6,15318,48c9c7be,131.0,G
4b4d17d0-b6b,SCH4,9bf7e492,15313,48c9c7be,130.0,N
4b4d17d0-b6b,SCH4,431fe454,15315,48c9c7be,122.0,U
4b637827-709,SCH5,2bbffaac,15323,52bfac7d,127.0,E
4b637827-709,SCH5,fc9b4d66,15322,52bfac7d,136.0,G
4b66962a-922,SCH3,e6373396,15324,083fe27e,128.0,X
4b74773b-879,SCH5,c6bec6ad,15333,1925e0bc,132.0,C
4b74773b-879,SCH5,023b03bc,15326,1925e0bc,134.0,E
4b74773b-879,SCH5,6ced473d,15327,1925e0bc,130.0,G
4b74773b-879,SCH5,cf73bfa1,15329,1925e0bc,132.0,H
4b74773b-879,SCH5,cd3c020a,15330,1925e0bc,130.0,M
4b74773b-879,SCH5,9937af5a,15328,1925e0bc,,N
4b74773b-879,SCH5,c62f4cd5,15325,1925e0bc,138.0,S
4b74773b-879,SCH5,38d3787b,15332,1925e0bc,139.0,Z
4b7f2450-a28,SCH3,cde70378,15338,b26fb737,134.0,E
4b7f2450-a28,SCH3,25a36dd7,15336,b26fb737,133.0,I
