pupilonrolltableid,NativeId,fsmperiodtableid,fsmperiodorderseqcolumn,sourceid,fsmstartdate,fsmenddate,ukcountry
0b06fab9-47d,SCH8,474d8ef3,1131,6662c731,2025-Apr-20 00:00:00,,SCT
0b06fab9-47d,SCH8,01eb4424,1132,6662c731,2025-Jun-18 00:00:00,,SCT
0b06fab9-47d,SCH8,776f5519,1133,6662c731,2025-May-03 00:00:00,2025-Jun-20 00:00:00,NIR
0b06fab9-47d,SCH8,70c9f58f,1134,6662c731,2025-Jun-10 00:00:00,,SCT
0b135e79-6df,SCH4,94dac389,1135,6e206a19,2025-May-03 00:00:00,,ENG
0b135e79-6df,SCH4,908c9372,1136,6e206a19,2025-Jul-07 00:00:00,,ENG
0b135e79-6df,SCH4,f62ebd15,1137,6e206a19,2025-Jun-06 00:00:00,2025-May-03 00:00:00,ENG
0b135e79-6df,SCH4,758fcebc,1138,6e206a19,2025-Jul-02 00:00:00,2025-Jun-07 00:00:00,
0b135e79-6df,SCH4,81befd7d,1139,6e206a19,2025-May-19 00:00:00,,ENG
0b135e79-6df,SCH4,d5612228,1140,6e206a19,2025-May-13 00:00:00,2025-May-16 00:00:00,ENG
0b135e79-6df,SCH4,7ba3c06a,1141,6e206a19,2025-Jun-13 00:00:00,,ENG
0b135e79-6df,SCH4,775671f6,1142,6e206a19,2025-Jun-09 00:00:00,,SCT
0b14f060-98c,SCH7,0fb31522,1143,0ca7f220,2025-May-30 00:00:00,2025-May-07 00:00:00,SCT
0b14f060-98c,SCH7,aa7f4f8a,1144,0ca7f220,2025-Jul-04 00:00:00,,ENG
0b14f060-98c,SCH7,45619355,1145,0ca7f220,2025-May-25 00:00:00,,ENG
0b14f060-98c,SCH7,5ed1bb89,1146,0ca7f220,2025-Jul-07 00:00:00,2025-Jul-03 00:00:00,ENG
0b14f060-98c,SCH7,440c2b80,1147,0ca7f220,2025-Jun-17 00:00:00,2025-Jul-08 00:00:00,SCT
0b14f060-98c,SCH7,9108262d,1148,0ca7f220,2025-Jun-17 00:00:00,,SCT
0b20420f-95d,SCH2,21328eba,1149,64a10b56,2025-Apr-20 00:00:00,2025-Apr-27 00:00:00,SCT
0b20420f-95d,SCH2,54d9ec12,1150,64a10b56,2025-Jun-16 00:00:00,2025-Jun-23 00:00:00,ENG
0b20420f-95d,SCH2,0ebdf652,1151,64a10b56,2025-Jun-13 00:00:00,,ENG
0b20420f-95d,SCH2,90d3c331,1152,64a10b56,2025-Jun-16 00:00:00,2025-May-10 00:00:00,ENG
0b20420f-95d,SCH2,75ba2f78,1153,64a10b56,2025-Jun-08 00:00:00,2025-Apr-24 00:00:00,NIR
0b20420f-95d,SCH2,b9e1d406,1154,64a10b56,2025-Jun-22 00:00:00,,WLS
0b20420f-95d,SCH2,38f22843,1155,64a10b56,2025-Jun-24 00:00:00,,ENG
0b20420f-95d,SCH2,1cfbac69,1156,64a10b56,2025-May-26 00:00:00,2025-May-16 00:00:00,ENG
0b20420f-95d,SCH2,8dd2959a,1157,64a10b56,2025-Jul-13 00:00:00,2025-Jun-09 00:00:00,ENG
0b20420f-95d,SCH2,55cfc0f8,1158,64a10b56,2025-Jun-26 00:00:00,2025-Apr-28 00:00:00,
0b2c71a2-75b,SCH3,91939008,1159,305cd67b,2025-Jul-14 00:00:00,,ENG
0b2c71a2-75b,SCH3,eb33fa1d,1160,305cd67b,2025-Jun-04 00:00:00,,WLS
0b2c71a2-75b,SCH3,722e1c0f,1161,305cd67b,2025-Apr-24 00:00:00,,SCT
0b2c71a2-75b,SCH3,9a0452ff,1162,305cd67b,2025-May-05 00:00:00,,ENG
0b2d6ea4-868,SCH3,4084fa42,1163,09333a3c,2025-May-18 00:00:00,,WLS
0b2d6ea4-868,SCH3,a5efbebb,1164,09333a3c,2025-Apr-28 00:00:00,2025-Jul-08 00:00:00,ENG
0b4e2d9f-65c,SCH3,d0f262c0,1165,097dd44c,2025-Jul-09 00:00:00,,ENG
0b4e2d9f-65c,SCH3,42dfeb9c,1166,097dd44c,2025-Jun-08 00:00:00,2025-May-16 00:00:00,ENG
0b4e2d9f-65c,SCH3,f4418785,1167,097dd44c,2025-May-06 00:00:00,,SCT
0b4e2d9f-65c,SCH3,002289e3,1168,097dd44c,2025-May-18 00:00:00,,
0b4e2d9f-65c,SCH3,cdacdbc3,1169,097dd44c,2025-Jun-03 00:00:00,2025-Jun-13 00:00:00,ENG
0b4e2d9f-65c,SCH3,2ef71b3c,1170,097dd44c,2025-Jun-25 00:00:00,,ENG
0b4e2d9f-65c,SCH3,50a7d39c,1171,097dd44c,2025-May-04 00:00:00,2025-May-09 00:00:00,ENG
0b4e2d9f-65c,SCH3,f3ae7612,1172,097dd44c,2025-May-01 00:00:00,,ENG
0b4e2d9f-65c,SCH3,46c82289,1173,097dd44c,2025-Jul-05 00:00:00,2025-Jun-26 00:00:00,SCT
0b4e2d9f-65c,SCH3,cd036212,1174,097dd44c,2025-Jun-27 00:00:00,2025-Jun-14 00:00:00,ENG
0b63836c-965,SCH4,e9eb1d9a,1175,644894ae,2025-May-26 00:00:00,,ENG
0b63836c-965,SCH4,e3c7cd78,1176,644894ae,2025-Jun-13 00:00:00,2025-Apr-29 00:00:00,ENG
0b7aad2b-d40,SCH8,de480780,1177,f9dd99ee,2025-May-03 00:00:00,,
0b7aad2b-d40,SCH8,4ca5f8f4,1178,f9dd99ee,2025-Jun-07 00:00:00,2025-May-31 00:00:00,SCT
0b841443-f18,SCH2,96593e6a,1179,e67b90b4,2025-Jun-16 00:00:00,2025-May-31 00:00:00,ENG
0b841443-f18,SCH2,f5082a23,1180,e67b90b4,2025-Jul-08 00:00:00,2025-May-09 00:00:00,SCT
0b841443-f18,SCH2,8b62c831,1181,e67b90b4,2025-Jul-06 00:00:00,2025-Jun-23 00:00:00,ENG
0b90a1de-685,SCH6,e80b4712,1182,a401d3a5,2025-Jun-27 00:00:00,,ENG
0b90a1de-685,SCH6,e1145e96,1183,a401d3a5,2025-Jul-06 00:00:00,2025-Jun-20 00:00:00,NIR
0b90a1de-685,SCH6,b1edb147,1184,a401d3a5,2025-Jun-12 00:00:00,,
0b90a1de-685,SCH6,d4212ca1,1185,a401d3a5,2025-Apr-21 00:00:00,2025-Jun-19 00:00:00,ENG
0b90a1de-685,SCH6,1fa20573,1186,a401d3a5,2025-May-16 00:00:00,2025-Jun-03 00:00:00,ENG
0b90a1de-685,SCH6,f1d92d2a,1187,a401d3a5,2025-May-29 00:00:00,2025-Apr-30 00:00:00,SCT
0b90a1de-685,SCH6,c16e7506,1188,a401d3a5,2025-Jun-16 00:00:00,,ENG
0b90a1de-685,SCH6,c312a8ea,1189,a401d3a5,2025-May-02 00:00:00,2025-May-04 00:00:00,ENG
0ba60703-342,SCH3,0a6f137e,1190,bf61c7f7,2025-Jun-04 00:00:00,,SCT
0ba60703-342,SCH3,f8fe9178,1191,bf61c7f7,2025-Jun-22 00:00:00,2025-May-18 00:00:00,SCT
0ba60703-342,SCH3,418e2872,1192,bf61c7f7,2025-Jun-14 00:00:00,2025-May-06 00:00:00,SCT
0ba60703-342,SCH3,2339b62a,1193,bf61c7f7,2025-May-31 00:00:00,,ENG
0ba60703-342,SCH3,8b1620a7,1194,bf61c7f7,2025-Apr-23 00:00:00,,ENG
0ba60703-342,SCH3,f2573002,1195,bf61c7f7,2025-Jun-25 00:00:00,2025-May-31 00:00:00,ENG
0ba60703-342,SCH3,6e3b8346,1196,bf61c7f7,2025-May-10 00:00:00,,ENG
0ba60703-342,SCH3,9479a330,1197,bf61c7f7,2025-May-19 00:00:00,2025-May-04 00:00:00,ENG
0ba60703-342,SCH3,db2eec0c,1198,bf61c7f7,2025-Jul-13 00:00:00,,
0ba60703-342,SCH3,b0b4ba6c,1199,bf61c7f7,2025-Apr-23 00:00:00,2025-May-22 00:00:00,ENG
0bb7622f-0be,SCH6,cb67fde4,1200,90cd26c7,2025-Jun-10 00:00:00,,NIR
0bc131c7-bb2,SCH6,a8aa88f5,1201,26bde572,2025-May-18 00:00:00,2025-Jun-25 00:00:00,ENG
0bc131c7-bb2,SCH6,5b928010,1202,26bde572,2025-Jul-14 00:00:00,2025-May-15 00:00:00,ENG
0bcfc02c-a33,SCH2,bb40e181,1203,b3c15694,2025-Jul-14 00:00:00,,WLS
0bcfc02c-a33,SCH2,be8c9f27,1204,b3c15694,2025-May-18 00:00:00,2025-May-30 00:00:00,ENG
0bdcf0a2-e89,SCH1,b2f2f317,1205,47f0e991,2025-Jun-25 00:00:00,,ENG
0bddfdc9-02c,SCH7,f7510bd4,1206,fa4add1d,2025-May-20 00:00:00,2025-Jun-04 00:00:00,ENG
0bddfdc9-02c,SCH7,6e3eef1e,1207,fa4add1d,2025-May-19 00:00:00,2025-May-14 00:00:00,ENG
0bddfdc9-02c,SCH7,b645b113,1208,fa4add1d,2025-Apr-24 00:00:00,2025-May-23 00:00:00,SCT
0bddfdc9-02c,SCH7,766e87f0,1209,fa4add1d,2025-Jun-22 00:00:00,,ENG
0bddfdc9-02c,SCH7,63009ad4,1210,fa4add1d,2025-Jun-04 00:00:00,2025-May-13 00:00:00,SCT
0be1a8af-aae,SCH6,defeb4f5,1211,6ab9b309,2025-Jun-13 00:00:00,,ENG
0be1a8af-aae,SCH6,758701fd,1212,6ab9b309,2025-Jun-09 00:00:00,2025-May-28 00:00:00,ENG
0be1a8af-aae,SCH6,ec4a321b,1213,6ab9b309,2025-May-08 00:00:00,2025-May-02 00:00:00,ENG
0be50e5b-a48,SCH5,4b6e86f8,1214,c2fb8221,2025-May-12 00:00:00,2025-Jun-03 00:00:00,ENG
0c032755-e48,SCH6,697f008b,1215,b20216e6,2025-Jun-23 00:00:00,,SCT
0c032755-e48,SCH6,1526bb7d,1216,b20216e6,2025-May-28 00:00:00,,ENG
0c032755-e48,SCH6,c96603bc,1217,b20216e6,2025-May-18 00:00:00,,WLS
0c083560-069,SCH8,a77aa948,1218,45d4ccec,2025-May-25 00:00:00,,SCT
0c083560-069,SCH8,659a4ff9,1219,45d4ccec,2025-Jun-06 00:00:00,2025-Jul-04 00:00:00,ENG
0c083560-069,SCH8,fd1ba3bf,1220,45d4ccec,2025-Jun-29 00:00:00,,
0c083560-069,SCH8,33a51a2f,1221,45d4ccec,2025-May-15 00:00:00,,NIR
0c083560-069,SCH8,97ef9e70,1222,45d4ccec,2025-Jun-15 00:00:00,2025-Jun-09 00:00:00,SCT
0c083560-069,SCH8,15454263,1223,45d4ccec,2025-Jun-12 00:00:00,,ENG
0c083560-069,SCH8,91018818,1224,45d4ccec,2025-Jul-12 00:00:00,2025-Jul-04 00:00:00,ENG
0c083560-069,SCH8,61763d04,1225,45d4ccec,2025-May-04 00:00:00,2025-Jul-01 00:00:00,SCT
0c083560-069,SCH8,8632d821,1226,45d4ccec,2025-Apr-25 00:00:00,2025-Jul-12 00:00:00,SCT
0c18cfda-db1,SCH1,685b37e9,1227,c37d6879,2025-May-03 00:00:00,2025-Jul-01 00:00:00,WLS
0c18cfda-db1,SCH1,89f55ab2,1228,c37d6879,2025-May-16 00:00:00,,SCT
0c18cfda-db1,SCH1,399b4dd0,1229,c37d6879,2025-Apr-26 00:00:00,2025-May-06 00:00:00,SCT
0c18cfda-db1,SCH1,15a6d6fe,1230,c37d6879,2025-Jun-20 00:00:00,,ENG
0c18cfda-db1,SCH1,8e448ccc,1231,c37d6879,2025-May-18 00:00:00,2025-Apr-22 00:00:00,
0c18cfda-db1,SCH1,ef84c511,1232,c37d6879,2025-Jul-14 00:00:00,2025-May-06 00:00:00,
0c18cfda-db1,SCH1,e54feafc,1233,c37d6879,2025-Jun-20 00:00:00,2025-Jul-12 00:00:00,SCT
0c2d5c5b-8fc,SCH4,f2c08030,1234,48243ed9,2025-May-08 00:00:00,,SCT
0c2d5c5b-8fc,SCH4,5aae8a45,1235,48243ed9,2025-May-30 00:00:00,2025-Jul-12 00:00:00,ENG
0c2d5c5b-8fc,SCH4,79df5e13,1236,48243ed9,2025-May-10 00:00:00,,ENG
0c2d5c5b-8fc,SCH4,6ba80807,1237,48243ed9,2025-Jun-20 00:00:00,,ENG
0c2d5c5b-8fc,SCH4,6f7537cc,1238,48243ed9,2025-May-05 00:00:00,2025-May-28 00:00:00,ENG
0c2d5c5b-8fc,SCH4,9dfa54a6,1239,48243ed9,2025-Apr-23 00:00:00,,ENG
0c41cc09-850,SCH2,127d83bc,1240,e9458bb5,2025-May-17 00:00:00,2025-Jul-13 00:00:00,ENG
0c41cc09-850,SCH2,e00eee3b,1241,e9458bb5,2025-Jun-23 00:00:00,,SCT
0c41cc09-850,SCH2,68fd6fb1,1242,e9458bb5,2025-Apr-28 00:00:00,,NIR
0c41cc09-850,SCH2,471ced49,1243,e9458bb5,2025-May-03 00:00:00,,SCT
0c41cc09-850,SCH2,9657f5f9,1244,e9458bb5,2025-Jun-05 00:00:00,,ENG
0c41cc09-850,SCH2,f6ee3a26,1245,e9458bb5,2025-Apr-25 00:00:00,2025-May-31 00:00:00,ENG
0c41cc09-850,SCH2,7fd54eb3,1246,e9458bb5,2025-Jun-24 00:00:00,2025-Jul-06 00:00:00,SCT
0c41cc09-850,SCH2,358ba2d6,1247,e9458bb5,2025-Jul-14 00:00:00,2025-Jun-21 00:00:00,ENG
0c42e689-5f8,SCH4,839d3ee8,1248,3921c051,2025-May-12 00:00:00,2025-Jun-15 00:00:00,ENG
0c42e689-5f8,SCH4,8e909077,1249,3921c051,2025-Apr-30 00:00:00,2025-Jun-19 00:00:00,ENG
0c42e689-5f8,SCH4,5b70b8b4,1250,3921c051,2025-May-02 00:00:00,2025-Jun-30 00:00:00,ENG
0c42e689-5f8,SCH4,8bc36af4,1251,3921c051,2025-Apr-25 00:00:00,,ENG
0c46eaee-bc7,SCH7,279cddd0,1252,ec5cc95c,2025-Apr-22 00:00:00,2025-May-07 00:00:00,SCT
0c46eaee-bc7,SCH7,4e20f5ba,1253,ec5cc95c,2025-Jun-19 00:00:00,,ENG
0c46eaee-bc7,SCH7,59aaa8ce,1254,ec5cc95c,2025-Jul-02 00:00:00,,ENG
0c46eaee-bc7,SCH7,3dede460,1255,ec5cc95c,2025-Jul-02 00:00:00,,NIR
0c46eaee-bc7,SCH7,a76d8239,1256,ec5cc95c,2025-May-30 00:00:00,,NIR
0c46eaee-bc7,SCH7,7572b777,1257,ec5cc95c,2025-Jul-01 00:00:00,,SCT
0c46eaee-bc7,SCH7,7b6fa58b,1258,ec5cc95c,2025-Jun-05 00:00:00,,ENG
0c486877-db1,SCH8,4db26d32,1259,bbb298b2,2025-Jun-29 00:00:00,,ENG
0c57c7d4-559,SCH5,840e2371,1260,bea603d1,2025-Jun-22 00:00:00,2025-May-25 00:00:00,WLS
0c57c7d4-559,SCH5,00e6effd,1261,bea603d1,2025-Jun-20 00:00:00,2025-Jul-04 00:00:00,WLS
0c57c7d4-559,SCH5,428411ed,1262,bea603d1,2025-Jul-06 00:00:00,2025-Jun-20 00:00:00,ENG
0c57c7d4-559,SCH5,a561e217,1263,bea603d1,2025-Jun-13 00:00:00,,
0c57c7d4-559,SCH5,9470512d,1264,bea603d1,2025-Apr-25 00:00:00,,ENG
0c57c7d4-559,SCH5,9fcd25fc,1265,bea603d1,2025-Apr-21 00:00:00,,ENG
0c5a5bf3-e16,SCH7,87bcade2,1266,91477636,2025-Jun-02 00:00:00,2025-Jun-09 00:00:00,ENG
0c5a5bf3-e16,SCH7,84bfd33d,1267,91477636,2025-Jun-01 00:00:00,2025-Jun-02 00:00:00,ENG
0c5a5bf3-e16,SCH7,6b9f0d8b,1268,91477636,2025-Jun-07 00:00:00,2025-Apr-20 00:00:00,SCT
0c5a5bf3-e16,SCH7,0a64b2b7,1269,91477636,2025-May-03 00:00:00,2025-May-27 00:00:00,ENG
0c5a5bf3-e16,SCH7,624fb63a,1270,91477636,2025-Jun-24 00:00:00,,ENG
0c5a5bf3-e16,SCH7,2008a6c3,1271,91477636,2025-Jun-19 00:00:00,2025-Apr-28 00:00:00,ENG
0c5a5bf3-e16,SCH7,c977d253,1272,91477636,2025-Jun-08 00:00:00,,ENG
0c5a5bf3-e16,SCH7,9874ce2f,1273,91477636,2025-Jun-20 00:00:00,2025-Jun-16 00:00:00,ENG
0c5a5bf3-e16,SCH7,8171707a,1274,91477636,2025-Apr-21 00:00:00,,ENG
0c5ef735-d8a,SCH6,ad621ef6,1275,86e08234,2025-May-28 00:00:00,2025-Jun-04 00:00:00,ENG
0c5ef735-d8a,SCH6,cace7c06,1276,86e08234,2025-Jul-03 00:00:00,,NIR
0c5ef735-d8a,SCH6,7197a44f,1277,86e08234,2025-May-18 00:00:00,2025-Jul-09 00:00:00,
0c5ef735-d8a,SCH6,99a6cb0c,1278,86e08234,2025-Jun-10 00:00:00,,ENG
0c5ef735-d8a,SCH6,adb0c3c3,1279,86e08234,2025-May-23 00:00:00,,SCT
0c5ef735-d8a,SCH6,3514a926,1280,86e08234,2025-Jun-11 00:00:00,2025-Jun-20 00:00:00,ENG
0c5ef735-d8a,SCH6,feaa7ca4,1281,86e08234,2025-May-03 00:00:00,2025-May-16 00:00:00,ENG
0c5ef735-d8a,SCH6,a677da9a,1282,86e08234,2025-May-10 00:00:00,2025-May-03 00:00:00,ENG
0c5ef735-d8a,SCH6,cced41e7,1283,86e08234,2025-Jul-13 00:00:00,2025-Jul-14 00:00:00,ENG
0c5ef735-d8a,SCH6,d8d3cbb9,1284,86e08234,2025-Apr-27 00:00:00,2025-Jun-22 00:00:00,ENG
0c6835a2-6c3,SCH4,8ec0e3f6,1285,9f03ca9d,2025-May-08 00:00:00,,ENG
0c6835a2-6c3,SCH4,eb9f44a9,1286,9f03ca9d,2025-Apr-24 00:00:00,,ENG
0c6835a2-6c3,SCH4,ff1896a2,1287,9f03ca9d,2025-May-01 00:00:00,2025-Jun-26 00:00:00,ENG
0c788c53-a55,SCH1,e8fa561d,1288,2010cf16,2025-Jul-02 00:00:00,,ENG
0c788c53-a55,SCH1,b9498048,1289,2010cf16,2025-Apr-25 00:00:00,2025-Jun-06 00:00:00,SCT
0c788c53-a55,SCH1,7b2c53b9,1290,2010cf16,2025-Jun-02 00:00:00,2025-Jun-01 00:00:00,WLS
0c788c53-a55,SCH1,5e3f47a4,1291,2010cf16,2025-Apr-30 00:00:00,,ENG
0c9838f4-87b,SCH8,ddedb2c8,1292,45ce4bde,2025-Apr-20 00:00:00,,ENG
0c9838f4-87b,SCH8,4e77fc51,1293,45ce4bde,2025-Apr-29 00:00:00,,
0c9838f4-87b,SCH8,09815cfb,1294,45ce4bde,2025-Jun-01 00:00:00,,ENG
0c9838f4-87b,SCH8,40050181,1295,45ce4bde,2025-Apr-22 00:00:00,2025-Jun-03 00:00:00,ENG
0c9838f4-87b,SCH8,d3c59a56,1296,45ce4bde,2025-Jun-16 00:00:00,,ENG
0c9838f4-87b,SCH8,573c0cba,1297,45ce4bde,2025-Jul-04 00:00:00,,
0c9838f4-87b,SCH8,f2550f0a,1298,45ce4bde,2025-Jul-04 00:00:00,,ENG
0ca08b33-7a7,SCH2,5e77e6e7,1299,8d67447a,2025-Jun-24 00:00:00,2025-May-06 00:00:00,ENG
0ca08b33-7a7,SCH2,172aff3b,1300,8d67447a,2025-Jun-03 00:00:00,2025-May-20 00:00:00,ENG
0ca08b33-7a7,SCH2,6aec4084,1301,8d67447a,2025-Jun-26 00:00:00,,ENG
0ca08b33-7a7,SCH2,6d783504,1302,8d67447a,2025-Jun-12 00:00:00,,ENG
0ca08b33-7a7,SCH2,34827bec,1303,8d67447a,2025-Jun-29 00:00:00,,ENG
0ca08b33-7a7,SCH2,4ee13572,1304,8d67447a,2025-Apr-25 00:00:00,2025-Jun-21 00:00:00,ENG
0ca08b33-7a7,SCH2,a90337d6,1305,8d67447a,2025-May-22 00:00:00,2025-Jul-05 00:00:00,ENG
0ca08b33-7a7,SCH2,1b90ff53,1306,8d67447a,2025-Jul-06 00:00:00,2025-Jun-20 00:00:00,ENG
0ca115a9-953,SCH4,ffc2e75d,1307,3fdd7959,2025-Apr-29 00:00:00,2025-May-14 00:00:00,SCT
0ca115a9-953,SCH4,28025987,1308,3fdd7959,2025-Apr-20 00:00:00,2025-Jun-15 00:00:00,ENG
0ca115a9-953,SCH4,259afe7e,1309,3fdd7959,2025-Jul-08 00:00:00,,ENG
0ca115a9-953,SCH4,d118b94d,1310,3fdd7959,2025-May-25 00:00:00,2025-Jul-10 00:00:00,ENG
0ca115a9-953,SCH4,06e15d40,1311,3fdd7959,2025-Jun-08 00:00:00,2025-May-03 00:00:00,ENG
0ca115a9-953,SCH4,1bf29c01,1312,3fdd7959,2025-May-04 00:00:00,2025-Jun-16 00:00:00,ENG
0ca115a9-953,SCH4,e15d3c91,1313,3fdd7959,2025-May-09 00:00:00,,ENG
0ca115a9-953,SCH4,36d55408,1314,3fdd7959,2025-Jun-21 00:00:00,2025-May-15 00:00:00,
0ca115a9-953,SCH4,06b6fc0a,1315,3fdd7959,2025-Apr-27 00:00:00,2025-May-29 00:00:00,ENG
0ca115a9-953,SCH4,91e74219,1316,3fdd7959,2025-May-08 00:00:00,,ENG
0ca249df-dcd,SCH4,a05037ad,1317,579e240b,2025-Jul-08 00:00:00,2025-May-28 00:00:00,SCT
0ca249df-dcd,SCH4,afced507,1318,579e240b,2025-Jul-13 00:00:00,2025-Apr-23 00:00:00,ENG
0caadae5-aa5,SCH2,3788adbd,1319,6e68a09a,2025-Jun-09 00:00:00,,WLS
0caadae5-aa5,SCH2,d85edf23,1320,6e68a09a,2025-Jun-04 00:00:00,,ENG
0caadae5-aa5,SCH2,e0915762,1321,6e68a09a,2025-May-09 00:00:00,2025-Jun-11 00:00:00,ENG
0caadae5-aa5,SCH2,6f3490a9,1322,6e68a09a,2025-Jul-03 00:00:00,,NIR
0caadae5-aa5,SCH2,112d99c7,1323,6e68a09a,2025-May-29 00:00:00,2025-May-29 00:00:00,WLS
0caadae5-aa5,SCH2,2866bfcf,1324,6e68a09a,2025-Jun-02 00:00:00,,SCT
0caadae5-aa5,SCH2,7f77fadf,1325,6e68a09a,2025-Jun-18 00:00:00,2025-Jun-07 00:00:00,SCT
0caadae5-aa5,SCH2,c3807f26,1326,6e68a09a,2025-May-31 00:00:00,2025-Apr-28 00:00:00,ENG
0caadae5-aa5,SCH2,8e2ef85b,1327,6e68a09a,2025-May-09 00:00:00,,ENG
0caadae5-aa5,SCH2,61769af1,1328,6e68a09a,2025-May-14 00:00:00,,ENG
0cad3132-acb,SCH3,fe15d198,1329,7811c9e3,2025-Apr-23 00:00:00,,ENG
0cad3132-acb,SCH3,c43efd35,1330,7811c9e3,2025-May-06 00:00:00,,ENG
0cad3132-acb,SCH3,298208e8,1331,7811c9e3,2025-Apr-22 00:00:00,2025-Jun-12 00:00:00,ENG
0cad3132-acb,SCH3,5f74292f,1332,7811c9e3,2025-Jun-17 00:00:00,,ENG
0cad3132-acb,SCH3,b270c00c,1333,7811c9e3,2025-May-26 00:00:00,2025-Jun-01 00:00:00,
0cad3132-acb,SCH3,19b56acb,1334,7811c9e3,2025-Jun-04 00:00:00,,ENG
0cad3132-acb,SCH3,2cd37709,1335,7811c9e3,2025-Jun-13 00:00:00,2025-Jun-23 00:00:00,ENG
0cad3132-acb,SCH3,4268a4f0,1336,7811c9e3,2025-Apr-20 00:00:00,2025-Jun-17 00:00:00,ENG
0cad3132-acb,SCH3,5a8b3240,1337,7811c9e3,2025-Apr-26 00:00:00,,SCT
0cad3132-acb,SCH3,62176a2c,1338,7811c9e3,2025-Jun-22 00:00:00,,ENG
0cb2f253-c5f,SCH2,14fffcb1,1339,07c6cda1,2025-Apr-21 00:00:00,2025-May-11 00:00:00,ENG
0cb2f253-c5f,SCH2,c46b30e4,1340,07c6cda1,2025-Apr-22 00:00:00,,ENG
0cbdaa98-b3a,SCH4,98e2a49e,1341,95ceedf8,2025-Jun-29 00:00:00,,ENG
0cbdaa98-b3a,SCH4,50ecc00e,1342,95ceedf8,2025-May-28 00:00:00,2025-Jul-02 00:00:00,ENG
0cbdaa98-b3a,SCH4,614b3c5b,1343,95ceedf8,2025-Jul-06 00:00:00,2025-Jun-11 00:00:00,ENG
0cbdaa98-b3a,SCH4,e05d8504,1344,95ceedf8,2025-Jun-08 00:00:00,,WLS
0cbdaa98-b3a,SCH4,74c4a775,1345,95ceedf8,2025-May-12 00:00:00,,ENG
0cbfbc95-281,SCH4,ea8876b9,1346,eaccfc7c,2025-May-14 00:00:00,,ENG
0cbfbc95-281,SCH4,a81e64cc,1347,eaccfc7c,2025-Jul-06 00:00:00,,SCT
0cc3cfef-de7,SCH2,ff669467,1348,6667bafc,2025-Jun-05 00:00:00,,SCT
0cc3cfef-de7,SCH2,5c65089b,1349,6667bafc,2025-Jul-01 00:00:00,,ENG
0cc3cfef-de7,SCH2,93cbf7e4,1350,6667bafc,2025-May-14 00:00:00,,ENG
0cc3cfef-de7,SCH2,ff75bac4,1351,6667bafc,2025-Jul-05 00:00:00,2025-May-07 00:00:00,ENG
0cc3cfef-de7,SCH2,465b5406,1352,6667bafc,2025-May-12 00:00:00,2025-Jun-07 00:00:00,ENG
0cd71bca-710,SCH3,3d1c851f,1353,f90d05b6,2025-May-15 00:00:00,,ENG
0cd71bca-710,SCH3,2a142f24,1354,f90d05b6,2025-May-06 00:00:00,,ENG
0cd71bca-710,SCH3,8ca0bc8c,1355,f90d05b6,2025-May-24 00:00:00,2025-Apr-26 00:00:00,
0cd71bca-710,SCH3,c7bb05b1,1356,f90d05b6,2025-Apr-26 00:00:00,2025-Jun-05 00:00:00,
0cd71bca-710,SCH3,815e604c,1357,f90d05b6,2025-Jun-23 00:00:00,,ENG
0cd71bca-710,SCH3,c4c910d4,1358,f90d05b6,2025-May-05 00:00:00,,ENG
0cd71bca-710,SCH3,c201a8fc,1359,f90d05b6,2025-Jun-23 00:00:00,2025-Jul-01 00:00:00,ENG
0cded81e-135,SCH5,31c96976,1360,d10708bb,2025-Jun-04 00:00:00,2025-Apr-27 00:00:00,ENG
0cded81e-135,SCH5,73b085da,1361,d10708bb,2025-May-03 00:00:00,2025-Jun-02 00:00:00,SCT
0cded81e-135,SCH5,56f10594,1362,d10708bb,2025-Jun-22 00:00:00,,
0cded81e-135,SCH5,398d7449,1363,d10708bb,2025-May-18 00:00:00,,ENG
0cded81e-135,SCH5,3fef7ed5,1364,d10708bb,2025-Jun-27 00:00:00,2025-Jun-27 00:00:00,SCT
0d2c1fc4-e91,SCH8,e965ccf2,1365,411f10a9,2025-May-16 00:00:00,2025-May-12 00:00:00,ENG
0d2c1fc4-e91,SCH8,65a302da,1366,411f10a9,2025-Jun-02 00:00:00,,NIR
0d2c1fc4-e91,SCH8,9307f1c9,1367,411f10a9,2025-May-20 00:00:00,,ENG
0d3a9122-08d,SCH2,416c8dab,1368,8e335d5a,2025-Jul-08 00:00:00,,NIR
0d3a9122-08d,SCH2,2137bcaa,1369,8e335d5a,2025-May-24 00:00:00,2025-Jun-29 00:00:00,ENG
0d3a9122-08d,SCH2,8ed8f061,1370,8e335d5a,2025-May-14 00:00:00,,ENG
0d3a9122-08d,SCH2,dc1221ff,1371,8e335d5a,2025-May-07 00:00:00,,NIR
0d3a9122-08d,SCH2,7a58e859,1372,8e335d5a,2025-Jun-04 00:00:00,,ENG
0d3a9122-08d,SCH2,4f6c3dbf,1373,8e335d5a,2025-May-06 00:00:00,,ENG
0d3a9122-08d,SCH2,103349d1,1374,8e335d5a,2025-Jun-04 00:00:00,2025-May-01 00:00:00,ENG
0d3a9122-08d,SCH2,2c74304e,1375,8e335d5a,2025-Jun-19 00:00:00,2025-Jul-02 00:00:00,SCT
0d44bf7d-13a,SCH7,613bad11,1376,ac2c6f65,2025-Jun-06 00:00:00,2025-Jul-11 00:00:00,ENG
