pupilonrolltableid,NativeId,fsmperiodtableid,fsmperiodorderseqcolumn,sourceid,fsmstartdate,fsmenddate,ukcountry
4e9af3e1-72b,SCH3,4aae8170,7920,97b9fa12,2025-Jan-29 00:00:00,2025-Feb-07 00:00:00,ENG
4e9af3e1-72b,SCH3,323ccf0d,7921,97b9fa12,2025-Feb-17 00:00:00,,ENG
4e9af3e1-72b,SCH3,9f8ba9ed,7922,97b9fa12,2025-Apr-08 00:00:00,,ENG
4e9af3e1-72b,SCH3,37cd9b09,7923,97b9fa12,2025-Jan-18 00:00:00,2025-Jan-14 00:00:00,ENG
4e9fed10-e6c,SCH2,50815744,7924,68afa4e9,2025-Feb-04 00:00:00,2025-Jan-30 00:00:00,SCT
4e9fed10-e6c,SCH2,8cbb64e0,7925,68afa4e9,2025-Jan-09 00:00:00,2025-Apr-04 00:00:00,WLS
4e9fed10-e6c,SCH2,de190caa,7926,68afa4e9,2025-Mar-30 00:00:00,2025-Feb-11 00:00:00,ENG
4e9fed10-e6c,SCH2,13811e00,7927,68afa4e9,2025-Jan-28 00:00:00,,ENG
4e9fed10-e6c,SCH2,013978d1,7928,68afa4e9,2025-Feb-01 00:00:00,2025-Jan-31 00:00:00,
4e9fed10-e6c,SCH2,281a7021,7929,68afa4e9,2025-Apr-05 00:00:00,2025-Jan-20 00:00:00,ENG
4e9fed10-e6c,SCH2,80d2490b,7930,68afa4e9,2025-Mar-29 00:00:00,,NIR
4ea47b9e-45d,SCH5,e22b422f,7931,27145e56,2025-Feb-24 00:00:00,,SCT
4ea47b9e-45d,SCH5,af73ce55,7932,27145e56,2025-Mar-29 00:00:00,,ENG
4ea47b9e-45d,SCH5,6834ba76,7933,27145e56,2025-Apr-03 00:00:00,2025-Jan-25 00:00:00,ENG
4ea47b9e-45d,SCH5,632ecc65,7934,27145e56,2025-Feb-27 00:00:00,2025-Feb-10 00:00:00,ENG
4ea47b9e-45d,SCH5,8b75f0ba,7935,27145e56,2025-Jan-16 00:00:00,2025-Mar-15 00:00:00,ENG
4ea47b9e-45d,SCH5,2406b474,7936,27145e56,2025-Feb-17 00:00:00,2025-Feb-01 00:00:00,ENG
4eb54920-71f,SCH8,e2698354,7937,53e78b73,2025-Mar-20 00:00:00,2025-Feb-11 00:00:00,ENG
4eb54920-71f,SCH8,8dfef0d4,7938,53e78b73,2025-Mar-31 00:00:00,2025-Jan-24 00:00:00,ENG
4eb54920-71f,SCH8,c5d5186c,7939,53e78b73,2025-Jan-08 00:00:00,,SCT
4eb6b8e0-939,SCH5,a505b8c9,7940,3dea441f,2025-Mar-20 00:00:00,,ENG
4eb6b8e0-939,SCH5,7bfad33b,7941,3dea441f,2025-Mar-30 00:00:00,,ENG
4eb6b8e0-939,SCH5,bbe4867a,7942,3dea441f,2025-Jan-23 00:00:00,2025-Mar-12 00:00:00,
4eb6b8e0-939,SCH5,70f7dbc0,7943,3dea441f,2025-Jan-21 00:00:00,,ENG
4eb6b8e0-939,SCH5,48ff5b58,7944,3dea441f,2025-Feb-23 00:00:00,2025-Apr-03 00:00:00,ENG
4eb6b8e0-939,SCH5,17c5b3dd,7945,3dea441f,2025-Jan-25 00:00:00,,SCT
4eb6b8e0-939,SCH5,07cbd9d1,7946,3dea441f,2025-Mar-19 00:00:00,2025-Feb-27 00:00:00,ENG
4eb81053-dc9,SCH7,c2d6cee3,7947,37860e93,2025-Feb-16 00:00:00,2025-Mar-11 00:00:00,
4eb81053-dc9,SCH7,b2e5c98d,7948,37860e93,2025-Mar-21 00:00:00,2025-Mar-15 00:00:00,
4eb81053-dc9,SCH7,6e05b8d4,7949,37860e93,2025-Apr-04 00:00:00,,ENG
4eb81053-dc9,SCH7,12655e39,7950,37860e93,2025-Jan-29 00:00:00,,SCT
4eb81053-dc9,SCH7,b1fb7064,7951,37860e93,2025-Jan-11 00:00:00,,WLS
4eb81053-dc9,SCH7,4fdc53ca,7952,37860e93,2025-Jan-22 00:00:00,2025-Mar-10 00:00:00,ENG
4eca0f00-ec9,SCH3,c8a06868,7953,e3ebcd99,2025-Mar-20 00:00:00,2025-Feb-11 00:00:00,WLS
4eca0f00-ec9,SCH3,7bd613e1,7954,e3ebcd99,2025-Feb-19 00:00:00,,ENG
4eca0f00-ec9,SCH3,256f31f4,7955,e3ebcd99,2025-Jan-12 00:00:00,,ENG
4eca0f00-ec9,SCH3,0a071f42,7956,e3ebcd99,2025-Feb-14 00:00:00,,ENG
4eca0f00-ec9,SCH3,e664072c,7957,e3ebcd99,2025-Jan-12 00:00:00,,
4eca0f00-ec9,SCH3,172292e7,7958,e3ebcd99,2025-Mar-10 00:00:00,2025-Jan-12 00:00:00,ENG
4eca0f00-ec9,SCH3,8f6ee01a,7959,e3ebcd99,2025-Feb-19 00:00:00,,ENG
4eca0f00-ec9,SCH3,ea25ac8f,7960,e3ebcd99,2025-Mar-09 00:00:00,,
4eca0f00-ec9,SCH3,7a63bdf2,7961,e3ebcd99,2025-Feb-22 00:00:00,2025-Feb-14 00:00:00,ENG
4ecff2e0-a71,SCH7,c0250224,7962,4b0b0d9b,2025-Mar-02 00:00:00,,SCT
4ecff2e0-a71,SCH7,bfaacbbe,7963,4b0b0d9b,2025-Jan-31 00:00:00,2025-Jan-23 00:00:00,ENG
4ecff2e0-a71,SCH7,f4fbb3b3,7964,4b0b0d9b,2025-Apr-06 00:00:00,,ENG
4ecff2e0-a71,SCH7,0eba44d2,7965,4b0b0d9b,2025-Feb-08 00:00:00,2025-Feb-15 00:00:00,ENG
4ecff2e0-a71,SCH7,b1649864,7966,4b0b0d9b,2025-Apr-02 00:00:00,,ENG
4ecff2e0-a71,SCH7,1773f9cd,7967,4b0b0d9b,2025-Jan-12 00:00:00,,ENG
4ecff2e0-a71,SCH7,76da1970,7968,4b0b0d9b,2025-Jan-11 00:00:00,,ENG
4ecff2e0-a71,SCH7,a50ae1c4,7969,4b0b0d9b,2025-Feb-28 00:00:00,,SCT
4ecff2e0-a71,SCH7,094150ff,7970,4b0b0d9b,2025-Mar-13 00:00:00,2025-Feb-21 00:00:00,ENG
4ee3386c-788,SCH6,b6ad1ce3,7971,cd5239c0,2025-Mar-09 00:00:00,,ENG
4ee3386c-788,SCH6,34aa948c,7972,cd5239c0,2025-Mar-22 00:00:00,2025-Feb-06 00:00:00,SCT
4ee3386c-788,SCH6,7c8c773a,7973,cd5239c0,2025-Feb-25 00:00:00,,ENG
4ee8ca18-acc,SCH7,3c22e052,7974,61d3f3f2,2025-Mar-17 00:00:00,2025-Feb-27 00:00:00,SCT
4ee8ca18-acc,SCH7,8c4b1bbb,7975,61d3f3f2,2025-Jan-19 00:00:00,2025-Jan-09 00:00:00,SCT
4ee8ca18-acc,SCH7,3499f766,7976,61d3f3f2,2025-Mar-07 00:00:00,,ENG
4ee8ca18-acc,SCH7,5f1e39ad,7977,61d3f3f2,2025-Mar-26 00:00:00,2025-Jan-18 00:00:00,NIR
4ee8ca18-acc,SCH7,ae9e4dbc,7978,61d3f3f2,2025-Feb-11 00:00:00,,ENG
4ee8ca18-acc,SCH7,a8b64af0,7979,61d3f3f2,2025-Mar-17 00:00:00,2025-Mar-27 00:00:00,ENG
4ee8ca18-acc,SCH7,8e204e33,7980,61d3f3f2,2025-Jan-22 00:00:00,2025-Feb-27 00:00:00,SCT
4f060024-971,SCH5,e8bf53f0,7981,ca4e8546,2025-Feb-20 00:00:00,,ENG
4f060024-971,SCH5,eb0c29cd,7982,ca4e8546,2025-Jan-20 00:00:00,2025-Mar-07 00:00:00,ENG
4f060024-971,SCH5,f5314250,7983,ca4e8546,2025-Apr-01 00:00:00,2025-Feb-04 00:00:00,SCT
4f060024-971,SCH5,d9e480b3,7984,ca4e8546,2025-Apr-06 00:00:00,2025-Feb-24 00:00:00,
4f060024-971,SCH5,8280f174,7985,ca4e8546,2025-Feb-04 00:00:00,,
4f060024-971,SCH5,24e31716,7986,ca4e8546,2025-Feb-25 00:00:00,,ENG
4f060024-971,SCH5,083a1564,7987,ca4e8546,2025-Feb-01 00:00:00,,ENG
4f060024-971,SCH5,ba8b86a4,7988,ca4e8546,2025-Jan-21 00:00:00,,ENG
4f060024-971,SCH5,00b98c09,7989,ca4e8546,2025-Mar-04 00:00:00,2025-Mar-02 00:00:00,SCT
4f060024-971,SCH5,35c8e9f9,7990,ca4e8546,2025-Apr-02 00:00:00,2025-Mar-14 00:00:00,SCT
4f1c3033-593,SCH4,fb4b2535,7991,67505beb,2025-Feb-21 00:00:00,2025-Apr-01 00:00:00,SCT
4f1c3033-593,SCH4,25008cc2,7992,67505beb,2025-Feb-24 00:00:00,,ENG
4f1c3033-593,SCH4,fa2c1500,7993,67505beb,2025-Jan-06 00:00:00,2025-Jan-24 00:00:00,ENG
4f2de2c1-cd6,SCH3,99f18934,7994,c6431d74,2025-Apr-08 00:00:00,2025-Mar-16 00:00:00,ENG
4f2de2c1-cd6,SCH3,11dba39d,7995,c6431d74,2025-Feb-17 00:00:00,2025-Mar-27 00:00:00,
4f2de2c1-cd6,SCH3,10fe6e53,7996,c6431d74,2025-Mar-07 00:00:00,2025-Mar-04 00:00:00,ENG
4f2de2c1-cd6,SCH3,3ee15576,7997,c6431d74,2025-Mar-18 00:00:00,2025-Mar-29 00:00:00,ENG
4f2de2c1-cd6,SCH3,85c011d0,7998,c6431d74,2025-Jan-30 00:00:00,,SCT
4f46d0fc-ed1,SCH3,8fe64108,7999,1292dbb8,2025-Feb-25 00:00:00,2025-Jan-29 00:00:00,ENG
4f46d0fc-ed1,SCH3,168168a0,8000,1292dbb8,2025-Mar-08 00:00:00,,ENG
4f524e55-237,SCH3,7421712f,8001,df447a95,2025-Feb-05 00:00:00,2025-Jan-22 00:00:00,ENG
4f524e55-237,SCH3,44c79c41,8002,df447a95,2025-Feb-21 00:00:00,,WLS
4f524e55-237,SCH3,decf0882,8003,df447a95,2025-Feb-28 00:00:00,2025-Jan-10 00:00:00,ENG
4f524e55-237,SCH3,f88e7be9,8004,df447a95,2025-Feb-27 00:00:00,,ENG
4f55b541-0bf,SCH7,6062bad0,8005,ac6a3033,2025-Jan-28 00:00:00,,WLS
4f55b541-0bf,SCH7,881eee33,8006,ac6a3033,2025-Feb-12 00:00:00,2025-Jan-21 00:00:00,ENG
4f55b541-0bf,SCH7,57f26025,8007,ac6a3033,2025-Jan-08 00:00:00,2025-Mar-27 00:00:00,NIR
4f55b541-0bf,SCH7,3256a794,8008,ac6a3033,2025-Feb-13 00:00:00,2025-Feb-12 00:00:00,WLS
4f55b541-0bf,SCH7,8c2afa37,8009,ac6a3033,2025-Feb-13 00:00:00,,ENG
4f9f4981-eaf,SCH3,d49cb816,8010,da019452,2025-Apr-05 00:00:00,2025-Jan-18 00:00:00,SCT
4f9f4981-eaf,SCH3,656275da,8011,da019452,2025-Mar-07 00:00:00,2025-Jan-22 00:00:00,ENG
4f9f4981-eaf,SCH3,24452a6b,8012,da019452,2025-Feb-18 00:00:00,2025-Mar-27 00:00:00,ENG
4f9f4981-eaf,SCH3,e1b39d71,8013,da019452,2025-Apr-08 00:00:00,2025-Feb-09 00:00:00,ENG
4f9f4981-eaf,SCH3,07d7022e,8014,da019452,2025-Jan-31 00:00:00,2025-Mar-13 00:00:00,ENG
4fd9c451-992,SCH1,eaafcf83,8015,9612a336,2025-Feb-24 00:00:00,,ENG
4fddfd2a-bed,SCH7,a2eb3ca8,8016,f699dfdd,2025-Mar-30 00:00:00,2025-Mar-26 00:00:00,ENG
4fddfd2a-bed,SCH7,bc1809a1,8017,f699dfdd,2025-Apr-02 00:00:00,,ENG
4fddfd2a-bed,SCH7,d8d9dc4a,8018,f699dfdd,2025-Jan-21 00:00:00,2025-Apr-03 00:00:00,SCT
4fddfd2a-bed,SCH7,e0679310,8019,f699dfdd,2025-Apr-07 00:00:00,,SCT
4fddfd2a-bed,SCH7,dd10d94d,8020,f699dfdd,2025-Feb-24 00:00:00,,ENG
4fddfd2a-bed,SCH7,e06fdecd,8021,f699dfdd,2025-Jan-08 00:00:00,,ENG
4fddfd2a-bed,SCH7,a054c3b1,8022,f699dfdd,2025-Jan-22 00:00:00,,SCT
4fddfd2a-bed,SCH7,3620a60a,8023,f699dfdd,2025-Jan-24 00:00:00,,ENG
4fddfd2a-bed,SCH7,23da836a,8024,f699dfdd,2025-Feb-03 00:00:00,2025-Mar-15 00:00:00,ENG
4fddfd2a-bed,SCH7,79bc3090,8025,f699dfdd,2025-Mar-16 00:00:00,,ENG
4fec3dcd-c9f,SCH3,2163289c,8026,ae82992a,2025-Mar-13 00:00:00,,ENG
4ff87df6-877,SCH1,efabbc73,8027,59f900cd,2025-Jan-26 00:00:00,,ENG
4ff87df6-877,SCH1,139beb27,8028,59f900cd,2025-Jan-11 00:00:00,2025-Jan-20 00:00:00,ENG
4ff87df6-877,SCH1,a62407e4,8029,59f900cd,2025-Feb-17 00:00:00,,ENG
4ff87df6-877,SCH1,c3847abd,8030,59f900cd,2025-Jan-25 00:00:00,2025-Mar-23 00:00:00,ENG
4ffc4e1e-9bc,SCH7,6e8fa9ab,8031,dfdb279c,2025-Mar-20 00:00:00,2025-Feb-11 00:00:00,ENG
4ffc4e1e-9bc,SCH7,1a06a61d,8032,dfdb279c,2025-Feb-20 00:00:00,2025-Feb-14 00:00:00,SCT
4ffc4e1e-9bc,SCH7,58cdaf4f,8033,dfdb279c,2025-Jan-31 00:00:00,2025-Feb-10 00:00:00,ENG
4ffc4e1e-9bc,SCH7,c9a75875,8034,dfdb279c,2025-Apr-07 00:00:00,2025-Mar-03 00:00:00,ENG
4ffd2364-140,SCH3,4b31c5b3,8035,636c9071,2025-Mar-11 00:00:00,2025-Feb-11 00:00:00,ENG
4ffd2364-140,SCH3,d8426096,8036,636c9071,2025-Feb-18 00:00:00,2025-Mar-20 00:00:00,SCT
4ffd2364-140,SCH3,398d21ea,8037,636c9071,2025-Mar-18 00:00:00,,SCT
4ffd2364-140,SCH3,319dab94,8038,636c9071,2025-Mar-24 00:00:00,2025-Feb-07 00:00:00,ENG
4ffd2364-140,SCH3,c4199644,8039,636c9071,2025-Mar-03 00:00:00,2025-Feb-18 00:00:00,SCT
4ffd2364-140,SCH3,f13208e6,8040,636c9071,2025-Apr-02 00:00:00,2025-Jan-24 00:00:00,SCT
4ffd2364-140,SCH3,55d2bee8,8041,636c9071,2025-Mar-19 00:00:00,2025-Feb-10 00:00:00,ENG
4ffd2364-140,SCH3,d082e607,8042,636c9071,2025-Mar-29 00:00:00,,NIR
4ffd2364-140,SCH3,18a9214e,8043,636c9071,2025-Mar-27 00:00:00,,ENG
500a2f31-138,SCH2,c96dbc84,8044,bdb092ca,2025-Feb-06 00:00:00,2025-Apr-09 00:00:00,ENG
500a2f31-138,SCH2,87c6ec69,8045,bdb092ca,2025-Apr-04 00:00:00,,ENG
500a2f31-138,SCH2,584695a9,8046,bdb092ca,2025-Feb-23 00:00:00,2025-Mar-03 00:00:00,ENG
500a2f31-138,SCH2,65bec710,8047,bdb092ca,2025-Apr-09 00:00:00,,ENG
500a2f31-138,SCH2,aaa6e54d,8048,bdb092ca,2025-Jan-21 00:00:00,,
500a2f31-138,SCH2,4e6f8200,8049,bdb092ca,2025-Mar-26 00:00:00,2025-Feb-18 00:00:00,ENG
500a2f31-138,SCH2,7963bc41,8050,bdb092ca,2025-Mar-22 00:00:00,,ENG
500a2f31-138,SCH2,0cd8a24a,8051,bdb092ca,2025-Mar-05 00:00:00,2025-Feb-19 00:00:00,ENG
50215516-486,SCH8,012cb8dc,8052,4dfed36f,2025-Feb-11 00:00:00,2025-Jan-30 00:00:00,ENG
50215516-486,SCH8,2c36fe21,8053,4dfed36f,2025-Jan-24 00:00:00,,ENG
5036a347-87b,SCH3,175568d2,8054,47258620,2025-Mar-04 00:00:00,2025-Jan-06 00:00:00,ENG
5036a347-87b,SCH3,9fb45d6f,8055,47258620,2025-Apr-05 00:00:00,,SCT
5036a347-87b,SCH3,d6329542,8056,47258620,2025-Jan-24 00:00:00,,ENG
5036a347-87b,SCH3,3093a026,8057,47258620,2025-Feb-03 00:00:00,2025-Feb-10 00:00:00,ENG
5036a347-87b,SCH3,ede01492,8058,47258620,2025-Mar-22 00:00:00,2025-Mar-25 00:00:00,ENG
5036a347-87b,SCH3,53b63554,8059,47258620,2025-Jan-31 00:00:00,,ENG
505ac5e9-244,SCH5,303fecf7,8060,7b8dbee7,2025-Jan-30 00:00:00,,WLS
505ac5e9-244,SCH5,b8692570,8061,7b8dbee7,2025-Feb-23 00:00:00,2025-Jan-07 00:00:00,ENG
50852d23-716,SCH4,7aea275c,8062,39e7ade0,2025-Mar-24 00:00:00,,ENG
508c5b7f-d2a,SCH3,5d58c1d2,8063,de51c6af,2025-Jan-20 00:00:00,,ENG
5094474d-101,SCH4,ac333dfe,8064,8e3ae9ad,2025-Mar-29 00:00:00,,
5094474d-101,SCH4,4186c791,8065,8e3ae9ad,2025-Mar-23 00:00:00,,ENG
5094474d-101,SCH4,f0641437,8066,8e3ae9ad,2025-Mar-10 00:00:00,,
5094474d-101,SCH4,b388c836,8067,8e3ae9ad,2025-Mar-01 00:00:00,,
5094474d-101,SCH4,fea65bd7,8068,8e3ae9ad,2025-Jan-13 00:00:00,,ENG
5094474d-101,SCH4,4b1be8d4,8069,8e3ae9ad,2025-Mar-17 00:00:00,2025-Mar-24 00:00:00,SCT
50bf5311-c78,SCH6,6c1b6bd7,8070,1135c5be,2025-Mar-13 00:00:00,,SCT
50bf5311-c78,SCH6,594cb127,8071,1135c5be,2025-Mar-22 00:00:00,2025-Feb-18 00:00:00,ENG
50dc5fb8-8d8,SCH8,3a9abb7e,8072,7fc96dff,2025-Jan-09 00:00:00,,
50dc5fb8-8d8,SCH8,9a218392,8073,7fc96dff,2025-Jan-17 00:00:00,2025-Jan-08 00:00:00,ENG
50dc5fb8-8d8,SCH8,9f8782f2,8074,7fc96dff,2025-Feb-27 00:00:00,,
50dc5fb8-8d8,SCH8,ed5691e7,8075,7fc96dff,2025-Mar-19 00:00:00,2025-Mar-22 00:00:00,ENG
50dc5fb8-8d8,SCH8,1c98cc01,8076,7fc96dff,2025-Jan-12 00:00:00,,ENG
50dc5fb8-8d8,SCH8,2d5079b1,8077,7fc96dff,2025-Feb-10 00:00:00,,ENG
50dc5fb8-8d8,SCH8,885ed0d9,8078,7fc96dff,2025-Apr-07 00:00:00,2025-Feb-03 00:00:00,ENG
50dc5fb8-8d8,SCH8,8c197cb2,8079,7fc96dff,2025-Mar-19 00:00:00,,WLS
50dc5fb8-8d8,SCH8,d98c8748,8080,7fc96dff,2025-Mar-20 00:00:00,2025-Mar-19 00:00:00,ENG
50dc5fb8-8d8,SCH8,eb175170,8081,7fc96dff,2025-Feb-18 00:00:00,,ENG
50e7ad93-7db,SCH3,e5f40ea4,8082,55b42a93,2025-Jan-20 00:00:00,2025-Jan-15 00:00:00,WLS
50e7ad93-7db,SCH3,3b017088,8083,55b42a93,2025-Apr-01 00:00:00,,ENG
50e7ad93-7db,SCH3,64a07ace,8084,55b42a93,2025-Jan-19 00:00:00,2025-Mar-25 00:00:00,ENG
50e7ad93-7db,SCH3,cd2e2052,8085,55b42a93,2025-Jan-10 00:00:00,,ENG
50e7ad93-7db,SCH3,d8dc8557,8086,55b42a93,2025-Jan-19 00:00:00,2025-Feb-22 00:00:00,ENG
50e7ad93-7db,SCH3,cf1da71a,8087,55b42a93,2025-Jan-26 00:00:00,2025-Mar-26 00:00:00,ENG
50e7ad93-7db,SCH3,777b3d3f,8088,55b42a93,2025-Jan-06 00:00:00,2025-Mar-12 00:00:00,NIR
50e7ad93-7db,SCH3,b1b922a0,8089,55b42a93,2025-Jan-11 00:00:00,2025-Mar-06 00:00:00,ENG
50e7ad93-7db,SCH3,5f57a2bc,8090,55b42a93,2025-Jan-29 00:00:00,,SCT
50ed0e75-71b,SCH3,5aab3a82,8091,d43bc081,2025-Mar-20 00:00:00,,
50ed0e75-71b,SCH3,349c2dce,8092,d43bc081,2025-Feb-27 00:00:00,,SCT
50ed0e75-71b,SCH3,0fd7126a,8093,d43bc081,2025-Mar-26 00:00:00,,ENG
50ed0e75-71b,SCH3,0c9efa37,8094,d43bc081,2025-Apr-04 00:00:00,,ENG
50ed0e75-71b,SCH3,6a2f8247,8095,d43bc081,2025-Feb-03 00:00:00,,ENG
50ed0e75-71b,SCH3,0de612ea,8096,d43bc081,2025-Mar-25 00:00:00,2025-Apr-08 00:00:00,SCT
50fa71ae-92b,SCH4,0b461ebd,8097,9eb50bcc,2025-Feb-19 00:00:00,2025-Mar-16 00:00:00,ENG
50fa71ae-92b,SCH4,23a98f99,8098,9eb50bcc,2025-Mar-31 00:00:00,2025-Mar-10 00:00:00,ENG
50fa71ae-92b,SCH4,9266c286,8099,9eb50bcc,2025-Feb-27 00:00:00,2025-Feb-15 00:00:00,
50fa71ae-92b,SCH4,8bd8c273,8100,9eb50bcc,2025-Feb-28 00:00:00,,ENG
50fa71ae-92b,SCH4,c3b18add,8101,9eb50bcc,2025-Mar-13 00:00:00,,ENG
51176569-776,SCH6,9c1bf1a9,8102,9395e664,2025-Feb-28 00:00:00,,SCT
51176569-776,SCH6,0c13308f,8103,9395e664,2025-Feb-17 00:00:00,,ENG
51176569-776,SCH6,edd58bee,8104,9395e664,2025-Jan-21 00:00:00,,SCT
51176569-776,SCH6,42dbaf85,8105,9395e664,2025-Feb-09 00:00:00,2025-Apr-07 00:00:00,ENG
51176569-776,SCH6,3f197f08,8106,9395e664,2025-Feb-07 00:00:00,2025-Jan-28 00:00:00,SCT
511fe296-cfa,SCH1,4626e2cb,8107,56a6639c,2025-Feb-17 00:00:00,2025-Mar-23 00:00:00,SCT
511fe296-cfa,SCH1,bd9c229a,8108,56a6639c,2025-Jan-07 00:00:00,2025-Mar-07 00:00:00,NIR
511fe296-cfa,SCH1,3fe99958,8109,56a6639c,2025-Jan-12 00:00:00,2025-Apr-04 00:00:00,WLS
511fe296-cfa,SCH1,84a0cca7,8110,56a6639c,2025-Jan-12 00:00:00,2025-Feb-15 00:00:00,ENG
511fe296-cfa,SCH1,860c12f4,8111,56a6639c,2025-Jan-07 00:00:00,2025-Apr-06 00:00:00,
511fe296-cfa,SCH1,aa6f71e5,8112,56a6639c,2025-Feb-12 00:00:00,,
511fe296-cfa,SCH1,94936968,8113,56a6639c,2025-Mar-05 00:00:00,,ENG
511fe296-cfa,SCH1,23ed0f83,8114,56a6639c,2025-Mar-18 00:00:00,,SCT
511fe296-cfa,SCH1,9d13049b,8115,56a6639c,2025-Feb-16 00:00:00,,ENG
511fe296-cfa,SCH1,e02045d6,8116,56a6639c,2025-Mar-19 00:00:00,2025-Mar-27 00:00:00,ENG
51277528-3f4,SCH6,0e898dc6,8117,e2d008c0,2025-Jan-09 00:00:00,2025-Mar-16 00:00:00,ENG
51277528-3f4,SCH6,9eb8908b,8118,e2d008c0,2025-Jan-09 00:00:00,2025-Jan-16 00:00:00,SCT
51277528-3f4,SCH6,cbc8ce4d,8119,e2d008c0,2025-Jan-10 00:00:00,,WLS
51277528-3f4,SCH6,950bb644,8120,e2d008c0,2025-Mar-28 00:00:00,,SCT
512cbca6-02c,SCH8,5a644be7,8121,e5cc706f,2025-Feb-26 00:00:00,2025-Jan-28 00:00:00,ENG
512cbca6-02c,SCH8,5526d2ed,8122,e5cc706f,2025-Apr-06 00:00:00,,ENG
512cbca6-02c,SCH8,ccb27f23,8123,e5cc706f,2025-Jan-06 00:00:00,2025-Feb-09 00:00:00,
512cbca6-02c,SCH8,45e6069e,8124,e5cc706f,2025-Jan-14 00:00:00,,SCT
512cbca6-02c,SCH8,c561e1d8,8125,e5cc706f,2025-Mar-11 00:00:00,,SCT
51611823-18e,SCH3,a0f28723,8126,66b92603,2025-Feb-11 00:00:00,2025-Feb-13 00:00:00,
51611823-18e,SCH3,92680e68,8127,66b92603,2025-Feb-13 00:00:00,,ENG
51611823-18e,SCH3,57b56a99,8128,66b92603,2025-Jan-27 00:00:00,,SCT
51611823-18e,SCH3,070f5535,8129,66b92603,2025-Jan-08 00:00:00,,SCT
51611823-18e,SCH3,856be741,8130,66b92603,2025-Mar-05 00:00:00,2025-Apr-08 00:00:00,
51611823-18e,SCH3,52167be3,8131,66b92603,2025-Mar-25 00:00:00,,ENG
51611823-18e,SCH3,2d3fe8d4,8132,66b92603,2025-Feb-12 00:00:00,2025-Mar-07 00:00:00,ENG
51611823-18e,SCH3,38c96055,8133,66b92603,2025-Jan-29 00:00:00,2025-Feb-18 00:00:00,SCT
51611823-18e,SCH3,7aab6c06,8134,66b92603,2025-Mar-11 00:00:00,,ENG
51664936-d7b,SCH1,07db7546,8135,926650a9,2025-Feb-11 00:00:00,2025-Feb-28 00:00:00,SCT
51664936-d7b,SCH1,2dbfa145,8136,926650a9,2025-Feb-16 00:00:00,2025-Mar-08 00:00:00,ENG
51664936-d7b,SCH1,c520961f,8137,926650a9,2025-Jan-30 00:00:00,2025-Apr-03 00:00:00,ENG
51664936-d7b,SCH1,f540d3ba,8138,926650a9,2025-Jan-30 00:00:00,2025-Mar-05 00:00:00,ENG
51664936-d7b,SCH1,76001536,8139,926650a9,2025-Mar-21 00:00:00,,
51677261-c15,SCH5,6aa830e5,8140,ca35ea43,2025-Mar-22 00:00:00,2025-Jan-15 00:00:00,ENG
51677261-c15,SCH5,7c8d1d33,8141,ca35ea43,2025-Mar-12 00:00:00,,ENG
51677261-c15,SCH5,5b20dfc4,8142,ca35ea43,2025-Jan-16 00:00:00,,ENG
51677261-c15,SCH5,373e9c17,8143,ca35ea43,2025-Feb-22 00:00:00,,ENG
51677261-c15,SCH5,59f28fd4,8144,ca35ea43,2025-Feb-10 00:00:00,2025-Feb-27 00:00:00,
516b3d07-9cc,SCH8,9188d386,8145,3b1593a9,2025-Feb-09 00:00:00,,ENG
516b3d07-9cc,SCH8,5138e07f,8146,3b1593a9,2025-Jan-31 00:00:00,,ENG
516b3d07-9cc,SCH8,8d0ea922,8147,3b1593a9,2025-Mar-21 00:00:00,,SCT
516d04a6-8a5,SCH8,722c0503,8148,5a6f44fb,2025-Feb-14 00:00:00,2025-Feb-05 00:00:00,ENG
516d04a6-8a5,SCH8,2dd017f8,8149,5a6f44fb,2025-Mar-09 00:00:00,,ENG
516d04a6-8a5,SCH8,61802d59,8150,5a6f44fb,2025-Apr-06 00:00:00,,ENG
516d04a6-8a5,SCH8,562a999c,8151,5a6f44fb,2025-Mar-01 00:00:00,,SCT
516d04a6-8a5,SCH8,a932dead,8152,5a6f44fb,2025-Feb-12 00:00:00,,ENG
516d04a6-8a5,SCH8,6158817f,8153,5a6f44fb,2025-Mar-30 00:00:00,,WLS
516d04a6-8a5,SCH8,09fb983f,8154,5a6f44fb,2025-Mar-06 00:00:00,2025-Jan-10 00:00:00,ENG
516d04a6-8a5,SCH8,aed8372d,8155,5a6f44fb,2025-Mar-05 00:00:00,2025-Mar-21 00:00:00,ENG
517839a6-99d,SCH1,aac4e7b3,8156,b260178e,2025-Mar-08 00:00:00,2025-Feb-23 00:00:00,ENG
517839a6-99d,SCH1,c3972d3e,8157,b260178e,2025-Jan-16 00:00:00,2025-Mar-11 00:00:00,ENG
517839a6-99d,SCH1,f902b647,8158,b260178e,2025-Apr-08 00:00:00,2025-Mar-19 00:00:00,ENG
517839a6-99d,SCH1,7c529f8a,8159,b260178e,2025-Mar-16 00:00:00,2025-Apr-08 00:00:00,
517839a6-99d,SCH1,90f2d9db,8160,b260178e,2025-Apr-07 00:00:00,2025-Jan-11 00:00:00,ENG
517839a6-99d,SCH1,b1ad1d24,8161,b260178e,2025-Apr-03 00:00:00,,ENG
517839a6-99d,SCH1,d489616e,8162,b260178e,2025-Mar-25 00:00:00,2025-Mar-15 00:00:00,ENG
