pupilonrolltableid,NativeId,summerhalfterm2sessiondetailsonrolltableid,summerhalfterm2sessiondetailsonrollorderseqcolumn,sourceid,sessions,attendancereason
3ed771a3-98e,SCH4,a212f1e9,12116,263ae78b,137.0,G
3ed771a3-98e,SCH4,e0d77420,12121,263ae78b,140.0,M
3ed771a3-98e,SCH4,b14781a5,12115,263ae78b,131.0,N
3edd73f8-d1a,SCH7,33573f3b,12126,c0a8e76f,124.0,H
3edd73f8-d1a,SCH7,58210739,12125,c0a8e76f,129.0,S
3eddac8c-a90,SCH3,8681640a,12129,00388516,130.0,C
3eddac8c-a90,SCH3,adbaf8c8,12127,00388516,122.0,H
3ee4404f-6d4,SCH4,fb4f0afb,12135,6343e7eb,128.0,C
3ee4404f-6d4,SCH4,63792c71,12131,6343e7eb,130.0,G
3ee4404f-6d4,SCH4,02348c60,12133,6343e7eb,137.0,H
3ee4404f-6d4,SCH4,b06bb579,12132,6343e7eb,125.0,N
3ee4404f-6d4,SCH4,639279d2,12137,6343e7eb,140.0,T
3ee4404f-6d4,SCH4,b6bad219,12136,6343e7eb,133.0,U
3ee4404f-6d4,SCH4,32dabc7f,12134,6343e7eb,130.0,Y
3ee747c8-77f,SCH1,c1cb5429,12144,307f04cd,123.0,#
3ee747c8-77f,SCH1,3eeab59a,12142,307f04cd,126.0,G
3ee747c8-77f,SCH1,07b338c2,12140,307f04cd,135.0,H
3ee747c8-77f,SCH1,1c5bf185,12139,307f04cd,129.0,O
3ee747c8-77f,SCH1,27f453d2,12145,307f04cd,130.0,R
3ee747c8-77f,SCH1,d3d4515d,12141,307f04cd,130.0,X
3ee7cb06-2a5,SCH1,7b8ee856,12148,9b7080a9,130.0,E
3ee7cb06-2a5,SCH1,c1d3da30,12146,9b7080a9,126.0,G
3ee7cb06-2a5,SCH1,8d4416b8,12147,9b7080a9,142.0,M
3ee7cb06-2a5,SCH1,8b3a5030,12149,9b7080a9,137.0,R
3ee8c156-ad0,SCH4,f00eef0e,12152,7adc0fad,130.0,C
3ee8c156-ad0,SCH4,e8cabd50,12154,7adc0fad,133.0,G
3ee8c156-ad0,SCH4,84462075,12151,7adc0fad,129.0,I
3ee8c156-ad0,SCH4,c8acc941,12157,7adc0fad,132.0,M
3ee8c156-ad0,SCH4,fbe3b316,12158,7adc0fad,143.0,N
3ee8c156-ad0,SCH4,2f3f9df1,12153,7adc0fad,133.0,S
3ee90c87-dbb,SCH7,514df1de,12163,e446ab03,135.0,C
3ee90c87-dbb,SCH7,074c19f5,12165,e446ab03,125.0,E
3ee90c87-dbb,SCH7,802fea02,12160,e446ab03,128.0,H
3ee90c87-dbb,SCH7,28db4457,12161,e446ab03,129.0,R
3ee90c87-dbb,SCH7,3bc1c346,12162,e446ab03,129.0,S
3ee90c87-dbb,SCH7,3af909a0,12164,e446ab03,,T
3ee90c87-dbb,SCH7,f4a22e7c,12159,e446ab03,136.0,X
3ef08883-11b,SCH1,48551497,12166,7395aa49,126.0,C
3ef08883-11b,SCH1,8fe57a50,12167,7395aa49,,N
3ef357bf-de1,SCH4,75b9f1ce,12170,0f5aae91,130.0,C
3ef357bf-de1,SCH4,93fb3128,12173,0f5aae91,130.0,I
3ef357bf-de1,SCH4,adbb79bf,12169,0f5aae91,136.0,O
3ef357bf-de1,SCH4,10974a46,12171,0f5aae91,126.0,R
3ef357bf-de1,SCH4,7699db08,12168,0f5aae91,141.0,S
3f01510b-4ca,SCH7,6cb0364d,12176,fac2b08c,129.0,#
3f01510b-4ca,SCH7,7817ddca,12180,fac2b08c,120.0,E
3f01510b-4ca,SCH7,c984acf7,12179,fac2b08c,136.0,H
3f01510b-4ca,SCH7,70119684,12175,fac2b08c,124.0,I
3f01510b-4ca,SCH7,02bef231,12174,fac2b08c,136.0,M
3f01510b-4ca,SCH7,f284db15,12178,fac2b08c,126.0,T
3f01510b-4ca,SCH7,075fb52e,12181,fac2b08c,134.0,X
3f01510b-4ca,SCH7,e2eaed37,12177,fac2b08c,134.0,Y
3f02d45b-bca,SCH5,2f33723f,12182,cc037287,126.0,H
3f02d45b-bca,SCH5,8eadfb87,12184,cc037287,123.0,I
3f02d45b-bca,SCH5,d038a298,12191,cc037287,137.0,N
3f02d45b-bca,SCH5,9e406d1a,12183,cc037287,130.0,O
3f02d45b-bca,SCH5,9fdc4e6e,12186,cc037287,122.0,R
3f02d45b-bca,SCH5,94b873f9,12185,cc037287,136.0,Y
3f065f1a-3b6,SCH7,7d1441e1,12196,e399c627,142.0,C
3f065f1a-3b6,SCH7,c17ce765,12195,e399c627,124.0,E
3f065f1a-3b6,SCH7,f6370ef9,12194,e399c627,141.0,I
3f065f1a-3b6,SCH7,3aff32c5,12193,e399c627,131.0,O
3f065f1a-3b6,SCH7,83369141,12192,e399c627,116.0,R
3f065f1a-3b6,SCH7,18600e56,12197,e399c627,137.0,Y
3f16848e-29e,SCH2,b379e084,12198,94fa4069,133.0,M
3f2c3297-965,SCH2,bcb47224,12199,9c525ad7,135.0,N
3f2c3297-965,SCH2,486fcf03,12201,9c525ad7,135.0,S
3f44d9ea-2b7,SCH8,ac1774e5,12203,17602de8,128.0,H
3f44d9ea-2b7,SCH8,348bd824,12206,17602de8,132.0,I
3f44d9ea-2b7,SCH8,e72dcefe,12205,17602de8,127.0,M
3f44d9ea-2b7,SCH8,151cdd7c,12202,17602de8,134.0,R
3f44d9ea-2b7,SCH8,19c49354,12210,17602de8,119.0,U
3f45e155-b49,SCH5,075f9901,12213,e4eee58a,128.0,H
3f45e155-b49,SCH5,43e7fc95,12211,e4eee58a,125.0,I
3f45e155-b49,SCH5,b6e77a07,12214,e4eee58a,129.0,N
3f4621fa-eea,SCH1,89826d50,12215,af30acac,134.0,N
3f4bce78-5e5,SCH5,5fb6ad87,12220,2c1b4511,126.0,C
3f4bce78-5e5,SCH5,b72d442e,12217,2c1b4511,133.0,E
3f4bce78-5e5,SCH5,2ee3518b,12219,2c1b4511,119.0,M
3f4bce78-5e5,SCH5,ae313358,12216,2c1b4511,132.0,T
3f60fb57-b52,SCH5,80a0634e,12223,29aa0b33,135.0,C
3f60fb57-b52,SCH5,c3959720,12222,29aa0b33,131.0,G
3f60fb57-b52,SCH5,3ada131e,12229,29aa0b33,123.0,H
3f60fb57-b52,SCH5,8e061b40,12224,29aa0b33,129.0,M
3f60fb57-b52,SCH5,4d765ae6,12227,29aa0b33,135.0,N
3f60fb57-b52,SCH5,b7c79695,12225,29aa0b33,122.0,X
3f60fb57-b52,SCH5,935bc433,12230,29aa0b33,127.0,Y
3f631a46-f47,SCH2,728d0073,12240,ab679cbe,131.0,C
3f631a46-f47,SCH2,fe731e6b,12235,ab679cbe,129.0,G
3f631a46-f47,SCH2,9a77ccdc,12236,ab679cbe,127.0,M
3f631a46-f47,SCH2,c99ea2e0,12232,ab679cbe,135.0,O
3f631a46-f47,SCH2,0d9685b0,12234,ab679cbe,130.0,R
3f631a46-f47,SCH2,d8b7a9a8,12237,ab679cbe,125.0,T
3f631a46-f47,SCH2,afc3c679,12233,ab679cbe,139.0,U
3f6ba8f0-0fd,SCH6,d4e6d4fd,12242,615b9467,129.0,C
3f6ba8f0-0fd,SCH6,61dc9c67,12246,615b9467,127.0,H
3f6ba8f0-0fd,SCH6,4cce426e,12248,615b9467,137.0,I
3f6ba8f0-0fd,SCH6,c87f87b8,12241,615b9467,124.0,M
3f6ba8f0-0fd,SCH6,f4dc226e,12247,615b9467,137.0,T
3f6ba8f0-0fd,SCH6,ca6235bd,12244,615b9467,119.0,X
3f6df1aa-729,SCH4,689a155a,12258,5bc15d77,124.0,E
3f6df1aa-729,SCH4,92799512,12252,5bc15d77,132.0,H
3f6df1aa-729,SCH4,37191301,12255,5bc15d77,132.0,M
3f6df1aa-729,SCH4,ff2f1721,12250,5bc15d77,125.0,N
3f6df1aa-729,SCH4,af5bb56c,12253,5bc15d77,130.0,O
3f6df1aa-729,SCH4,02a21b10,12251,5bc15d77,127.0,S
3f6df1aa-729,SCH4,d151f298,12256,5bc15d77,127.0,Z
3f702ecd-e36,SCH5,d626ad50,12259,2a0dbeac,134.0,I
3f702ecd-e36,SCH5,d4522f79,12261,2a0dbeac,133.0,M
3f702ecd-e36,SCH5,c74776f3,12260,2a0dbeac,132.0,N
3f702ecd-e36,SCH5,1d20019c,12262,2a0dbeac,130.0,O
3f702ecd-e36,SCH5,1fa2e802,12263,2a0dbeac,131.0,R
3f71e6fc-787,SCH4,f0f4107a,12266,44b24a4e,123.0,C
3f71e6fc-787,SCH4,4b4a4af9,12273,44b24a4e,135.0,E
3f71e6fc-787,SCH4,b7c53214,12268,44b24a4e,125.0,G
3f71e6fc-787,SCH4,9c8773e5,12272,44b24a4e,123.0,H
3f71e6fc-787,SCH4,439d27e9,12269,44b24a4e,125.0,I
3f71e6fc-787,SCH4,2e1dd0db,12267,44b24a4e,133.0,N
3f71e6fc-787,SCH4,ce5e0615,12270,44b24a4e,132.0,R
3f71e6fc-787,SCH4,bf095d23,12274,44b24a4e,132.0,Y
3f71e6fc-787,SCH4,7b92d6a6,12271,44b24a4e,126.0,Z
3f76b3f5-e3b,SCH6,60f5fb1c,12276,6e09953f,127.0,C
3f76b3f5-e3b,SCH6,68af631a,12278,6e09953f,126.0,G
3f76b3f5-e3b,SCH6,5eadf03a,12280,6e09953f,133.0,M
3f76b3f5-e3b,SCH6,6ac27202,12279,6e09953f,130.0,O
3f76b3f5-e3b,SCH6,9f9ee4ac,12277,6e09953f,135.0,R
3f76b3f5-e3b,SCH6,049100ff,12282,6e09953f,126.0,T
3f76b3f5-e3b,SCH6,32036151,12281,6e09953f,136.0,Y
3f776355-31b,SCH2,b3df953b,12292,635dece9,136.0,#
3f776355-31b,SCH2,0f345509,12286,635dece9,121.0,C
3f776355-31b,SCH2,a5b8901d,12290,635dece9,125.0,H
3f776355-31b,SCH2,85794c75,12293,635dece9,135.0,I
3f776355-31b,SCH2,5e356bad,12284,635dece9,131.0,M
3f776355-31b,SCH2,76fdc5e2,12285,635dece9,136.0,N
3f776355-31b,SCH2,2084cfbb,12288,635dece9,137.0,S
3f7a6867-0c2,SCH4,4d4cf5d0,12299,a2dd0410,133.0,#
3f7a6867-0c2,SCH4,a0e011e3,12295,a2dd0410,135.0,C
3f7a6867-0c2,SCH4,e088756d,12300,a2dd0410,134.0,H
3f7a6867-0c2,SCH4,4fd92fdb,12294,a2dd0410,134.0,N
3f7a6867-0c2,SCH4,b93234e2,12296,a2dd0410,137.0,O
3f7a6867-0c2,SCH4,c3875472,12298,a2dd0410,125.0,Y
3f84c71b-09a,SCH2,1c05cd67,12302,98197207,131.0,H
3f84c71b-09a,SCH2,ab6673a2,12303,98197207,123.0,O
3f84c71b-09a,SCH2,3be42007,12304,98197207,135.0,Y
3f8ae31f-29e,SCH3,980a223c,12305,5918c28b,137.0,H
3f9205e5-774,SCH4,4ec4f761,12310,1c7a4588,122.0,C
3f9205e5-774,SCH4,004d5222,12312,1c7a4588,131.0,H
3f9205e5-774,SCH4,0ad6fa4e,12307,1c7a4588,131.0,I
3f9205e5-774,SCH4,0e31e799,12306,1c7a4588,129.0,R
3f921f58-83e,SCH7,4e442aa1,12322,65371a7e,127.0,G
3f921f58-83e,SCH7,789e37f6,12319,65371a7e,131.0,I
3f921f58-83e,SCH7,e5aeb3a5,12314,65371a7e,131.0,M
3f921f58-83e,SCH7,d41471d1,12321,65371a7e,129.0,N
3f921f58-83e,SCH7,6091235d,12315,65371a7e,127.0,R
3f921f58-83e,SCH7,e5cbace0,12313,65371a7e,131.0,S
3f921f58-83e,SCH7,b1a1d104,12320,65371a7e,129.0,T
3f921f58-83e,SCH7,55ad6b3d,12317,65371a7e,138.0,Z
3f93dc80-eae,SCH3,1ccbd029,12323,2ae51686,132.0,H
3f93dc80-eae,SCH3,e3b8bc5f,12324,2ae51686,123.0,O
3f9c085c-0d6,SCH6,251e984f,12327,d05aec4e,132.0,C
3f9c085c-0d6,SCH6,66715679,12325,d05aec4e,125.0,I
3f9c085c-0d6,SCH6,a3093878,12329,d05aec4e,122.0,M
3f9c085c-0d6,SCH6,00a084b7,12326,d05aec4e,137.0,N
3f9df4c2-ea4,SCH1,7499dc09,12331,6a0996dd,123.0,G
3f9df4c2-ea4,SCH1,b9060d3b,12330,6a0996dd,138.0,I
3f9df4c2-ea4,SCH1,d0130cac,12335,6a0996dd,130.0,N
3f9df4c2-ea4,SCH1,8b13259b,12332,6a0996dd,123.0,O
3f9ffa6f-32b,SCH1,5d1ef43c,12340,1eb223ba,134.0,G
3f9ffa6f-32b,SCH1,a62d7fd6,12341,1eb223ba,119.0,H
3f9ffa6f-32b,SCH1,6c38b81a,12339,1eb223ba,128.0,I
3f9ffa6f-32b,SCH1,e9e570db,12338,1eb223ba,133.0,N
3fa11ccb-d23,SCH5,a249aa4d,12348,113c1821,132.0,C
3fa11ccb-d23,SCH5,74b19453,12343,113c1821,136.0,H
3fa11ccb-d23,SCH5,1c855a3a,12344,113c1821,140.0,N
3fa11ccb-d23,SCH5,05662069,12342,113c1821,139.0,U
3fa11ccb-d23,SCH5,df83060f,12345,113c1821,125.0,X
3fa54ed8-67b,SCH6,de695763,12349,e0eecf35,134.0,G
3fa54ed8-67b,SCH6,ef71aac5,12355,e0eecf35,132.0,H
3fa54ed8-67b,SCH6,080efe48,12350,e0eecf35,129.0,I
3fa54ed8-67b,SCH6,5a5d7c7e,12354,e0eecf35,135.0,M
3fa54ed8-67b,SCH6,f535ac46,12351,e0eecf35,136.0,N
3fa54ed8-67b,SCH6,2b0df151,12352,e0eecf35,120.0,X
3faca5d6-38f,SCH5,fd9f590f,12359,9ac4a94d,134.0,E
3faca5d6-38f,SCH5,aee8fc4f,12356,9ac4a94d,122.0,H
3faca5d6-38f,SCH5,b66ca939,12358,9ac4a94d,135.0,N
3fbbbc52-622,SCH4,e0bbae92,12365,e0d1f972,128.0,C
3fbbbc52-622,SCH4,4f9b010a,12362,e0d1f972,125.0,E
3fbbbc52-622,SCH4,d7278698,12363,e0d1f972,135.0,G
3fbbbc52-622,SCH4,47385890,12360,e0d1f972,127.0,H
3fbbbc52-622,SCH4,40f37463,12367,e0d1f972,137.0,M
3fbbbc52-622,SCH4,89d212ba,12361,e0d1f972,134.0,N
3fbbbc52-622,SCH4,7f39df34,12366,e0d1f972,131.0,O
3fc12791-5f1,SCH1,d042a4fe,12368,170218b4,125.0,E
3fc12791-5f1,SCH1,db34df21,12369,170218b4,129.0,M
3fc1720b-427,SCH5,da3c5ca5,12370,d2cd988e,127.0,C
3fc1720b-427,SCH5,7b8cc0ec,12374,d2cd988e,127.0,H
3fc1720b-427,SCH5,4470272c,12371,d2cd988e,127.0,I
3fc1720b-427,SCH5,e13b3aae,12373,d2cd988e,126.0,M
3fc813e2-3cd,SCH7,f6b59a1f,12378,bf274dcc,132.0,H
3fc813e2-3cd,SCH7,117de909,12379,bf274dcc,130.0,O
3fc813e2-3cd,SCH7,253d12b9,12377,bf274dcc,124.0,R
3fc8fa74-f67,SCH5,192d102f,12384,d182a1bd,131.0,G
3fc8fa74-f67,SCH5,8e212eb7,12381,d182a1bd,131.0,H
3fc8fa74-f67,SCH5,c13750d3,12385,d182a1bd,131.0,I
3fc8fa74-f67,SCH5,3168846d,12380,d182a1bd,136.0,M
3fc8fa74-f67,SCH5,71c09d82,12386,d182a1bd,129.0,N
3fc8fa74-f67,SCH5,a304f558,12388,d182a1bd,132.0,O
3fc8fa74-f67,SCH5,cc8f396f,12382,d182a1bd,120.0,R
3fd2a2e3-59d,SCH8,0bfd6d04,12389,5308f118,126.0,C
3fd2a2e3-59d,SCH8,7ae87875,12390,5308f118,128.0,M
3fdd465c-817,SCH8,b1a22725,12393,3dd98eef,132.0,O
3fdd465c-817,SCH8,889eb243,12391,3dd98eef,132.0,X
3fdd465c-817,SCH8,48cf8f2b,12392,3dd98eef,132.0,Y
3fde4864-9c7,SCH5,d14f37e4,12394,f49a416d,135.0,Z
3ff0c36b-d2e,SCH4,19945ce4,12395,6eb280be,133.0,C
3ff0c36b-d2e,SCH4,a2de1ef1,12396,6eb280be,139.0,M
3ff31fa7-2d4,SCH4,33ed7f93,12398,2127fabd,129.0,M
3ff31fa7-2d4,SCH4,6cfb7c73,12400,2127fabd,130.0,N
3ff31fa7-2d4,SCH4,a3e4af21,12397,2127fabd,126.0,O
3ff31fa7-2d4,SCH4,b6646442,12399,2127fabd,128.0,T
3ff697f8-629,SCH1,fd617611,12406,27e15ee9,117.0,C
3ff697f8-629,SCH1,c40fbe9b,12407,27e15ee9,122.0,H
3ff697f8-629,SCH1,1572f988,12402,27e15ee9,129.0,I
3ff697f8-629,SCH1,942c58ca,12403,27e15ee9,129.0,M
3ff697f8-629,SCH1,97dc059e,12405,27e15ee9,126.0,U
3ffa62cf-d5a,SCH3,9c02a649,12411,4da4a540,131.0,X
3ffd88de-7d8,SCH6,be1379d3,12415,18663bdc,131.0,G
3ffd88de-7d8,SCH6,c9f93475,12418,18663bdc,124.0,H
3ffd88de-7d8,SCH6,3f1d19a8,12416,18663bdc,126.0,I
3ffd88de-7d8,SCH6,3793f673,12417,18663bdc,135.0,N
3ffd88de-7d8,SCH6,df124bce,12413,18663bdc,129.0,O
3ffd88de-7d8,SCH6,d6aa31cb,12414,18663bdc,137.0,U
3ffd88de-7d8,SCH6,0122d40d,12412,18663bdc,137.0,X
4001271f-616,SCH4,77834df6,12419,c793f76e,129.0,E
4001271f-616,SCH4,b2926705,12425,c793f76e,132.0,H
4001271f-616,SCH4,82ec64b8,12420,c793f76e,116.0,M
4001271f-616,SCH4,b5d1ecca,12423,c793f76e,128.0,N
4001271f-616,SCH4,0a0d0e7b,12422,c793f76e,132.0,S
40016d8e-71a,SCH5,73b38570,12431,9ea01e93,131.0,G
40016d8e-71a,SCH5,1e1b59ca,12426,9ea01e93,125.0,H
40016d8e-71a,SCH5,9287aefd,12428,9ea01e93,133.0,M
40016d8e-71a,SCH5,8e467dc9,12427,9ea01e93,130.0,N
40016d8e-71a,SCH5,4a4e6c72,12430,9ea01e93,130.0,S
40016d8e-71a,SCH5,fffc8b5c,12432,9ea01e93,121.0,T
400b0ceb-dfc,SCH6,70070e52,12436,8994cda1,125.0,C
400b0ceb-dfc,SCH6,cf547c92,12434,8994cda1,128.0,G
400b0ceb-dfc,SCH6,b935df39,12437,8994cda1,129.0,H
400b0ceb-dfc,SCH6,4681790e,12435,8994cda1,136.0,M
400b0ceb-dfc,SCH6,c8c62f93,12433,8994cda1,134.0,N
400b0ceb-dfc,SCH6,1185e1e0,12442,8994cda1,130.0,O
400cc6cf-79a,SCH5,98c913e8,12446,b8e6640d,123.0,C
400cc6cf-79a,SCH5,559e7113,12445,b8e6640d,123.0,I
400cc6cf-79a,SCH5,028180f9,12443,b8e6640d,133.0,M
400cc6cf-79a,SCH5,8f955217,12444,b8e6640d,124.0,R
40105f0b-0f2,SCH3,26d48ff4,12449,c814c116,137.0,E
40105f0b-0f2,SCH3,5d3f3581,12453,c814c116,125.0,G
40105f0b-0f2,SCH3,c816a315,12456,c814c116,125.0,H
40105f0b-0f2,SCH3,b9f256f8,12448,c814c116,135.0,I
40105f0b-0f2,SCH3,1ec88697,12455,c814c116,132.0,N
40105f0b-0f2,SCH3,e087f7bb,12450,c814c116,130.0,U
4011f556-a28,SCH5,173a08f7,12458,2dc9b9a9,133.0,C
4011f556-a28,SCH5,d7419b71,12459,2dc9b9a9,132.0,H
4011f556-a28,SCH5,a0bd8af6,12457,2dc9b9a9,131.0,N
4016ae03-f0e,SCH8,bb5388d4,12463,b2f3036c,133.0,I
4016ae03-f0e,SCH8,e69dd703,12461,b2f3036c,120.0,N
4016ae03-f0e,SCH8,d0a80429,12460,b2f3036c,134.0,R
4016ae03-f0e,SCH8,ae716891,12462,b2f3036c,131.0,U
4016c0ac-d46,SCH2,cf2ca778,12464,8e127143,119.0,M
4016c0ac-d46,SCH2,8de03549,12465,8e127143,127.0,T
401a94a6-ecf,SCH4,7a9037f4,12469,41a0f9f2,127.0,C
401a94a6-ecf,SCH4,391ae2a6,12468,41a0f9f2,133.0,G
401a94a6-ecf,SCH4,afb6b52f,12467,41a0f9f2,127.0,M
401a94a6-ecf,SCH4,89c70846,12471,41a0f9f2,123.0,O
401a94a6-ecf,SCH4,ff2b44db,12470,41a0f9f2,123.0,R
40256b3f-913,SCH8,217dd717,12473,3bffd43b,132.0,C
40256b3f-913,SCH8,9c9311a2,12477,3bffd43b,127.0,I
40256b3f-913,SCH8,43a4b0a2,12474,3bffd43b,133.0,N
40256b3f-913,SCH8,c93fa7f8,12476,3bffd43b,141.0,S
40315de5-2c3,SCH6,03a75f0d,12480,02de1894,129.0,C
40315de5-2c3,SCH6,fc2997c3,12478,02de1894,133.0,N
403f3750-05f,SCH6,6bdf86ce,12482,d4da2483,129.0,C
403f3750-05f,SCH6,34b50462,12481,d4da2483,135.0,E
403f3750-05f,SCH6,e7f12f68,12486,d4da2483,131.0,N
403f3750-05f,SCH6,63f9255a,12487,d4da2483,133.0,O
403f3750-05f,SCH6,a6ff54a2,12488,d4da2483,137.0,R
403f3750-05f,SCH6,0340d299,12483,d4da2483,135.0,U
404011cd-bc4,SCH2,d3aa108c,12491,dc8aae11,125.0,E
404c0d44-5d3,SCH3,1c258a22,12497,a67f06a8,131.0,C
404c0d44-5d3,SCH3,a363dfc2,12492,a67f06a8,125.0,G
404c0d44-5d3,SCH3,35bdd530,12493,a67f06a8,127.0,H
404c0d44-5d3,SCH3,dcdbdb95,12500,a67f06a8,124.0,I
404c0d44-5d3,SCH3,3b67aed9,12495,a67f06a8,138.0,M
404c0d44-5d3,SCH3,8c3d909a,12496,a67f06a8,126.0,N
404c0d44-5d3,SCH3,f02c7afe,12498,a67f06a8,129.0,U
404c0d44-5d3,SCH3,61f7aacf,12499,a67f06a8,127.0,Y
4067d1e3-537,SCH7,626664c0,12501,61142974,119.0,E
4067d1e3-537,SCH7,392c0ab1,12503,61142974,134.0,H
4067d1e3-537,SCH7,853e4c99,12505,61142974,137.0,M
4067d1e3-537,SCH7,cf51b175,12502,61142974,124.0,O
4067d1e3-537,SCH7,39fbb4e4,12504,61142974,128.0,R
406cf82f-b12,SCH7,6db39758,12507,93d1600e,132.0,G
406cf82f-b12,SCH7,914c65e5,12508,93d1600e,138.0,O
406e02f8-bcf,SCH6,2dadd5fa,12510,ed004fe3,127.0,E
406e02f8-bcf,SCH6,a87ef137,12511,ed004fe3,138.0,H
406e02f8-bcf,SCH6,b38def62,12512,ed004fe3,124.0,R
406e02f8-bcf,SCH6,fe1685fa,12509,ed004fe3,127.0,Y
407023ee-f1a,SCH5,28b7ab2d,12514,a74bc82d,122.0,E
407023ee-f1a,SCH5,4965d315,12515,a74bc82d,125.0,H
407023ee-f1a,SCH5,4f482973,12516,a74bc82d,129.0,S
40730a9a-90f,SCH4,4bfeb38a,12517,ee46585e,136.0,G
40730a9a-90f,SCH4,cd309ff6,12519,ee46585e,129.0,M
40730a9a-90f,SCH4,91f47c96,12521,ee46585e,132.0,S
4076d1ab-c75,SCH1,4a830d8a,12523,4580f924,124.0,H
4076d1ab-c75,SCH1,2aa61c7c,12524,4580f924,129.0,I
407918d1-3e6,SCH6,8662653c,12526,72b49360,127.0,C
407918d1-3e6,SCH6,3c766ee0,12529,72b49360,130.0,E
407918d1-3e6,SCH6,a759cfa8,12527,72b49360,131.0,G
407918d1-3e6,SCH6,0d901373,12530,72b49360,127.0,H
407918d1-3e6,SCH6,f84288a8,12525,72b49360,138.0,M
407918d1-3e6,SCH6,b04b1487,12528,72b49360,128.0,S
40795176-0eb,SCH7,b3e77c20,12537,e9667e18,127.0,H
40795176-0eb,SCH7,edd4488d,12535,e9667e18,130.0,I
40795176-0eb,SCH7,f494ee33,12533,e9667e18,134.0,M
40795176-0eb,SCH7,fcca6938,12539,e9667e18,131.0,N
40795176-0eb,SCH7,4e81e21e,12538,e9667e18,138.0,R
40795176-0eb,SCH7,50a62a83,12536,e9667e18,135.0,T
40829116-640,SCH4,573ef5bf,12544,330a8787,131.0,C
40829116-640,SCH4,9e6f1926,12543,330a8787,137.0,Y
408327f7-2b9,SCH6,949db004,12550,1b597be0,130.0,C
408327f7-2b9,SCH6,050d9fca,12548,1b597be0,128.0,E
408327f7-2b9,SCH6,6a697271,12553,1b597be0,130.0,G
408327f7-2b9,SCH6,948bffe4,12551,1b597be0,119.0,I
408327f7-2b9,SCH6,df1b0f45,12549,1b597be0,127.0,M
408327f7-2b9,SCH6,21fc49fd,12556,1b597be0,135.0,O
40a42de2-9fb,SCH6,6d9d83ad,12558,882f1d9f,132.0,C
40a42de2-9fb,SCH6,82b2bb38,12557,882f1d9f,133.0,E
40a42de2-9fb,SCH6,e733c068,12560,882f1d9f,127.0,I
40a42de2-9fb,SCH6,9f922299,12559,882f1d9f,132.0,M
40a42de2-9fb,SCH6,36c0e983,12561,882f1d9f,134.0,T
40a9a7bf-b4f,SCH2,e2e4297e,12563,2eddca46,142.0,S
40a9a7bf-b4f,SCH2,e034a9d7,12565,2eddca46,128.0,X
40b12231-92c,SCH7,4867a33b,12567,4c0e31a9,130.0,G
40b12231-92c,SCH7,36de466f,12566,4c0e31a9,133.0,N
40b475b4-037,SCH4,f169a37e,12568,83efeb23,136.0,C
40b475b4-037,SCH4,a0ad5ff8,12569,83efeb23,126.0,M
40b475b4-037,SCH4,69c7593b,12573,83efeb23,122.0,R
40b48bd0-0bb,SCH6,f4813417,12580,067d03d4,137.0,C
40b48bd0-0bb,SCH6,3b3ff48a,12577,067d03d4,129.0,G
40b48bd0-0bb,SCH6,c67bef74,12582,067d03d4,130.0,H
40b48bd0-0bb,SCH6,62f29e89,12581,067d03d4,138.0,I
40b48bd0-0bb,SCH6,8dab7142,12574,067d03d4,129.0,N
40b48bd0-0bb,SCH6,38bfe2f0,12578,067d03d4,131.0,S
40b48bd0-0bb,SCH6,5f3c05cb,12576,067d03d4,133.0,Y
40b48bd0-0bb,SCH6,45502962,12575,067d03d4,129.0,Z
40b5fd4e-ef3,SCH4,4559f561,12585,33540726,131.0,E
40b5fd4e-ef3,SCH4,d6aef29c,12589,33540726,125.0,G
40b5fd4e-ef3,SCH4,f118d834,12587,33540726,128.0,I
40b5fd4e-ef3,SCH4,d9024699,12588,33540726,126.0,M
40b5fd4e-ef3,SCH4,85749491,12584,33540726,129.0,N
40b5fd4e-ef3,SCH4,c03039ac,12590,33540726,127.0,X
40b77516-f04,SCH4,4f93d402,12592,3d94ee89,137.0,C
40b77516-f04,SCH4,6aecb80f,12593,3d94ee89,133.0,G
40b77516-f04,SCH4,50b2cfe3,12596,3d94ee89,119.0,H
40b77516-f04,SCH4,d73bc45b,12595,3d94ee89,132.0,T
40b77516-f04,SCH4,f9628cea,12594,3d94ee89,132.0,Y
40b9da58-759,SCH4,8ba26df7,12600,c1fea13c,132.0,C
40b9da58-759,SCH4,4f0ddac1,12598,c1fea13c,127.0,E
40b9da58-759,SCH4,ac532738,12597,c1fea13c,120.0,M
40bf1e45-7b6,SCH7,541ec3c4,12606,911e9369,140.0,C
40bf1e45-7b6,SCH7,cf1e7d70,12601,911e9369,129.0,G
40bf1e45-7b6,SCH7,88087b7b,12603,911e9369,126.0,H
40bf1e45-7b6,SCH7,c26d7d9b,12605,911e9369,116.0,N
40bf1e45-7b6,SCH7,0aaf38da,12602,911e9369,125.0,O
40bf1e45-7b6,SCH7,279dd6d3,12604,911e9369,124.0,X
40d08ac3-6aa,SCH6,80406a40,12612,39d0e486,129.0,#
40d08ac3-6aa,SCH6,26791471,12607,39d0e486,133.0,G
40d08ac3-6aa,SCH6,885f0751,12610,39d0e486,135.0,M
40d08ac3-6aa,SCH6,e7708ed5,12608,39d0e486,127.0,R
